ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Interaction_Q5,Interaction_P_Value,Q1,Q2,Q3,Q4,Q5
"C50","2000_2005","2006_2010",5,"Social_Unbalanced","-0.69(-2.19,0.88)","0.398","0.00","-0.19(-1.38,1.02)","-0.42(-1.63,0.73)","-0.37(-1.60,0.80)","0.35(-0.90,1.64)"
"C50","2000_2005","2006_2010",5,"Social_Disadvantaged","0.51(-1.46,2.56)","0.612","0.00","0.54(-0.35,1.41)","-0.42(-1.48,0.66)","-0.26(-1.56,1.08)","1.54(-0.24,3.29)"
"C50","2000_2005","2011_2015",10,"EQI_Unbalanced","-1.20(-2.94,0.55)","0.178","0.00","0.41(-0.63,1.45)","0.31(-0.68,1.27)","0.91(-0.13,1.91)","1.11(-0.13,2.29)"
"C50","2000_2005","2011_2015",10,"EQI_Disadvantaged","0.02(-9.69,9.83)","0.993","0.00","1.01(0.21,1.80)*","0.82(-0.03,1.63)","2.49(0.77,4.21)**","2.33(-7.55,12.11)"
"C50","2000_2005","2011_2015",10,"Air_Unbalanced","-0.21(-1.56,1.13)","0.769","0.00","-0.45(-1.77,0.82)","0.14(-1.06,1.34)","0.35(-0.77,1.44)","0.95(-0.15,2.03)"
"C50","2000_2005","2011_2015",10,"Air_Disadvantaged","0.81(-0.85,2.50)","0.347","0.00","0.27(-0.68,1.20)","1.58(0.66,2.48)***","1.60(0.59,2.63)**","1.96(0.49,3.44)**"
"C50","2000_2005","2011_2015",10,"Built_Unbalanced","-0.50(-1.93,0.98)","0.523","0.00","-0.90(-2.05,0.30)","0.64(-0.51,1.79)","0.51(-0.56,1.58)","1.08(-0.03,2.18)"
"C50","2000_2005","2011_2015",10,"Built_Disadvantaged","0.28(-1.81,2.40)","0.811","0.00","0.73(-0.06,1.51)","1.12(0.16,2.09)*","2.19(1.00,3.41)***","1.86(0.01,3.72)*"
"C50","2000_2005","2011_2015",10,"Water_Unbalanced","0.02(-9.75,9.79)","0.991","0.00","-0.22(-1.01,0.56)","-1.19(-5.27,2.91)","0.53(-9.81,10.48)","0.58(-9.77,10.75)"
"C50","2000_2005","2011_2015",10,"Water_Disadvantaged","-0.25(-3.13,2.71)","0.873","0.00","-0.47(-1.71,0.74)","-0.89(-2.16,0.34)","0.33(-0.98,1.63)","0.31(-1.10,1.67)"
"C50","2000_2005","2011_2015",10,"Land_Unbalanced","0.80(-0.61,2.21)","0.268","0.00","0.46(-0.58,1.49)","0.13(-0.95,1.22)","0.45(-0.61,1.54)","0.81(-0.35,2.02)"
"C50","2000_2005","2011_2015",10,"Land_Disadvantaged","-0.78(-2.63,1.07)","0.406","0.00","-0.04(-0.86,0.77)","-0.56(-1.51,0.40)","2.14(0.83,3.51)**","-0.76(-2.42,0.93)"
"C50","2000_2005","2011_2015",10,"Social_Unbalanced","-0.58(-2.15,0.96)","0.472","0.00","-1.12(-2.25,0.02)","-0.55(-1.70,0.58)","-0.78(-1.93,0.39)","-0.57(-1.74,0.63)"
"C50","2000_2005","2011_2015",10,"Social_Disadvantaged","-0.57(-2.47,1.34)","0.557","0.00","-0.55(-1.34,0.23)","0.25(-0.75,1.26)","1.03(-0.18,2.27)","-0.56(-2.16,1.06)"
"C50","2006_2010","2011_2015",5,"EQI_Unbalanced","-1.36(-2.80,0.10)","0.071","0.00","-0.63(-1.67,0.38)","-0.54(-1.58,0.50)","-0.43(-1.59,0.70)","-1.01(-2.29,0.30)"
"C50","2006_2010","2011_2015",5,"EQI_Disadvantaged","0.19(-1.12,1.48)","0.785","0.00","1.36(0.31,2.43)*","1.86(0.83,2.92)***","1.29(0.26,2.33)*","0.54(-0.52,1.65)"
"C50","2006_2010","2011_2015",5,"Air_Unbalanced","-0.50(-1.81,0.79)","0.475","0.00","0.43(-0.68,1.54)","0.12(-0.98,1.20)","0.77(-0.37,1.88)","0.10(-1.06,1.22)"
"C50","2006_2010","2011_2015",5,"Air_Disadvantaged","1.73(0.37,3.12)*","0.013","0.00","0.49(-0.45,1.40)","1.54(0.50,2.55)**","1.86(0.84,2.89)***","2.33(1.10,3.53)***"
"C50","2006_2010","2011_2015",5,"Built_Unbalanced","-1.10(-2.48,0.28)","0.114","0.00","0.14(-0.93,1.19)","0.15(-0.99,1.27)","-0.05(-1.14,1.02)","-1.06(-2.28,0.14)"
"C50","2006_2010","2011_2015",5,"Built_Disadvantaged","0.50(-0.85,1.82)","0.464","0.00","1.46(0.10,2.79)*","1.73(0.48,2.99)*","0.77(-0.49,2.05)","0.54(-0.61,1.68)"
"C50","2006_2010","2011_2015",5,"Water_Unbalanced","-0.01(-9.83,9.90)","0.985","0.00","-0.39(-1.11,0.33)","-0.70(-3.70,2.35)","0.54(-2.27,3.32)","0.60(-9.26,10.78)"
"C50","2006_2010","2011_2015",5,"Water_Disadvantaged","-1.67(-3.56,0.22)","0.089","0.00","-1.58(-2.76,-0.44)**","-1.74(-2.95,-0.53)**","-0.04(-1.27,1.17)","-1.06(-2.34,0.25)"
"C50","2006_2010","2011_2015",5,"Land_Unbalanced","0.31(-1.02,1.60)","0.648","0.00","0.18(-0.90,1.24)","0.48(-0.56,1.51)","0.05(-0.99,1.08)","0.64(-0.46,1.78)"
"C50","2006_2010","2011_2015",5,"Land_Disadvantaged","1.44(0.05,2.84)*","0.042","0.00","1.55(0.67,2.44)***","1.62(0.65,2.57)**","1.67(0.54,2.82)**","1.77(0.57,2.98)**"
"C50","2006_2010","2011_2015",5,"Social_Unbalanced","0.27(-1.21,1.75)","0.714","0.00","-0.59(-1.49,0.31)","0.19(-0.79,1.16)","-0.15(-1.22,0.89)","-0.86(-1.93,0.26)"
"C50","2006_2010","2011_2015",5,"Social_Disadvantaged","0.97(-0.89,2.77)","0.314","0.00","0.07(-1.65,1.74)","1.12(-0.55,2.77)","0.79(-0.89,2.41)","-0.16(-1.78,1.42)"
"C50","2006_2010","2016_2020",10,"EQI_Unbalanced","-1.07(-2.51,0.40)","0.151","0.00","-0.01(-1.01,1.00)","-0.37(-1.44,0.69)","-0.35(-1.52,0.82)","-0.34(-1.64,0.94)"
"C50","2006_2010","2016_2020",10,"EQI_Disadvantaged","-1.39(-2.71,-0.05)*","0.043","0.00","-1.22(-2.29,-0.15)*","-0.39(-1.49,0.71)","-0.81(-1.94,0.29)","-0.67(-1.83,0.47)"
"C50","2006_2010","2016_2020",10,"Air_Unbalanced","-0.21(-1.53,1.11)","0.749","0.00","-0.61(-1.72,0.46)","-0.43(-1.49,0.65)","-0.18(-1.31,0.92)","-0.02(-1.16,1.11)"
"C50","2006_2010","2016_2020",10,"Air_Disadvantaged","0.55(-0.89,1.97)","0.445","0.00","-0.56(-1.50,0.42)","-0.02(-1.03,1.00)","0.71(-0.37,1.74)","0.74(-0.57,2.00)"
"C50","2006_2010","2016_2020",10,"Built_Unbalanced","-1.80(-3.21,-0.43)*","0.013","0.00","0.03(-1.03,1.05)","-1.05(-2.16,0.07)","-1.03(-2.12,0.04)","-1.01(-2.25,0.21)"
"C50","2006_2010","2016_2020",10,"Built_Disadvantaged","-1.68(-3.06,-0.28)*","0.021","0.00","2.70(1.21,4.15)***","0.41(-0.94,1.74)","-0.44(-1.77,0.88)","-0.89(-2.13,0.35)"
"C50","2006_2010","2016_2020",10,"Water_Unbalanced","0.04(-9.64,9.55)","0.989","0.00","-0.67(-1.39,0.06)","-2.30(-5.05,0.54)","1.01(-1.87,3.87)","0.20(-9.55,9.84)"
"C50","2006_2010","2016_2020",10,"Water_Disadvantaged","0.04(-1.91,2.01)","0.963","0.00","1.03(-0.15,2.23)","1.06(-0.18,2.27)","0.64(-0.56,1.87)","0.20(-1.10,1.54)"
"C50","2006_2010","2016_2020",10,"Land_Unbalanced","-1.03(-2.37,0.29)","0.126","0.00","-0.43(-1.49,0.65)","-0.24(-1.30,0.79)","-1.24(-2.32,-0.17)*","-0.65(-1.75,0.46)"
"C50","2006_2010","2016_2020",10,"Land_Disadvantaged","0.59(-0.85,1.97)","0.411","0.00","0.92(0.00,1.82)*","-0.05(-1.01,0.92)","1.56(0.35,2.76)**","0.97(-0.24,2.19)"
"C50","2006_2010","2016_2020",10,"Social_Unbalanced","0.33(-1.23,1.87)","0.688","0.00","-0.12(-1.00,0.77)","0.28(-0.68,1.24)","-0.30(-1.30,0.73)","0.04(-1.08,1.13)"
"C50","2006_2010","2016_2020",10,"Social_Disadvantaged","0.95(-0.96,2.83)","0.327","0.00","1.02(-0.64,2.75)","0.58(-1.05,2.25)","1.84(0.25,3.42)*","0.66(-0.90,2.23)"
