ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Interaction_Q5,Interaction_P_Value,Q1,Q2,Q3,Q4,Q5
C15_C26,2000_2005,2006_2010,5,EQI_Unbalanced,"-1.90(-4.59,0.94)",0.185,0.00,"-0.68(-2.68,1.29)","1.10(-0.78,2.98)","1.83(-0.13,3.77)","2.91(0.64,5.19)**"
"C15_C26","2000_2005","2006_2010",5,"EQI_Disadvantaged","0.05(-9.58,9.77)","0.999","0.00","2.58(1.01,4.04)**","1.41(-0.18,2.98)","3.12(0.17,6.05)*","4.86(-4.93,14.88)"
"C15_C26","2000_2005","2006_2010",5,"Air_Unbalanced","1.02(-1.41,3.40)","0.415","0.00","4.31(1.72,6.90)**","3.97(1.64,6.33)***","3.42(1.22,5.60)**","5.21(2.93,7.44)***"
"C15_C26","2000_2005","2006_2010",5,"Air_Disadvantaged","0.09(-2.79,2.87)","0.940","0.00","4.04(2.16,5.92)***","4.03(2.15,5.82)***","4.38(2.41,6.34)***","4.28(1.62,6.84)**"
"C15_C26","2000_2005","2006_2010",5,"Built_Unbalanced","-1.05(-3.68,1.47)","0.447","0.00","-0.15(-2.60,2.21)","0.64(-1.70,2.96)","1.58(-0.64,3.72)","1.85(-0.42,4.06)"
"C15_C26","2000_2005","2006_2010",5,"Built_Disadvantaged","-3.20(-6.69,0.21)","0.064","0.00","1.96(0.47,3.50)*","3.15(1.44,4.85)***","3.42(1.11,5.68)**","-0.30(-3.37,2.84)"
"C15_C26","2000_2005","2006_2010",5,"Water_Unbalanced","0.05(-10.00,10.20)","0.979","0.00","-1.75(-3.39,-0.12)*","-0.97(-7.63,5.72)","0.77(-9.76,11.16)","1.18(-9.74,11.56)"
"C15_C26","2000_2005","2006_2010",5,"Water_Disadvantaged","-4.43(-7.83,-0.91)*","0.017","0.00","-4.25(-6.79,-1.58)**","-1.60(-4.27,1.11)","-0.06(-2.72,2.68)","-3.30(-5.98,-0.53)*"
"C15_C26","2000_2005","2006_2010",5,"Land_Unbalanced","-0.20(-2.53,2.21)","0.869","0.00","1.81(-0.16,3.82)","0.90(-1.04,2.81)","1.54(-0.51,3.54)","1.35(-0.71,3.41)"
"C15_C26","2000_2005","2006_2010",5,"Land_Disadvantaged","0.05(-3.06,3.17)","0.988","0.00","0.68(-0.83,2.20)","0.50(-1.26,2.27)","-1.42(-4.18,1.49)","1.59(-1.40,4.60)"
