ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Interaction_Q5,Interaction_P_Value,Q1,Q2,Q3,Q4,Q5
C51_C58,2000_2005,2006_2010,5,EQI_Unbalanced,"-1.45(-2.91,0.11)",0.066,0.00,"-0.76(-1.63,0.11)","-0.68(-1.51,0.19)","0.10(-0.78,0.95)","0.17(-0.92,1.27)"
"C51_C58","2000_2005","2006_2010",5,"EQI_Disadvantaged","-0.07(-10.13,10.00)","0.987","0.00","1.27(0.61,1.94)***","1.83(1.10,2.55)***","2.60(1.13,4.02)***","1.55(-8.67,11.51)"
"C51_C58","2000_2005","2006_2010",5,"Air_Unbalanced","-0.86(-1.94,0.23)","0.129","0.00","-1.00(-2.12,0.13)","-0.67(-1.68,0.34)","-0.22(-1.15,0.71)","0.12(-0.81,1.07)"
"C51_C58","2000_2005","2006_2010",5,"Air_Disadvantaged","2.63(1.28,4.09)**","0.001","0.00","2.04(1.22,2.85)***","2.56(1.79,3.36)***","2.47(1.60,3.36)***","3.61(2.38,4.89)***"
"C51_C58","2000_2005","2006_2010",5,"Built_Unbalanced","0.89(-0.35,2.14)","0.152","0.00","0.10(-0.85,1.05)","0.64(-0.30,1.59)","0.93(0.04,1.80)*","1.14(0.21,2.06)*"
"C51_C58","2000_2005","2006_2010",5,"Built_Disadvantaged","0.53(-1.14,2.22)","0.557","0.00","1.44(0.75,2.14)***","1.82(0.95,2.67)***","1.45(0.47,2.47)**","0.78(-0.69,2.26)"
"C51_C58","2000_2005","2006_2010",5,"Water_Unbalanced","-0.05(-9.54,9.33)","1.000","0.00","0.59(-0.16,1.34)","2.51(-1.41,6.48)","1.41(-9.24,11.39)","1.51(-8.44,11.25)"
"C51_C58","2000_2005","2006_2010",5,"Water_Disadvantaged","0.97(-2.03,3.99)","0.509","0.00","0.88(-0.14,1.95)","1.61(0.51,2.74)**","1.89(0.76,3.09)**","2.53(1.27,3.81)***"
"C51_C58","2000_2005","2006_2010",5,"Land_Unbalanced","0.20(-1.09,1.45)","0.750","0.00","0.43(-0.53,1.40)","0.51(-0.42,1.47)","0.44(-0.52,1.39)","0.37(-0.62,1.39)"
"C51_C58","2000_2005","2006_2010",5,"Land_Disadvantaged","0.99(-0.71,2.63)","0.256","0.00","0.10(-0.63,0.78)","-0.66(-1.43,0.12)","-0.20(-1.28,0.94)","1.16(-0.39,2.71)"
"C51_C58","2000_2005","2006_2010",5,"Social_Unbalanced","-0.99(-2.34,0.33)","0.143","0.00","-0.75(-1.71,0.25)","-0.51(-1.48,0.47)","-0.43(-1.43,0.58)","-0.57(-1.61,0.49)"
"C51_C58","2000_2005","2006_2010",5,"Social_Disadvantaged","0.87(-0.80,2.56)","0.321","0.00","0.57(-0.11,1.26)","-0.12(-0.94,0.72)","-0.06(-1.16,1.04)","1.29(-0.19,2.72)"
"C51_C58","2000_2005","2011_2015",10,"EQI_Unbalanced","-2.21(-3.61,-0.86)***","0.001","0.00","0.42(-0.42,1.24)","0.34(-0.47,1.17)","0.73(-0.13,1.61)","0.88(-0.17,1.94)"
