ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Interaction_Q5,Interaction_P_Value,Q1,Q2,Q3,Q4,Q5
"C51_C58","2000_2005","2011_2015",10,"EQI_Disadvantaged","-0.03(-9.97,9.85)","0.990","0.00","1.30(0.62,1.99)***","1.30(0.55,2.05)***","2.31(0.86,3.82)**","3.07(-6.86,12.86)"
"C51_C58","2000_2005","2011_2015",10,"Air_Unbalanced","-0.09(-1.13,0.97)","0.870","0.00","-0.29(-1.37,0.84)","0.45(-0.56,1.42)","0.46(-0.47,1.35)","0.77(-0.14,1.65)"
"C51_C58","2000_2005","2011_2015",10,"Air_Disadvantaged","2.08(0.70,3.48)**","0.003","0.00","1.80(0.96,2.64)***","1.92(1.12,2.69)***","2.20(1.33,3.07)***","2.94(1.64,4.20)***"
"C51_C58","2000_2005","2011_2015",10,"Built_Unbalanced","-0.54(-1.77,0.68)","0.372","0.00","-0.31(-1.29,0.64)","-0.09(-1.06,0.85)","0.63(-0.26,1.50)","0.80(-0.14,1.74)"
"C51_C58","2000_2005","2011_2015",10,"Built_Disadvantaged","-1.43(-3.11,0.29)","0.103","0.00","0.52(-0.18,1.19)","1.32(0.50,2.20)**","1.14(0.15,2.17)*","-0.09(-1.59,1.46)"
"C51_C58","2000_2005","2011_2015",10,"Water_Unbalanced","-0.03(-9.95,9.71)","0.998","0.00","0.55(-0.21,1.27)","0.04(-3.54,3.68)","0.81(-9.76,10.76)","0.69(-9.23,10.92)"
"C51_C58","2000_2005","2011_2015",10,"Water_Disadvantaged","-0.07(-2.99,2.86)","0.972","0.00","-0.56(-1.62,0.48)","0.75(-0.37,1.86)","1.25(0.02,2.47)*","0.65(-0.56,1.86)"
"C51_C58","2000_2005","2011_2015",10,"Land_Unbalanced","0.40(-0.90,1.76)","0.569","0.00","0.23(-0.68,1.17)","0.22(-0.73,1.21)","1.26(0.28,2.19)*","1.03(-0.03,2.13)"
"C51_C58","2000_2005","2011_2015",10,"Land_Disadvantaged","-0.49(-2.12,1.15)","0.534","0.00","0.51(-0.20,1.22)","0.30(-0.52,1.15)","2.04(0.86,3.17)***","0.14(-1.31,1.65)"
"C51_C58","2000_2005","2011_2015",10,"Social_Unbalanced","-0.94(-2.25,0.33)","0.153","0.00","0.41(-0.54,1.37)","0.12(-0.84,1.06)","-0.85(-1.84,0.12)","-0.25(-1.30,0.78)"
"C51_C58","2000_2005","2011_2015",10,"Social_Disadvantaged","-0.65(-2.24,0.90)","0.419","0.00","0.33(-0.36,1.04)","-0.50(-1.40,0.41)","-0.37(-1.40,0.75)","0.04(-1.33,1.40)"
"C51_C58","2006_2010","2011_2015",5,"EQI_Unbalanced","-0.41(-1.68,0.92)","0.540","0.00","-0.54(-1.48,0.36)","-0.85(-1.83,0.10)","-0.24(-1.38,0.84)","-0.44(-1.67,0.75)"
"C51_C58","2006_2010","2011_2015",5,"EQI_Disadvantaged","1.10(0.01,2.22)*","0.047","0.00","0.31(-0.56,1.22)","1.13(0.17,2.08)*","0.72(-0.24,1.67)","1.07(0.05,2.06)*"
"C51_C58","2006_2010","2011_2015",5,"Air_Unbalanced","-0.66(-1.91,0.52)","0.283","0.00","-0.91(-1.91,0.08)","-0.86(-1.83,0.14)","-0.77(-1.83,0.27)","-0.51(-1.63,0.59)"
"C51_C58","2006_2010","2011_2015",5,"Air_Disadvantaged","0.88(-0.32,2.10)","0.164","0.00","0.08(-0.78,0.92)","0.99(0.12,1.86)*","0.83(-0.06,1.74)","1.03(-0.05,2.09)"
"C51_C58","2006_2010","2011_2015",5,"Built_Unbalanced","-0.33(-1.56,0.86)","0.602","0.00","-0.12(-1.06,0.76)","-0.41(-1.35,0.54)","-0.86(-1.81,0.05)","-0.90(-1.99,0.14)"
"C51_C58","2006_2010","2011_2015",5,"Built_Disadvantaged","0.29(-0.88,1.48)","0.627","0.00","0.86(-0.43,2.13)","1.56(0.42,2.64)*","0.27(-0.81,1.38)","-0.29(-1.31,0.69)"
"C51_C58","2006_2010","2011_2015",5,"Water_Unbalanced","-0.10(-9.72,10.11)","0.969","0.00","0.37(-0.26,1.01)","1.48(-1.06,4.11)","0.40(-2.00,2.78)","-0.11(-9.97,10.31)"
"C51_C58","2006_2010","2011_2015",5,"Water_Disadvantaged","0.44(-1.35,2.20)","0.642","0.00","-1.14(-2.19,-0.14)*","0.91(-0.17,1.99)","1.03(-0.14,2.17)","0.43(-0.73,1.64)"
"C51_C58","2006_2010","2011_2015",5,"Land_Unbalanced","-0.85(-2.04,0.25)","0.144","0.00","-0.49(-1.48,0.48)","-0.41(-1.35,0.49)","-0.81(-1.79,0.12)","-0.64(-1.65,0.33)"
"C51_C58","2006_2010","2011_2015",5,"Land_Disadvantaged","1.96(0.78,3.16)**","0.002","0.00","1.79(0.99,2.59)***","0.73(-0.09,1.52)","3.63(2.64,4.68)***","2.17(1.17,3.21)***"
"C51_C58","2006_2010","2011_2015",5,"Social_Unbalanced","0.94(-0.30,2.17)","0.135","0.00","-0.42(-1.24,0.37)","0.40(-0.47,1.25)","-0.49(-1.36,0.34)","-0.30(-1.26,0.64)"
"C51_C58","2006_2010","2011_2015",5,"Social_Disadvantaged","0.97(-0.56,2.54)","0.222","0.00","0.55(-0.93,1.97)","0.48(-0.95,1.86)","0.16(-1.24,1.53)","-0.28(-1.63,1.06)"
"C51_C58","2006_2010","2016_2020",10,"EQI_Unbalanced","-1.03(-2.31,0.22)","0.104","0.00","-0.83(-1.71,0.03)","-1.37(-2.26,-0.49)**","-0.87(-1.90,0.08)","-1.47(-2.62,-0.36)**"
"C51_C58","2006_2010","2016_2020",10,"EQI_Disadvantaged","1.55(0.51,2.60)**","0.002","0.00","0.62(-0.19,1.45)","1.55(0.70,2.41)***","1.45(0.61,2.30)**","1.11(0.21,2.00)*"
"C51_C58","2006_2010","2016_2020",10,"Air_Unbalanced","-0.63(-1.74,0.47)","0.263","0.00","-0.41(-1.33,0.51)","-0.47(-1.35,0.43)","-0.52(-1.48,0.41)","-0.24(-1.20,0.73)"
"C51_C58","2006_2010","2016_2020",10,"Air_Disadvantaged","1.80(0.63,2.91)**","0.001","0.00","1.21(0.44,1.93)**","2.03(1.23,2.80)***","2.62(1.77,3.42)***","2.19(1.18,3.23)***"
"C51_C58","2006_2010","2016_2020",10,"Built_Unbalanced","-1.06(-2.27,0.13)","0.084","0.00","-1.32(-2.26,-0.41)**","-1.22(-2.17,-0.27)*","-1.25(-2.23,-0.29)*","-2.08(-3.12,-1.03)***"
"C51_C58","2006_2010","2016_2020",10,"Built_Disadvantaged","1.04(-0.03,2.13)","0.062","0.00","1.12(-0.00,2.27)","0.46(-0.53,1.45)","0.19(-0.83,1.18)","0.02(-0.91,0.92)"
"C51_C58","2006_2010","2016_2020",10,"Water_Unbalanced","0.14(-9.74,9.71)","0.988","0.00","0.23(-0.40,0.86)","0.45(-1.96,2.88)","-0.83(-2.97,1.37)","-0.45(-10.39,9.27)"
"C51_C58","2006_2010","2016_2020",10,"Water_Disadvantaged","0.12(-1.66,1.83)","0.894","0.00","-2.15(-3.17,-1.11)***","-0.64(-1.74,0.41)","-0.57(-1.67,0.50)","-0.47(-1.65,0.69)"
"C51_C58","2006_2010","2016_2020",10,"Land_Unbalanced","-0.66(-1.85,0.48)","0.255","0.00","-0.15(-1.13,0.81)","-0.30(-1.21,0.61)","-0.11(-1.06,0.82)","-0.44(-1.47,0.54)"
"C51_C58","2006_2010","2016_2020",10,"Land_Disadvantaged","1.16(0.01,2.29)*","0.048","0.00","0.41(-0.31,1.14)","0.65(-0.14,1.44)","1.53(0.57,2.49)**","1.38(0.40,2.35)**"
"C51_C58","2006_2010","2016_2020",10,"Social_Unbalanced","-0.37(-1.63,0.87)","0.564","0.00","-0.41(-1.16,0.31)","0.22(-0.62,1.02)","0.73(-0.12,1.58)","-0.23(-1.13,0.69)"
"C51_C58","2006_2010","2016_2020",10,"Social_Disadvantaged","-1.40(-3.00,0.22)","0.097","0.00","-0.60(-2.02,0.85)","0.06(-1.36,1.46)","-0.76(-2.15,0.64)","-1.26(-2.59,0.09)"
