ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Interaction_Q5,Interaction_P_Value,Q1,Q2,Q3,Q4,Q5
C81_C96,2000_2005,2006_2010,5,EQI_Unbalanced,"-0.20(-2.28,1.86)",0.844,0.00,"2.14(0.91,3.36)***","2.27(1.03,3.45)***","2.70(1.45,3.98)***","3.52(2.06,4.97)***"
"C81_C96","2000_2005","2006_2010",5,"EQI_Disadvantaged","-0.10(-9.93,9.50)","0.989","0.00","3.10(2.17,4.03)***","3.72(2.78,4.68)***","4.11(2.26,6.02)***","3.62(-6.34,13.35)"
"C81_C96","2000_2005","2006_2010",5,"Air_Unbalanced","-0.43(-2.11,1.20)","0.620","0.00","1.66(-0.02,3.30)","1.50(-0.08,3.08)","2.27(0.76,3.73)**","2.36(0.87,3.79)**"
"C81_C96","2000_2005","2006_2010",5,"Air_Disadvantaged","2.01(0.22,3.79)*","0.034","0.00","3.44(2.37,4.48)***","4.20(3.15,5.29)***","4.69(3.52,5.85)***","4.81(3.19,6.39)***"
"C81_C96","2000_2005","2006_2010",5,"Built_Unbalanced","1.44(-0.30,3.22)","0.102","0.00","1.99(0.40,3.50)*","2.35(0.88,3.77)**","2.44(1.08,3.80)**","2.94(1.51,4.33)***"
"C81_C96","2000_2005","2006_2010",5,"Built_Disadvantaged","1.53(-0.97,4.01)","0.234","0.00","2.18(1.25,3.11)***","2.52(1.41,3.63)***","2.19(0.90,3.57)**","3.03(0.83,5.24)**"
"C81_C96","2000_2005","2006_2010",5,"Water_Unbalanced","0.20(-9.56,9.78)","0.957","0.00","-0.37(-1.42,0.69)","1.10(-3.37,5.87)","1.39(-9.12,11.49)","1.87(-8.32,11.89)"
"C81_C96","2000_2005","2006_2010",5,"Water_Disadvantaged","-0.28(-3.35,2.71)","0.867","0.00","-1.35(-2.87,0.14)","0.85(-0.73,2.35)","1.58(-0.05,3.18)","1.39(-0.34,3.10)"
"C81_C96","2000_2005","2006_2010",5,"Land_Unbalanced","-0.57(-2.26,1.10)","0.508","0.00","0.53(-0.69,1.77)","0.93(-0.30,2.19)","1.35(0.04,2.66)*","1.60(0.25,2.96)*"
"C81_C96","2000_2005","2006_2010",5,"Land_Disadvantaged","1.33(-1.00,3.55)","0.247","0.00","0.91(-0.02,1.88)","2.62(1.45,3.81)***","-0.28(-1.81,1.27)","3.49(1.39,5.57)**"
"C81_C96","2000_2005","2006_2010",5,"Social_Unbalanced","0.01(-1.74,1.71)","0.996","0.00","0.77(-0.57,2.14)","1.03(-0.34,2.39)","1.79(0.38,3.22)*","2.12(0.70,3.60)**"
"C81_C96","2000_2005","2006_2010",5,"Social_Disadvantaged","-1.37(-3.49,0.75)","0.215","0.00","0.75(-0.17,1.68)","0.89(-0.22,1.99)","2.94(1.46,4.45)***","0.74(-1.15,2.61)"
"C81_C96","2000_2005","2011_2015",10,"EQI_Unbalanced","2.10(0.00,4.20)","0.050","0.00","-0.27(-1.49,0.95)","1.25(0.10,2.40)*","1.70(0.51,2.92)**","1.60(0.18,3.05)*"
"C81_C96","2000_2005","2011_2015",10,"EQI_Disadvantaged","0.09(-9.46,10.04)","0.991","0.00","1.08(0.17,1.99)*","2.04(1.07,3.01)***","1.96(0.18,3.74)*","-0.41(-10.13,9.68)"
"C81_C96","2000_2005","2011_2015",10,"Air_Unbalanced","1.85(0.30,3.34)*","0.019","0.00","2.99(1.50,4.45)***","3.50(2.11,4.87)***","3.60(2.34,4.86)***","3.51(2.23,4.75)***"
"C81_C96","2000_2005","2011_2015",10,"Air_Disadvantaged","1.33(-0.43,3.12)","0.148","0.00","1.69(0.61,2.78)**","2.75(1.73,3.82)***","3.09(1.93,4.24)***","2.99(1.40,4.60)***"
"C81_C96","2000_2005","2011_2015",10,"Built_Unbalanced","0.08(-1.62,1.76)","0.920","0.00","-0.09(-1.55,1.37)","0.25(-1.17,1.69)","-0.03(-1.37,1.31)","0.51(-0.88,1.89)"
"C81_C96","2000_2005","2011_2015",10,"Built_Disadvantaged","0.71(-1.70,3.14)","0.567","0.00","-0.35(-1.35,0.63)","0.29(-0.89,1.47)","1.08(-0.37,2.54)","1.13(-1.07,3.31)"
"C81_C96","2000_2005","2011_2015",10,"Water_Unbalanced","-0.01(-10.11,9.69)","0.985","0.00","-1.26(-2.23,-0.27)*","0.47(-4.04,5.10)","0.36(-9.67,10.56)","0.88(-9.77,11.02)"
"C81_C96","2000_2005","2011_2015",10,"Water_Disadvantaged","-1.89(-4.90,1.12)","0.215","0.00","-2.01(-3.54,-0.45)*","-0.94(-2.48,0.62)","-0.95(-2.58,0.65)","-1.00(-2.70,0.66)"
"C81_C96","2000_2005","2011_2015",10,"Land_Unbalanced","0.23(-1.40,1.85)","0.782","0.00","0.08(-1.15,1.30)","-0.47(-1.73,0.80)","0.08(-1.16,1.31)","-0.11(-1.48,1.25)"
"C81_C96","2000_2005","2011_2015",10,"Land_Disadvantaged","-0.44(-2.57,1.76)","0.694","0.00","-0.19(-1.22,0.85)","-0.67(-1.87,0.59)","-1.67(-3.18,-0.13)*","-0.78(-2.76,1.25)"
"C81_C96","2000_2005","2011_2015",10,"Social_Unbalanced","-0.57(-2.31,1.12)","0.510","0.00","-0.49(-1.81,0.83)","-0.79(-2.11,0.51)","0.15(-1.17,1.47)","0.23(-1.15,1.62)"
"C81_C96","2000_2005","2011_2015",10,"Social_Disadvantaged","1.00(-1.00,3.04)","0.338","0.00","2.05(1.09,3.03)***","2.19(1.04,3.41)***","-0.04(-1.47,1.43)","1.80(0.04,3.53)*"
"C81_C96","2006_2010","2011_2015",5,"EQI_Unbalanced","0.35(-1.30,2.03)","0.674","0.00","1.11(-0.11,2.31)","1.60(0.35,2.83)*","1.13(-0.23,2.46)","1.42(-0.07,2.90)"
"C81_C96","2006_2010","2011_2015",5,"EQI_Disadvantaged","0.62(-0.90,2.17)","0.417","0.00","1.60(0.24,2.87)*","0.76(-0.53,2.06)","1.34(0.02,2.74)*","1.69(0.36,3.03)*"
"C81_C96","2006_2010","2011_2015",5,"Air_Unbalanced","1.57(0.08,3.07)*","0.039","0.00","1.24(-0.08,2.57)","1.11(-0.15,2.37)","1.37(0.06,2.67)*","1.58(0.26,2.93)*"
"C81_C96","2006_2010","2011_2015",5,"Air_Disadvantaged","0.96(-0.70,2.60)","0.253","0.00","-0.49(-1.64,0.62)","1.49(0.19,2.74)*","1.51(0.24,2.72)*","0.98(-0.50,2.44)"
"C81_C96","2006_2010","2011_2015",5,"Built_Unbalanced","1.06(-0.50,2.62)","0.181","0.00","2.06(0.83,3.28)**","1.72(0.42,3.05)*","1.18(-0.05,2.43)","1.37(0.00,2.74)"
"C81_C96","2006_2010","2011_2015",5,"Built_Disadvantaged","-1.11(-2.78,0.54)","0.185","0.00","1.07(-0.77,2.84)","-0.21(-1.78,1.30)","-1.27(-2.82,0.27)","-0.81(-2.27,0.64)"
"C81_C96","2006_2010","2011_2015",5,"Water_Unbalanced","-0.06(-9.99,9.80)","0.982","0.00","-0.62(-1.51,0.24)","0.70(-2.54,4.00)","0.65(-2.49,3.73)","0.27(-9.77,10.31)"
"C81_C96","2006_2010","2011_2015",5,"Water_Disadvantaged","-1.22(-3.35,1.01)","0.275","0.00","-0.19(-1.73,1.42)","-0.49(-1.88,0.95)","0.13(-1.36,1.57)","-0.89(-2.47,0.67)"
"C81_C96","2006_2010","2011_2015",5,"Land_Unbalanced","0.42(-1.02,1.87)","0.570","0.00","0.57(-0.63,1.73)","0.34(-0.78,1.44)","1.39(0.21,2.63)*","1.40(0.20,2.65)*"
"C81_C96","2006_2010","2011_2015",5,"Land_Disadvantaged","0.18(-1.31,1.65)","0.812","0.00","1.65(0.58,2.67)**","1.53(0.46,2.61)**","2.08(0.72,3.46)**","1.17(-0.11,2.47)"
"C81_C96","2006_2010","2011_2015",5,"Social_Unbalanced","-1.21(-3.01,0.59)","0.187","0.00","0.23(-0.77,1.25)","0.57(-0.53,1.68)","-0.55(-1.73,0.63)","-0.83(-2.16,0.51)"
"C81_C96","2006_2010","2011_2015",5,"Social_Disadvantaged","0.16(-1.91,2.20)","0.873","0.00","1.30(-0.55,3.16)","2.73(0.92,4.59)**","0.92(-0.82,2.69)","0.54(-1.20,2.31)"
"C81_C96","2006_2010","2016_2020",10,"EQI_Unbalanced","1.53(-0.08,3.15)","0.062","0.00","1.73(0.61,2.85)**","1.75(0.64,2.88)**","1.73(0.51,2.96)**","1.56(0.19,2.94)*"
"C81_C96","2006_2010","2016_2020",10,"EQI_Disadvantaged","-0.46(-1.92,1.01)","0.535","0.00","0.35(-0.85,1.57)","0.22(-1.01,1.42)","-0.69(-1.95,0.56)","-0.43(-1.68,0.85)"
"C81_C96","2006_2010","2016_2020",10,"Air_Unbalanced","2.04(0.58,3.49)**","0.009","0.00","1.74(0.51,2.96)**","1.03(-0.19,2.21)","1.74(0.47,2.99)**","2.03(0.73,3.32)**"
"C81_C96","2006_2010","2016_2020",10,"Air_Disadvantaged","0.94(-0.59,2.45)","0.221","0.00","-1.43(-2.44,-0.41)**","-0.14(-1.29,1.01)","-0.27(-1.40,0.85)","0.93(-0.44,2.29)"
"C81_C96","2006_2010","2016_2020",10,"Built_Unbalanced","0.31(-1.17,1.83)","0.695","0.00","1.16(-0.05,2.40)","1.00(-0.20,2.21)","0.58(-0.57,1.74)","0.08(-1.21,1.40)"
"C81_C96","2006_2010","2016_2020",10,"Built_Disadvantaged","-0.18(-1.69,1.34)","0.809","0.00","3.48(1.91,5.04)***","1.17(-0.31,2.66)","0.54(-0.91,2.01)","-0.41(-1.74,0.91)"
"C81_C96","2006_2010","2016_2020",10,"Water_Unbalanced","0.04(-9.74,9.90)","0.990","0.00","-0.42(-1.25,0.40)","0.53(-2.49,3.69)","-0.03(-3.06,3.02)","-0.07(-9.90,9.89)"
"C81_C96","2006_2010","2016_2020",10,"Water_Disadvantaged","-0.71(-2.80,1.34)","0.510","0.00","-2.20(-3.52,-0.89)**","0.10(-1.24,1.48)","0.56(-0.81,1.98)","-0.82(-2.27,0.65)"
"C81_C96","2006_2010","2016_2020",10,"Land_Unbalanced","0.33(-1.03,1.69)","0.630","0.00","1.22(0.13,2.31)*","1.55(0.49,2.59)**","1.48(0.35,2.67)*","1.52(0.37,2.69)**"
"C81_C96","2006_2010","2016_2020",10,"Land_Disadvantaged","1.73(0.25,3.21)*","0.024","0.00","2.87(1.92,3.83)***","3.03(2.05,4.03)***","3.84(2.54,5.13)***","2.92(1.62,4.20)***"
"C81_C96","2006_2010","2016_2020",10,"Social_Unbalanced","-1.35(-3.00,0.32)","0.117","0.00","-0.44(-1.41,0.47)","-0.16(-1.27,0.92)","-0.95(-2.11,0.21)","-0.95(-2.19,0.33)"
"C81_C96","2006_2010","2016_2020",10,"Social_Disadvantaged","-0.13(-2.19,1.81)","0.901","0.00","0.53(-1.27,2.32)","0.81(-0.97,2.55)","-0.04(-1.73,1.68)","0.27(-1.39,1.96)"
