ICD_Code,AAMR_Period,Lag,Sensitivity_Model,Q1,Q2,Q3,Q4,Q5,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail
G20_G30_G12.2_F01_F03,2006_2010,5,Baseline,0.00,"9.58(7.48,11.56)***","13.94(11.89,15.97)***","18.02(15.91,20.08)***","22.15(19.94,24.33)***",0.0002,0.0002,0.0002,0.0002,1.0011,1.0000,1.0011,1.0010,3047,2562,2343,2648,2823,3105,2907,3338
"G20_G30_G12.2_F01_F03","2006_2010",5,"Full","0.00","8.08(6.12,10.09)***","11.61(9.52,13.70)***","14.85(12.56,17.17)***","18.55(15.85,21.27)***","0.0002","0.0002","0.0002","0.0002","1.0000","1.0008","1.0006","1.0012",2791,2408,2196,2030,3297,2990,2550,2673
"G20_G30_G12.2_F01_F03","2011_2015",10,"Baseline","0.00","10.54(8.45,12.59)***","14.06(12.01,16.06)***","18.37(16.27,20.53)***","23.10(20.87,25.38)***","0.0002","0.0002","0.0002","0.0002","1.0014","1.0030","1.0025","1.0020",2278,2141,1976,1947,2550,2456,2672,2448
"G20_G30_G12.2_F01_F03","2011_2015",10,"Full","0.00","8.61(6.64,10.68)***","11.14(8.99,13.28)***","14.53(12.18,16.83)***","18.97(16.24,21.76)***","0.0002","0.0002","0.0002","0.0002","1.0037","1.0066","1.0096","1.0075",1693,1360,1062,960,2506,2249,2075,1790
"G20_G30_G12.2_F01_F03","2016_2020",15,"Baseline","0.00","9.06(6.86,11.22)***","11.20(9.04,13.41)***","15.09(12.84,17.37)***","18.70(16.35,21.03)***","0.0002","0.0002","0.0002","0.0002","1.0005","1.0016","1.0013","1.0012",1649,1669,1457,1469,2511,2423,2225,2075
"G20_G30_G12.2_F01_F03","2016_2020",15,"Full","0.00","6.79(4.69,8.89)***","7.94(5.77,10.03)***","10.72(8.34,13.14)***","14.12(11.21,17.02)***","0.0002","0.0002","0.0002","0.0002","1.0025","1.0021","1.0023","1.0023",1843,1365,1287,1280,2466,2315,2120,2052
