ICD_Code,AAMR_Period,Lag,Sensitivity_Model,Q1,Q2,Q3,Q4,Q5,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail
G20_G30_G12.2_F01_F03,2006_2010,5,+Forest,0.00,"9.74(7.80,11.65)***","14.13(12.13,16.03)***","18.39(16.34,20.43)***","22.86(20.70,25.09)***",0.0002,0.0002,0.0002,0.0002,0.9998,1.0000,1.0011,0.9998,3430,3063,2740,2610,3386,3396,3338,3011
"G20_G30_G12.2_F01_F03","2011_2015",10,"+Forest","0.00","10.73(8.66,12.80)***","14.29(12.27,16.36)***","18.82(16.73,21.08)***","23.94(21.65,26.24)***","0.0002","0.0002","0.0002","0.0002","1.0026","1.0016","1.0022","1.0024",2131,1876,1686,1650,2614,2574,2503,2488
"G20_G30_G12.2_F01_F03","2016_2020",15,"+Forest","0.00","9.18(7.02,11.24)***","11.34(9.21,13.48)***","15.32(13.05,17.49)***","19.11(16.82,21.43)***","0.0002","0.0002","0.0002","0.0002","1.0020","1.0027","1.0031","1.0025",2526,2197,1955,1869,2565,2691,2674,2504
