ICD_Code,AAMR_Period,Lag,Sensitivity_Model,Q1,Q2,Q3,Q4,Q5,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail
C00_C97,2006_2010,5,+Monitoring,0.00,"15.28(11.88,18.61)***","15.67(12.30,18.93)***","13.66(10.05,17.08)***","7.31(3.48,11.24)***",0.0002,0.0002,0.0002,0.0002,1.0004,1.0023,1.0028,1.0015,1815,1665,1516,1451,2499,2713,1767,1719
"C00_C97","2011_2015",10,"+Monitoring","0.00","14.80(11.66,17.90)***","14.65(11.54,17.78)***","12.77(9.49,16.03)***","4.66(1.02,8.29)*","0.0002","0.0002","0.0002","0.0107","1.0005","1.0010","1.0020","1.0024",1575,1466,1295,1215,2555,2181,2108,1778
"C00_C97","2016_2020",15,"+Monitoring","0.00","13.80(10.73,16.82)***","11.69(8.69,14.70)***","8.92(5.78,12.01)***","0.12(-3.28,3.55)","0.0002","0.0002","0.0002","0.9395","1.0012","1.0021","1.0011","1.0015",1613,1478,1458,1499,2336,2240,2382,2145
