ICD_Code,AAMR_Period,Lag,Sensitivity_Model,Q1,Q2,Q3,Q4,Q5,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail
G20_G30_G12.2_F01_F03,2006_2010,5,+Monitoring,0.00,"9.56(7.56,11.48)***","13.92(12.00,15.90)***","17.96(15.92,20.04)***","22.00(19.70,24.25)***",0.0002,0.0002,0.0002,0.0002,1.0006,1.0008,1.0010,1.0017,2878,2537,2493,2350,3079,2995,3069,2669
"G20_G30_G12.2_F01_F03","2011_2015",10,"+Monitoring","0.00","10.59(8.46,12.74)***","14.10(11.97,16.29)***","18.38(16.15,20.57)***","23.08(20.65,25.50)***","0.0002","0.0002","0.0002","0.0002","1.0005","1.0003","0.9996","1.0006",2310,2224,2009,1911,2627,2695,2665,2753
"G20_G30_G12.2_F01_F03","2016_2020",15,"+Monitoring","0.00","9.04(6.96,11.18)***","11.29(9.21,13.44)***","15.23(13.04,17.44)***","19.09(16.62,21.59)***","0.0002","0.0002","0.0002","0.0002","0.9999","1.0008","1.0009","1.0006",2406,2170,1889,1853,2795,2724,2530,2394
