ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Quintile,MRR_mean,MRR_lower,MRR_upper,pct_diff,p
C00_C97,2000_2005,2006_2010,5,koppen_major_B_EQI,Q1,1,1,1,0,NA
C00_C97,2000_2005,2006_2010,5,koppen_major_B_EQI,Q2,1.0591,1.0073,1.1117,5.9121,0.0252
C00_C97,2000_2005,2006_2010,5,koppen_major_B_EQI,Q3,1.0764,1.0252,1.1313,7.6448,0.0022
C00_C97,2000_2005,2006_2010,5,koppen_major_B_EQI,Q4,1.0793,1.0219,1.1373,7.9323,0.0052
C00_C97,2000_2005,2006_2010,5,koppen_major_B_EQI,Q5,1.0597,1.0004,1.1193,5.9674,0.0477
"C00_C97","2000_2005","2006_2010",5,"koppen_major_B_EQI_Air","Q1",0.9469,0.8738,1.0232,-5.3094,"0.1637"
"C00_C97","2000_2005","2006_2010",5,"koppen_major_B_EQI_Air","Q2",1.0053,0.9224,1.0923,0.527,"0.9055"
"C00_C97","2000_2005","2006_2010",5,"koppen_major_B_EQI_Air","Q3",0.9944,0.9045,1.0871,-0.5569,"0.9090"
"C00_C97","2000_2005","2006_2010",5,"koppen_major_B_EQI_Air","Q4",0.9946,0.9049,1.0885,-0.5383,"0.8945"
"C00_C97","2000_2005","2006_2010",5,"koppen_major_B_EQI_Air","Q5",0.9809,0.8858,1.0797,-1.9125,"0.6931"
"C00_C97","2000_2005","2006_2010",5,"koppen_major_B_EQI_Water","Q1",0.9469,0.8738,1.0232,-5.3094,"0.1637"
"C00_C97","2000_2005","2006_2010",5,"koppen_major_B_EQI_Water","Q2",0.8752,0.7927,0.9594,-12.4754,"0.0042"
"C00_C97","2000_2005","2006_2010",5,"koppen_major_B_EQI_Water","Q3",0.9695,0.8867,1.0553,-3.0514,"0.4661"
"C00_C97","2000_2005","2006_2010",5,"koppen_major_B_EQI_Water","Q4",0.9927,0.9121,1.0768,-0.7316,"0.8490"
"C00_C97","2000_2005","2006_2010",5,"koppen_major_B_EQI_Water","Q5",0.9968,0.9185,1.0793,-0.3171,"0.9305"
