ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Quintile,MRR_mean,MRR_lower,MRR_upper,pct_diff,p
C00_C97,2000_2005,2006_2010,5,census_region_1_EQI,Q1,1,1,1,0,NA
C00_C97,2000_2005,2006_2010,5,census_region_1_EQI,Q2,1.0088,0.9463,1.0718,0.8846,0.7846
C00_C97,2000_2005,2006_2010,5,census_region_1_EQI,Q3,1.0216,0.9702,1.0753,2.1647,0.4156
C00_C97,2000_2005,2006_2010,5,census_region_1_EQI,Q4,1.0318,0.9828,1.081,3.1838,0.2002
C00_C97,2000_2005,2006_2010,5,census_region_1_EQI,Q5,1.0921,1.0443,1.1401,9.2089,0.0002
"C00_C97","2000_2005","2006_2010",5,"census_region_1_EQI_Air","Q1",1.3507,1.1284,1.6266,35.0692,"0.0007"
"C00_C97","2000_2005","2006_2010",5,"census_region_1_EQI_Air","Q2",1.4029,1.1679,1.6846,40.2865,"0.0002"
"C00_C97","2000_2005","2006_2010",5,"census_region_1_EQI_Air","Q3",1.3987,1.1672,1.6791,39.8712,"0.0002"
"C00_C97","2000_2005","2006_2010",5,"census_region_1_EQI_Air","Q4",1.3972,1.1693,1.6761,39.7231,"0.0002"
"C00_C97","2000_2005","2006_2010",5,"census_region_1_EQI_Air","Q5",1.426,1.1963,1.7121,42.6011,"0.0002"
"C00_C97","2000_2005","2006_2010",5,"census_region_1_EQI_Water","Q1",1.3507,1.1284,1.6266,35.0692,"0.0007"
"C00_C97","2000_2005","2006_2010",5,"census_region_1_EQI_Water","Q2",1.3559,1.1338,1.6304,35.5889,"0.0007"
"C00_C97","2000_2005","2006_2010",5,"census_region_1_EQI_Water","Q3",1.4237,1.1827,1.7141,42.3712,"0.0002"
"C00_C97","2000_2005","2006_2010",5,"census_region_1_EQI_Water","Q4",1.383,1.1526,1.6663,38.3004,"0.0012"
"C00_C97","2000_2005","2006_2010",5,"census_region_1_EQI_Water","Q5",1.4031,1.1731,1.6869,40.3108,"0.0002"
"C00_C97","2000_2005","2006_2010",5,"census_region_1_EQI_Land","Q1",1.3507,1.1284,1.6266,35.0692,"0.0007"
