ICD_Code,EQI_Period,AAMR_Period,Lag,Q1,Q2,Q3,Q4,Q5,Q1_p,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail
I20_I25,2000_2005,2006_2010,5,"1.0000(1.0000,1.0000)","1.0590(1.0317,1.0865)","1.0597(1.0318,1.0894)","1.0621(1.0317,1.0935)","1.0664(1.0311,1.1035)",NA,0.0002,0.0002,0.0002,0.0002,1.0010,1.0015,1.0024,1.0025,2745,2319,1795,1860,2614,2407,2783,2093
"I20_I25","2000_2005","2011_2015",10,"0.8662(0.8156,0.9211)","0.9270(0.8764,0.9829)","0.9200(0.8695,0.9734)","0.9220(0.8712,0.9767)","0.9125(0.8608,0.9661)","0.0002","0.0082","0.0047","0.0042","0.0007","1.0026","1.0028","1.0013","1.0020",2904,2436,2144,1968,2810,2533,2711,2661
"I20_I25","2000_2005","2016_2020",15,"0.7987(0.7504,0.8501)","0.8589(0.8095,0.9130)","0.8488(0.8012,0.9019)","0.8477(0.7997,0.8996)","0.8418(0.7935,0.8959)","0.0002","0.0002","0.0002","0.0002","0.0002","1.0011","1.0006","1.0004","1.0004",3735,2996,2723,2381,3174,3155,3028,2943
"I20_I25","2000_2005","2021_2024",20,"0.8834(0.8260,0.9453)","0.9353(0.8774,0.9957)","0.9324(0.8743,0.9937)","0.9079(0.8529,0.9683)","0.9178(0.8610,0.9766)","0.0002","0.0377","0.0287","0.0042","0.0117","0.9993","1.0006","1.0001","0.9998",4262,3263,2893,2666,3509,3332,3031,3144
