ICD_Code,EQI_Period,AAMR_Period,Lag,Q1,Q2,Q3,Q4,Q5,Q1_p,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail
I00_I99,2000_2005,2006_2010,5,"1.0000(1.0000,1.0000)","1.0750(1.0600,1.0899)","1.0843(1.0686,1.1007)","1.0898(1.0725,1.1064)","1.1100(1.0910,1.1294)",NA,0.0002,0.0002,0.0002,0.0002,1.0019,1.0015,1.0034,1.0022,1797,1461,1208,1158,2409,1983,1997,1861
"I00_I99","2000_2005","2011_2015",10,"0.9114(0.8698,0.9564)","0.9775(0.9355,1.0233)","0.9878(0.9445,1.0341)","0.9985(0.9549,1.0448)","1.0137(0.9695,1.0601)","0.0002","0.3202","0.5611","0.9175","0.5466","1.0009","1.0001","1.0005","1.0011",2441,2208,2048,1851,2857,2407,2623,2474
"I00_I99","2000_2005","2016_2020",15,"0.8919(0.8506,0.9328)","0.9719(0.9283,1.0154)","0.9776(0.9338,1.0215)","0.9940(0.9504,1.0369)","1.0200(0.9753,1.0648)","0.0002","0.2067","0.3082","0.7746","0.3552","1.0010","1.0002","1.0015","1.0014",2707,2038,1767,1625,2716,2422,2041,2314
"I00_I99","2000_2005","2021_2024",20,"1.0781(1.0282,1.1357)","1.1278(1.0744,1.1880)","1.1265(1.0739,1.1854)","1.1373(1.0836,1.1959)","1.1664(1.1114,1.2278)","0.0022","0.0002","0.0002","0.0002","0.0002","1.0013","1.0005","0.9996","1.0000",2570,1992,1929,1738,2850,2765,2508,2299
