ICD_Code,EQI_Period,AAMR_Period,Lag,Q1,Q2,Q3,Q4,Q5,Q1_p,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail
C61,2000_2005,2006_2010,5,"1.0000(1.0000,1.0000)","1.3330(1.2538,1.4154)","1.3920(1.3072,1.4821)","1.3957(1.3057,1.4905)","1.4111(1.3146,1.5175)",NA,0.0002,0.0002,0.0002,0.0002,1.0007,1.0002,1.0004,1.0002,3632,2849,2300,2362,3332,3543,3434,3098
"C61","2000_2005","2011_2015",10,"0.8030(0.7242,0.8879)","1.1644(1.0688,1.2658)","1.2117(1.1125,1.3171)","1.2146(1.1170,1.3180)","1.2597(1.1588,1.3683)","0.0002","0.0006","0.0002","0.0002","0.0002","1.0009","1.0008","1.0016","1.0014",4350,3247,2683,2551,3952,3613,3616,3544
"C61","2000_2005","2016_2020",15,"0.8487(0.7682,0.9385)","1.0794(0.9886,1.1816)","1.1809(1.0856,1.2867)","1.2345(1.1352,1.3454)","1.2638(1.1617,1.3782)","0.0015","0.0944","0.0006","0.0002","0.0002","1.0000","1.0008","1.0003","0.9999",3701,2887,2507,2355,3697,3432,3171,3006
"C61","2000_2005","2021_2024",20,"0.9152(0.8123,1.0214)","1.2202(1.1053,1.3401)","1.3155(1.1988,1.4445)","1.3467(1.2284,1.4734)","1.3573(1.2399,1.4876)","0.1181","0.0002","0.0002","0.0002","0.0002","1.0012","1.0010","1.0015","1.0020",3652,2817,2520,2373,3581,3329,3407,2965
