ICD_Code,EQI_Period,AAMR_Period,Lag,Q1,Q2,Q3,Q4,Q5,Q1_p,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail
J60_J66,2000_2005,2006_2010,5,"1.0000(1.0000,1.0000)","1.2634(0.9552,1.7588)","1.8441(1.3603,2.6816)","2.1122(1.5041,3.1440)","2.9949(2.0953,4.6647)",NA,0.1227,0.0002,0.0002,0.0002,1.0002,1.0021,1.0026,1.0012,2381,1873,1804,1829,2883,2588,2393,2541
"J60_J66","2000_2005","2011_2015",10,"1.0000(1.0000,1.0000)","1.2803(0.9155,1.8837)","2.2218(1.5624,3.4855)","2.5090(1.7226,4.0707)","3.6538(2.4141,6.1400)",NA,"0.1682","0.0002","0.0002","0.0002","1.0004","0.9999","1.0008","1.0006",3154,2390,2347,2274,2939,2616,2952,3027
"J60_J66","2000_2005","2016_2020",15,"1.0000(1.0000,1.0000)","1.6123(1.1617,2.4414)","2.0111(1.4281,3.1523)","2.3833(1.6315,3.8180)","3.5908(2.3982,6.0108)",NA,"0.0027","0.0002","0.0002","0.0002","1.0000","1.0021","1.0012","1.0020",2887,2237,1898,1865,2972,3074,2843,2645
"J60_J66","2000_2005","2021_2024",20,"1.0000(1.0000,1.0000)","1.5660(0.9318,2.8119)","2.4941(1.4810,4.7967)","3.1680(1.8026,6.4205)","4.8487(2.6604,9.8468)",NA,"0.1037","0.0002","0.0002","0.0002","1.0014","1.0000","1.0008","1.0006",4788,4421,3678,3270,3556,3204,3278,2916
