ICD_Code,EQI_Period,AAMR_Period,Lag,Q1,Q2,Q3,Q4,Q5,Q1_p,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail
J40_J47_J60_J70_J84_D86,2000_2005,2006_2010,5,"1.0000(1.0000,1.0000)","1.0803(1.0451,1.1147)","1.1051(1.0702,1.1412)","1.1118(1.0736,1.1512)","1.1399(1.0962,1.1831)",NA,0.0002,0.0002,0.0002,0.0002,1.0014,1.0022,1.0022,1.0039,3203,2520,2102,1992,3817,3283,3251,3362
"J40_J47_J60_J70_J84_D86","2000_2005","2011_2015",10,"1.0191(0.9613,1.0802)","1.1080(1.0493,1.1695)","1.1206(1.0629,1.1832)","1.1340(1.0740,1.1985)","1.1473(1.0857,1.2094)","0.5405","0.0002","0.0002","0.0002","0.0002","1.0015","1.0024","1.0024","1.0026",3055,2437,2315,2242,3136,3230,3004,2885
"J40_J47_J60_J70_J84_D86","2000_2005","2016_2020",15,"1.0064(0.9463,1.0672)","1.0894(1.0291,1.1519)","1.1085(1.0501,1.1694)","1.1224(1.0624,1.1826)","1.1242(1.0630,1.1854)","0.8255","0.0027","0.0006","0.0002","0.0002","1.0013","1.0014","1.0026","1.0022",2779,2135,1819,1936,3282,2686,2807,2599
"J40_J47_J60_J70_J84_D86","2000_2005","2021_2024",20,"1.0812(1.0098,1.1546)","1.1798(1.1071,1.2559)","1.1395(1.0694,1.2139)","1.1463(1.0748,1.2182)","1.1162(1.0467,1.1908)","0.0273","0.0002","0.0002","0.0002","0.0010","1.0020","1.0002","1.0008","1.0013",3415,2633,2299,2159,3886,3539,3322,2857
