ICD_Code,EQI_Period,AAMR_Period,Lag,Q1,Q2,Q3,Q4,Q5,Q1_p,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail
N18_N19,2000_2005,2006_2010,5,"1.0000(1.0000,1.0000)","1.2395(1.1654,1.3183)","1.2611(1.1869,1.3412)","1.3312(1.2449,1.4232)","1.3810(1.2842,1.4864)",NA,0.0002,0.0002,0.0002,0.0002,1.0015,1.0021,1.0015,1.0016,1827,1507,1421,1501,2335,2318,1721,2076
"N18_N19","2000_2005","2011_2015",10,"0.9875(0.8513,1.1383)","1.1993(1.0484,1.3742)","1.2228(1.0743,1.3990)","1.2574(1.1058,1.4325)","1.3423(1.1812,1.5317)","0.8300","0.0082","0.0032","0.0007","0.0002","1.0006","1.0003","1.0012","1.0009",2176,1736,1510,1473,2794,2679,2455,2582
"N18_N19","2000_2005","2016_2020",15,"0.9689(0.8453,1.1129)","1.1693(1.0288,1.3378)","1.2159(1.0751,1.3813)","1.2833(1.1374,1.4569)","1.3724(1.2180,1.5591)","0.6221","0.0197","0.0027","0.0002","0.0002","1.0015","1.0026","1.0034","1.0041",2581,1920,1890,1675,2739,2268,2533,2549
"N18_N19","2000_2005","2021_2024",20,"0.9828(0.8330,1.1517)","1.2296(1.0618,1.4138)","1.2753(1.1077,1.4634)","1.4141(1.2378,1.6183)","1.4785(1.2952,1.6906)","0.8070","0.0112","0.0037","0.0002","0.0002","1.0028","1.0010","1.0003","1.0004",1972,1629,1460,1437,2309,2083,2053,1988
