ICD_Code,EQI_Period,AAMR_Period,Lag,Sensitivity_Model,Q1,Q2,Q3,Q4,Q5,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail,Smoking_rate,Heavy_Drinking_rate,Physical_Activities_rate,Obesity_rate,Forest_Coverage,Uninsured_rate,Physician_Density_per100k,AQS_Number,Homeownership_rate,Diabetes_Prevalence_rate
"K70_K76_C22","2000_2005","2011_2015",10,"+Smoking_rate","0.00","3.44(2.48,4.40)","3.68(2.75,4.63)","3.82(2.87,4.80)","4.89(3.84,5.95)","0.0002","0.0002","0.0002","0.0002","1.0018","1.0029","1.0021","1.0017",1802,1516,1378,1378,2890,2701,2113,1964,"4.29(3.90,4.67)","","","","","","","","",""
"K70_K76_C22","2000_2005","2011_2015",10,"+Heavy_Drinking_rate","0.00","3.66(2.70,4.64)","3.25(2.30,4.23)","2.57(1.58,3.57)","1.24(0.22,2.27)","0.0002","0.0002","0.0002","0.0177","1.0016","1.0015","1.0010","1.0014",2468,2104,2083,2018,2902,2796,3179,2676,"","-0.84(-1.30,-0.38)","","","","","","","",""
"K70_K76_C22","2000_2005","2011_2015",10,"+Physical_Activities_rate","0.00","5.03(4.14,5.92)","6.09(5.15,7.03)","6.88(5.85,7.86)","7.30(6.16,8.44)","0.0002","0.0002","0.0002","0.0002","0.9997","1.0005","1.0003","1.0011",2665,2099,1762,1776,3348,2597,2551,2253,"","","-3.80(-4.23,-3.37)","","","","","","",""
"K70_K76_C22","2000_2005","2011_2015",10,"+Obesity_rate","0.00","4.21(3.31,5.11)","4.76(3.81,5.71)","5.00(3.99,5.99)","5.35(4.25,6.47)","0.0002","0.0002","0.0002","0.0002","1.0009","1.0013","1.0001","1.0006",2618,2388,2191,2008,3066,2719,2565,2949,"","","","3.50(3.08,3.94)","","","","","",""
"K70_K76_C22","2000_2005","2011_2015",10,"+Forest_Coverage","0.00","3.59(2.65,4.53)","3.12(2.17,4.01)","2.44(1.50,3.38)","1.15(0.15,2.14)","0.0002","0.0002","0.0002","0.0237","1.0011","1.0009","1.0018","1.0011",2404,2032,1859,1793,2913,2821,2610,2676,"","","","","0.52(0.17,0.86)","","","","",""
"K70_K76_C22","2000_2005","2011_2015",10,"+Uninsured_rate","0.00","3.83(2.87,4.79)","3.74(2.75,4.73)","3.46(2.42,4.47)","2.51(1.38,3.57)","0.0002","0.0002","0.0002","0.0002","1.0007","1.0014","1.0022","1.0039",2321,2000,1845,1462,2983,2766,2468,2729,"","","","","","2.23(1.66,2.80)","","","",""
"K70_K76_C22","2000_2005","2011_2015",10,"+Physician_Density_per100k","0.00","3.43(2.45,4.39)","2.87(1.92,3.83)","2.02(0.97,3.05)","0.42(-0.73,1.54)","0.0002","0.0002","0.0007","0.4541","1.0000","1.0000","0.9998","1.0001",2516,2009,1978,1819,3127,2869,3015,2426,"","","","","","","0.30(0.01,0.59)","","",""
"K70_K76_C22","2000_2005","2011_2015",10,"+AQS_Number","0.00","3.36(2.37,4.36)","2.74(1.78,3.77)","1.89(0.87,2.93)","0.10(-1.03,1.19)","0.0002","0.0002","0.0007","0.8625","1.0027","1.0019","1.0017","1.0008",1693,1407,1293,1255,2614,1982,2335,1924,"","","","","","","","0.53(0.27,0.80)","",""
"K70_K76_C22","2000_2005","2011_2015",10,"+Homeownership_rate","0.00","3.26(2.29,4.27)","2.61(1.63,3.59)","1.71(0.67,2.72)","0.10(-0.95,1.15)","0.0002","0.0002","0.0017","0.8535","1.0015","1.0015","1.0021","1.0030",2326,1987,1746,1581,2882,2581,2375,2447,"","","","","","","","","-0.85(-1.14,-0.55)",""
"K70_K76_C22","2000_2005","2011_2015",10,"+Diabetes_Prevalence_rate","0.00","4.75(3.84,5.61)","5.44(4.59,6.30)","5.76(4.85,6.66)","5.44(4.47,6.38)","0.0002","0.0002","0.0002","0.0002","1.0017","1.0020","1.0025","1.0024",2404,1866,1817,1702,2969,3083,2727,2810,"","","","","","","","","","5.46(5.00,5.90)"
"K70_K76_C22","2000_2005","2016_2020",15,"EQI+A","0.00","4.28(3.29,5.25)","4.90(3.90,5.88)","5.44(4.32,6.53)","6.81(5.58,8.03)","0.0002","0.0002","0.0002","0.0002","1.0017","1.0011","1.0021","1.0027",1574,1248,1181,1211,2667,1798,1459,1558,"4.07(3.59,4.54)","-0.04(-0.53,0.45)","-1.30(-1.94,-0.67)","1.05(0.49,1.64)","","","","","",""
"K70_K76_C22","2000_2005","2016_2020",15,"EQI+B","0.00","5.35(4.40,6.26)","6.09(5.12,7.03)","6.56(5.49,7.58)","6.04(4.83,7.24)","0.0002","0.0002","0.0002","0.0002","1.0003","1.0001","1.0011","1.0012",2440,1860,1695,1530,2716,2459,2464,2266,"","","","","1.40(1.05,1.75)","2.19(1.52,2.86)","0.91(0.61,1.23)","-0.16(-0.41,0.09)","0.74(0.42,1.06)","6.42(5.89,6.95)"
"K70_K76_C22","2000_2005","2016_2020",15,"EQI+A+B","0.00","4.56(3.63,5.50)","5.00(4.10,5.92)","5.13(4.06,6.19)","5.65(4.43,6.89)","0.0002","0.0002","0.0002","0.0002","1.0054","1.0069","1.0064","1.0047",1657,1299,1204,1261,2348,2159,2169,2294,"4.66(4.19,5.12)","-0.19(-0.65,0.28)","1.74(1.02,2.49)","-1.11(-1.81,-0.41)","0.69(0.35,1.02)","1.63(0.92,2.34)","1.13(0.84,1.40)","-0.22(-0.44,0.02)","0.55(0.24,0.85)","6.67(5.81,7.54)"
"K70_K76_C22","2000_2005","2016_2020",15,"+Smoking_rate","0.00","3.55(2.59,4.48)","3.52(2.59,4.45)","3.44(2.50,4.38)","4.26(3.26,5.29)","0.0002","0.0002","0.0002","0.0002","1.0012","1.0015","1.0026","1.0024",2353,2010,1677,1645,2593,2280,2621,2517,"5.10(4.72,5.49)","","","","","","","","",""
"K70_K76_C22","2000_2005","2016_2020",15,"+Heavy_Drinking_rate","0.00","3.68(2.65,4.68)","2.95(1.95,3.96)","1.97(0.99,2.98)","-0.07(-1.12,0.95)","0.0002","0.0002","0.0012","0.8955","1.0016","1.0029","1.0017","1.0023",2642,2304,2091,1989,2465,2629,2871,2253,"","-1.34(-1.83,-0.87)","","","","","","","",""
"K70_K76_C22","2000_2005","2016_2020",15,"+Physical_Activities_rate","0.00","4.96(3.99,5.92)","5.82(4.80,6.81)","6.48(5.38,7.57)","6.39(5.12,7.59)","0.0002","0.0002","0.0002","0.0002","1.0004","1.0001","1.0013","1.0009",2328,1836,1689,1594,2843,2095,2085,2325,"","","-4.35(-4.80,-3.88)","","","","","","",""
"K70_K76_C22","2000_2005","2016_2020",15,"+Obesity_rate","0.00","4.48(3.54,5.45)","4.69(3.71,5.66)","4.71(3.67,5.75)","4.48(3.35,5.63)","0.0002","0.0002","0.0002","0.0002","1.0007","0.9996","1.0002","1.0002",2412,2123,1696,1616,2994,2646,2893,2465,"","","","3.82(3.36,4.28)","","","","","",""
"K70_K76_C22","2000_2005","2016_2020",15,"+Forest_Coverage","0.00","3.54(2.55,4.54)","2.69(1.71,3.66)","1.74(0.77,2.71)","-0.24(-1.25,0.79)","0.0002","0.0002","0.0002","0.6546","0.9993","1.0007","0.9999","0.9998",2689,2439,2262,2245,2966,3004,2945,2859,"","","","","0.86(0.50,1.24)","","","","",""
"K70_K76_C22","2000_2005","2016_2020",15,"+Uninsured_rate","0.00","3.79(2.78,4.75)","3.41(2.41,4.45)","2.81(1.77,3.89)","1.10(0.01,2.21)","0.0002","0.0002","0.0002","0.0492","1.0006","1.0015","1.0012","1.0013",2783,2605,2216,2213,3064,2945,2611,2427,"","","","","","2.80(2.10,3.48)","","","",""
"K70_K76_C22","2000_2005","2016_2020",15,"+Physician_Density_per100k","0.00","3.37(2.38,4.36)","2.51(1.48,3.49)","1.38(0.33,2.41)","-0.87(-2.02,0.30)","0.0002","0.0002","0.0097","0.1437","1.0001","1.0011","1.0009","1.0008",2724,2517,2286,2069,3478,2977,3223,3039,"","","","","","","0.15(-0.16,0.45)","","",""
"K70_K76_C22","2000_2005","2016_2020",15,"+AQS_Number","0.00","3.41(2.40,4.40)","2.50(1.52,3.47)","1.38(0.33,2.36)","-0.99(-2.12,0.11)","0.0002","0.0002","0.0132","0.0772","1.0013","1.0012","1.0009","1.0010",3094,2510,2200,2227,3224,3428,2821,2621,"","","","","","","","0.29(0.01,0.55)","",""
"K70_K76_C22","2000_2005","2016_2020",15,"+Homeownership_rate","0.00","3.39(2.38,4.42)","2.49(1.46,3.49)","1.33(0.29,2.32)","-0.93(-2.01,0.16)","0.0002","0.0002","0.0117","0.0947","1.0013","1.0015","1.0025","1.0020",2519,2184,1942,1813,2891,2559,2744,2704,"","","","","","","","","-0.44(-0.71,-0.15)",""
"K70_K76_C22","2000_2005","2016_2020",15,"+Diabetes_Prevalence_rate","0.00","4.88(3.95,5.82)","5.20(4.25,6.15)","5.19(4.22,6.16)","4.20(3.11,5.21)","0.0002","0.0002","0.0002","0.0002","1.0023","1.0021","1.0019","1.0031",2709,2125,2064,2011,3305,2653,2662,2778,"","","","","","","","","","5.69(5.20,6.17)"
"K70_K76_C22","2000_2005","2021_2024",20,"EQI+A","0.00","5.48(3.99,7.02)","6.09(4.57,7.63)","6.41(4.76,8.14)","7.26(5.41,9.11)","0.0002","0.0002","0.0002","0.0002","1.0015","1.0016","1.0018","1.0010",1628,1230,1060,1168,2249,1862,1919,1913,"6.51(5.74,7.27)","-0.03(-0.80,0.75)","-1.43(-2.42,-0.41)","1.95(1.01,2.91)","","","","","",""
"K70_K76_C22","2000_2005","2021_2024",20,"EQI+B","0.00","6.81(5.27,8.38)","7.44(5.97,8.90)","7.65(6.07,9.25)","5.88(3.97,7.75)","0.0002","0.0002","0.0002","0.0002","1.0007","1.0021","1.0017","1.0016",1620,1563,1316,1326,2330,2266,2190,2168,"","","","","2.12(1.53,2.68)","2.99(1.93,4.02)","1.15(0.63,1.67)","-0.48(-0.91,-0.05)","1.18(0.69,1.70)","9.46(8.51,10.37)"
"K70_K76_C22","2000_2005","2021_2024",20,"EQI+A+B","0.00","5.55(4.15,6.94)","5.57(4.10,7.05)","5.38(3.74,7.01)","5.26(3.36,7.22)","0.0002","0.0002","0.0002","0.0002","1.0024","1.0014","1.0019","1.0013",1594,1300,1064,1079,2731,2298,1931,1867,"7.43(6.69,8.20)","-0.47(-1.21,0.28)","3.05(1.86,4.18)","-1.20(-2.40,-0.04)","1.05(0.45,1.63)","2.35(1.22,3.50)","1.53(1.04,2.01)","-0.47(-0.87,-0.08)","0.80(0.30,1.29)","9.76(8.41,11.09)"
"K70_K76_C22","2000_2005","2021_2024",20,"+Smoking_rate","0.00","4.74(3.27,6.23)","4.59(3.13,5.98)","4.09(2.63,5.53)","4.12(2.56,5.66)","0.0002","0.0002","0.0002","0.0002","1.0031","1.0029","1.0036","1.0043",1402,1355,1162,1064,2142,1928,1777,1638,"7.92(7.27,8.57)","","","","","","","","",""
"K70_K76_C22","2000_2005","2021_2024",20,"+Heavy_Drinking_rate","0.00","4.55(2.92,6.12)","3.20(1.56,4.79)","1.24(-0.45,2.86)","-3.09(-4.81,-1.48)","0.0002","0.0002","0.1397","0.0007","1.0018","1.0016","1.0020","1.0024",1919,1752,1546,1593,2653,2718,2646,2638,"","-1.85(-2.61,-1.10)","","","","","","","",""
"K70_K76_C22","2000_2005","2021_2024",20,"+Physical_Activities_rate","0.00","6.25(4.75,7.73)","7.17(5.60,8.72)","7.63(5.98,9.36)","6.11(4.23,8.03)","0.0002","0.0002","0.0002","0.0002","1.0009","1.0007","1.0005","1.0008",2713,2277,1991,1809,3192,3043,2795,2649,"","","-6.40(-7.12,-5.68)","","","","","","",""
"K70_K76_C22","2000_2005","2021_2024",20,"+Obesity_rate","0.00","5.69(4.13,7.20)","5.82(4.29,7.28)","5.37(3.77,6.95)","3.83(1.99,5.66)","0.0002","0.0002","0.0002","0.0002","1.0010","1.0010","1.0004","1.0005",1770,1460,1402,1336,2690,2295,2370,1994,"","","","6.00(5.28,6.73)","","","","","",""
"K70_K76_C22","2000_2005","2021_2024",20,"+Forest_Coverage","0.00","4.49(2.92,6.03)","3.03(1.53,4.59)","1.12(-0.44,2.64)","-3.09(-4.71,-1.47)","0.0002","0.0002","0.1562","0.0002","1.0007","1.0012","1.0017","1.0016",2511,2354,1958,2100,2985,2885,2777,3007,"","","","","1.46(0.87,2.05)","","","","",""
"K70_K76_C22","2000_2005","2021_2024",20,"+Uninsured_rate","0.00","4.54(2.97,6.14)","3.61(2.04,5.12)","2.20(0.59,3.84)","-1.60(-3.29,0.07)","0.0002","0.0002","0.0077","0.0632","1.0000","0.9997","1.0004","0.9996",2347,1986,1935,1924,3032,2695,2587,2809,"","","","","","4.56(3.42,5.68)","","","",""
"K70_K76_C22","2000_2005","2021_2024",20,"+Physician_Density_per100k","0.00","4.38(2.73,6.02)","2.96(1.34,4.55)","0.98(-0.68,2.65)","-3.37(-5.22,-1.57)","0.0002","0.0007","0.2592","0.0002","1.0011","1.0004","1.0008","1.0013",2344,1947,1792,1751,2668,2898,2617,2367,"","","","","","","-0.20(-0.67,0.31)","","",""
"K70_K76_C22","2000_2005","2021_2024",20,"+AQS_Number","0.00","4.31(2.75,5.85)","2.82(1.30,4.40)","0.74(-0.87,2.37)","-3.85(-5.50,-2.18)","0.0002","0.0007","0.3587","0.0002","1.0005","1.0015","1.0022","1.0036",2378,2153,1786,1927,2722,2861,2537,2656,"","","","","","","","0.12(-0.31,0.56)","",""
"K70_K76_C22","2000_2005","2021_2024",20,"+Homeownership_rate","0.00","4.25(2.69,5.89)","2.71(1.15,4.30)","0.52(-1.06,2.21)","-4.09(-5.72,-2.33)","0.0002","0.0007","0.5426","0.0002","1.0018","1.0019","1.0017","1.0013",1876,1524,1343,1432,2583,2298,2084,2368,"","","","","","","","","-0.46(-0.91,0.01)",""
"K70_K76_C22","2000_2005","2021_2024",20,"+Diabetes_Prevalence_rate","0.00","6.19(4.70,7.75)","6.20(4.66,7.75)","5.71(4.14,7.27)","2.87(1.18,4.52)","0.0002","0.0002","0.0002","0.0012","1.0023","1.0018","1.0015","1.0021",2489,2121,1957,1872,2924,2759,2680,2652,"","","","","","","","","","8.59(7.74,9.43)"
"K70_K76_C22","2006_2010","2011_2015",5,"EQI+A","0.00","0.53(-0.44,1.51)","0.22(-0.77,1.24)","-0.23(-1.28,0.86)","-0.87(-1.99,0.24)","0.2952","0.6886","0.6626","0.1262","1.0023","1.0023","1.0025","1.0028",1655,1414,1307,1257,2414,2277,1909,2038,"2.92(2.48,3.34)","-0.08(-0.50,0.34)","-0.57(-1.21,0.09)","0.08(-0.48,0.64)","","","","","",""
"K70_K76_C22","2006_2010","2011_2015",5,"EQI+B","0.00","-0.26(-1.21,0.71)","-0.73(-1.76,0.26)","-1.00(-2.05,0.06)","-1.78(-2.87,-0.71)","0.5966","0.1537","0.0672","0.0007","1.0024","1.0062","1.0050","1.0059",1841,1578,1570,1341,2817,2178,2271,2325,"","","","","0.87(0.52,1.22)","0.01(-0.53,0.56)","0.76(0.47,1.03)","0.24(-0.02,0.50)","0.19(-0.14,0.52)","4.30(3.88,4.71)"
"K70_K76_C22","2006_2010","2011_2015",5,"EQI+A+B","0.00","0.15(-0.78,1.07)","-0.13(-1.11,0.85)","-0.16(-1.22,0.88)","-0.69(-1.78,0.35)","0.7356","0.8010","0.7591","0.1982","1.0022","1.0017","1.0022","1.0015",1624,1480,1334,1388,2500,2175,2259,2300,"3.88(3.47,4.29)","0.04(-0.35,0.44)","1.78(1.06,2.51)","-1.55(-2.19,-0.89)","0.15(-0.20,0.51)","-0.42(-0.98,0.12)","0.97(0.69,1.24)","0.14(-0.10,0.38)","0.22(-0.13,0.56)","5.29(4.64,5.95)"
"K70_K76_C22","2006_2010","2011_2015",5,"+Smoking_rate","0.00","0.59(-0.40,1.54)","0.30(-0.72,1.33)","-0.14(-1.17,0.93)","-0.80(-1.87,0.30)","0.2417","0.5541","0.8125","0.1502","1.0022","1.0023","1.0015","1.0032",2082,1846,1771,1803,2932,2719,2801,2617,"3.29(2.97,3.61)","","","","","","","","",""
"K70_K76_C22","2006_2010","2011_2015",5,"+Heavy_Drinking_rate","0.00","-0.14(-1.21,0.96)","-0.72(-1.79,0.39)","-1.43(-2.56,-0.29)","-2.60(-3.77,-1.43)","0.8030","0.1977","0.0172","0.0002","1.0029","1.0011","1.0014","1.0012",1605,1507,1389,1472,2310,2545,2391,2418,"","-0.95(-1.35,-0.53)","","","","","","","",""
"K70_K76_C22","2006_2010","2011_2015",5,"+Physical_Activities_rate","0.00","0.12(-0.85,1.08)","-0.36(-1.36,0.67)","-0.89(-1.95,0.14)","-1.70(-2.82,-0.61)","0.8110","0.5006","0.1027","0.0032","1.0010","1.0009","1.0002","1.0000",2217,2048,1974,1989,2766,2556,2821,2655,"","","-2.87(-3.25,-2.49)","","","","","","",""
"K70_K76_C22","2006_2010","2011_2015",5,"+Obesity_rate","0.00","0.18(-0.82,1.12)","-0.24(-1.26,0.77)","-0.90(-1.96,0.16)","-1.94(-3.04,-0.84)","0.7091","0.6546","0.0977","0.0002","0.9998","1.0006","1.0001","1.0011",2110,1741,1805,1763,2794,2691,2482,2872,"","","","2.44(2.09,2.80)","","","","","",""
"K70_K76_C22","2006_2010","2011_2015",5,"+Forest_Coverage","0.00","0.13(-0.90,1.11)","-0.38(-1.45,0.68)","-0.98(-2.10,0.10)","-2.09(-3.20,-0.98)","0.7781","0.4761","0.0797","0.0017","1.0015","1.0014","1.0033","1.0026",1869,1782,1648,1595,2767,2023,2449,2483,"","","","","0.50(0.12,0.87)","","","","",""
"K70_K76_C22","2006_2010","2011_2015",5,"+Uninsured_rate","0.00","0.43(-0.58,1.45)","0.06(-1.01,1.14)","-0.44(-1.56,0.68)","-1.40(-2.57,-0.25)","0.3982","0.9140","0.4571","0.0182","1.0015","1.0019","1.0011","1.0018",1907,1713,1601,1620,2661,2556,2243,2377,"","","","","","1.71(1.19,2.22)","","","",""
"K70_K76_C22","2006_2010","2011_2015",5,"+Physician_Density_per100k","0.00","0.14(-0.89,1.15)","-0.36(-1.44,0.67)","-1.00(-2.09,0.07)","-2.16(-3.33,-1.06)","0.7796","0.5141","0.0692","0.0002","1.0003","1.0004","1.0009","1.0022",1819,1733,1598,1540,2172,2350,2293,2008,"","","","","","","-0.04(-0.29,0.20)","","",""
"K70_K76_C22","2006_2010","2011_2015",5,"+AQS_Number","0.00","0.05(-0.98,1.07)","-0.44(-1.53,0.59)","-1.06(-2.19,0.03)","-2.23(-3.38,-1.10)","0.9115","0.4171","0.0592","0.0002","1.0004","1.0002","1.0003","1.0002",1959,1814,1713,1691,2516,2274,2024,2203,"","","","","","","","0.31(0.05,0.57)","",""
"K70_K76_C22","2006_2010","2011_2015",5,"+Homeownership_rate","0.00","0.11(-0.91,1.11)","-0.28(-1.32,0.74)","-0.83(-1.94,0.25)","-1.90(-3.05,-0.76)","0.8415","0.5796","0.1457","0.0007","1.0009","1.0001","1.0015","1.0012",1723,1516,1403,1397,2248,1853,1873,1952,"","","","","","","","","-0.68(-0.96,-0.39)",""
"K70_K76_C22","2006_2010","2011_2015",5,"+Diabetes_Prevalence_rate","0.00","-0.13(-1.08,0.82)","-0.58(-1.56,0.41)","-1.06(-2.11,-0.03)","-1.99(-3.06,-0.93)","0.8000","0.2442","0.0427","0.0007","1.0000","1.0008","1.0023","1.0009",2755,2197,2077,2144,3057,2901,2565,2683,"","","","","","","","","","3.86(3.49,4.24)"
"K70_K76_C22","2006_2010","2016_2020",10,"EQI+A","0.00","0.64(-0.34,1.62)","0.50(-0.52,1.56)","-0.33(-1.43,0.76)","-1.24(-2.38,-0.11)","0.1907","0.3377","0.5581","0.0317","1.0016","1.0004","1.0009","1.0002",1618,1381,1286,1306,2763,2233,2218,2148,"3.42(2.98,3.87)","-0.28(-0.76,0.21)","-1.22(-1.89,-0.56)","-0.11(-0.68,0.47)","","","","","",""
"K70_K76_C22","2006_2010","2016_2020",10,"EQI+B","0.00","-0.03(-1.02,0.91)","-0.35(-1.39,0.64)","-1.03(-2.10,0.01)","-2.13(-3.25,-1.06)","0.9630","0.5001","0.0532","0.0002","1.0014","1.0020","1.0024","1.0018",2225,1845,1786,1710,3176,3032,2637,2777,"","","","","1.15(0.78,1.51)","0.85(0.18,1.52)","0.82(0.51,1.12)","0.02(-0.25,0.28)","0.69(0.37,1.01)","4.87(4.42,5.34)"
