ICD_Code,EQI_Period,AAMR_Period,Lag,Sensitivity_Model,Q1,Q2,Q3,Q4,Q5,Q2_p,Q3_p,Q4_p,Q5_p,Q2_rhat,Q3_rhat,Q4_rhat,Q5_rhat,Q2_ess_bulk,Q3_ess_bulk,Q4_ess_bulk,Q5_ess_bulk,Q2_ess_tail,Q3_ess_tail,Q4_ess_tail,Q5_ess_tail,Smoking_rate,Heavy_Drinking_rate,Physical_Activities_rate,Obesity_rate,Forest_Coverage,Uninsured_rate,Physician_Density_per100k,AQS_Number,Homeownership_rate,Diabetes_Prevalence_rate
"C00_C97","2006_2010","2016_2020",10,"EQI+A+B","0.00","2.35(-0.27,5.06)","-0.41(-3.23,2.40)","-2.00(-4.90,0.98)","-3.21(-6.33,-0.15)","0.0802","0.7646","0.1817","0.0392","1.0012","1.0011","1.0011","1.0007",2581,2206,2134,2107,2714,2436,3110,2448,"16.00(14.61,17.37)","-3.44(-4.68,-2.16)","-2.30(-4.62,-0.02)","-0.17(-2.29,1.99)","0.20(-0.96,1.39)","-13.45(-15.64,-11.22)","2.94(1.98,3.86)","0.25(-0.59,1.09)","0.98(0.02,1.98)","6.58(4.41,8.78)"
"C00_C97","2006_2010","2016_2020",10,"+Smoking_rate","0.00","3.90(1.15,6.63)","1.94(-0.96,4.93)","0.42(-2.55,3.33)","-0.46(-3.51,2.65)","0.0057","0.1757","0.7761","0.7866","1.0011","1.0013","1.0005","1.0007",1509,1265,1232,1193,2206,1954,1550,2075,"16.77(15.71,17.83)","","","","","","","","",""
"C00_C97","2006_2010","2016_2020",10,"+Heavy_Drinking_rate","0.00","1.90(-1.09,4.86)","-1.49(-4.55,1.78)","-4.46(-7.85,-1.17)","-7.72(-11.05,-4.22)","0.2222","0.3407","0.0092","0.0002","1.0006","1.0014","1.0010","1.0012",1753,1574,1521,1517,2219,2025,2026,1783,"","-6.43(-7.82,-5.07)","","","","","","","",""
"C00_C97","2006_2010","2016_2020",10,"+Physical_Activities_rate","0.00","2.09(-0.85,4.97)","-0.48(-3.72,2.57)","-2.48(-5.84,0.73)","-4.17(-7.64,-0.73)","0.1642","0.7636","0.1307","0.0207","1.0043","1.0009","1.0016","1.0011",1682,1648,1671,1731,2064,2022,2184,2116,"","","-13.94(-15.27,-12.61)","","","","","","",""
"C00_C97","2006_2010","2016_2020",10,"+Obesity_rate","0.00","2.26(-0.67,5.31)","0.18(-3.08,3.37)","-2.48(-5.69,0.85)","-5.15(-8.50,-1.89)","0.1327","0.9010","0.1367","0.0027","1.0035","1.0026","1.0031","1.0025",1479,1345,1337,1344,2098,2159,1945,1855,"","","","13.15(11.94,14.43)","","","","","",""
"C00_C97","2006_2010","2016_2020",10,"+Forest_Coverage","0.00","2.65(-0.34,5.83)","-0.03(-3.13,3.30)","-2.36(-5.62,1.01)","-5.14(-8.60,-1.62)","0.0822","0.9810","0.1592","0.0057","1.0039","1.0034","1.0027","1.0024",1757,1474,1412,1378,2311,2068,1956,2153,"","","","","2.85(1.52,4.16)","","","","",""
"C00_C97","2006_2010","2016_2020",10,"+Uninsured_rate","0.00","2.59(-0.36,5.70)","-0.14(-3.33,3.00)","-2.68(-6.00,0.58)","-5.94(-9.42,-2.51)","0.0862","0.9520","0.0987","0.0012","1.0018","1.0034","1.0029","1.0026",1593,1474,1445,1416,2227,1913,2036,2028,"","","","","","-1.93(-4.22,0.35)","","","",""
"C00_C97","2006_2010","2016_2020",10,"+Physician_Density_per100k","0.00","2.64(-0.17,5.67)","-0.07(-3.12,3.13)","-3.09(-6.27,0.25)","-6.46(-9.73,-2.93)","0.0667","0.9440","0.0687","0.0002","1.0029","1.0036","1.0011","1.0032",1442,1271,1407,1330,1900,1913,1959,1966,"","","","","","","-2.67(-3.55,-1.81)","","",""
"C00_C97","2006_2010","2016_2020",10,"+AQS_Number","0.00","2.87(-0.25,6.01)","0.19(-2.99,3.32)","-2.27(-5.57,1.11)","-5.42(-8.85,-2.00)","0.0752","0.8920","0.1867","0.0027","1.0021","1.0013","1.0022","1.0015",1834,1600,1582,1591,2262,2205,1998,2221,"","","","","","","","-0.95(-1.94,0.01)","",""
"C00_C97","2006_2010","2016_2020",10,"+Homeownership_rate","0.00","2.79(-0.29,6.03)","0.02(-3.09,3.23)","-2.48(-5.74,0.95)","-5.71(-9.18,-2.29)","0.0832","0.9780","0.1552","0.0007","1.0017","1.0021","1.0027","1.0020",1813,1642,1561,1540,2613,2184,2424,2305,"","","","","","","","","0.55(-0.40,1.49)",""
"C00_C97","2006_2010","2016_2020",10,"+Diabetes_Prevalence_rate","0.00","1.83(-1.17,4.75)","-0.49(-3.57,2.62)","-2.51(-5.78,0.72)","-4.99(-8.45,-1.63)","0.2302","0.7581","0.1362","0.0042","1.0006","1.0011","1.0009","1.0009",1487,1287,1288,1412,2356,2006,1801,2038,"","","","","","","","","","12.68(11.34,14.03)"
"C00_C97","2006_2010","2021_2024",15,"EQI+A","0.00","2.12(-1.33,5.81)","2.80(-0.88,6.57)","-3.02(-6.88,0.80)","-5.13(-9.19,-1.08)","0.2327","0.1407","0.1282","0.0117","1.0039","1.0031","1.0031","1.0040",1693,1676,1736,1738,2151,2684,2641,2412,"18.67(16.80,20.55)","-2.80(-4.63,-0.97)","-2.48(-5.12,0.09)","5.80(3.41,8.17)","","","","","",""
"C00_C97","2006_2010","2021_2024",15,"EQI+B","0.00","0.88(-2.87,4.65)","1.03(-2.65,4.82)","-5.14(-8.99,-1.09)","-8.86(-12.94,-4.59)","0.6431","0.5776","0.0122","0.0002","1.0004","1.0002","1.0009","1.0014",2235,1989,1970,1888,2230,2596,2171,2427,"","","","","5.07(3.32,6.79)","-3.54(-6.75,-0.50)","0.15(-1.25,1.54)","-2.14(-3.42,-0.85)","2.80(1.31,4.26)","21.33(19.36,23.37)"
"C00_C97","2006_2010","2021_2024",15,"EQI+A+B","0.00","1.76(-1.66,5.34)","2.29(-1.22,5.85)","-2.92(-6.72,0.88)","-4.70(-8.67,-0.71)","0.3202","0.2092","0.1477","0.0237","1.0000","0.9999","1.0006","1.0003",2241,1973,2029,1951,2540,2684,2275,2561,"19.40(17.43,21.23)","-3.13(-4.84,-1.37)","-2.37(-5.34,0.71)","3.56(0.78,6.33)","1.91(0.35,3.53)","-8.88(-11.85,-6.05)","3.13(1.88,4.40)","-1.06(-2.21,0.04)","0.12(-1.30,1.48)","7.54(4.59,10.42)"
"C00_C97","2006_2010","2021_2024",15,"+Smoking_rate","0.00","2.84(-0.75,6.32)","3.79(0.15,7.43)","-1.58(-5.36,2.22)","-3.46(-7.22,0.51)","0.1212","0.0387","0.4076","0.0802","1.0003","1.0013","1.0005","1.0004",1834,1889,1753,2020,2349,2423,2237,2403,"23.46(22.07,24.90)","","","","","","","","",""
"C00_C97","2006_2010","2021_2024",15,"+Heavy_Drinking_rate","0.00","1.24(-2.51,5.06)","0.23(-3.82,4.31)","-6.92(-11.21,-2.72)","-11.75(-16.13,-7.38)","0.5211","0.9075","0.0017","0.0002","1.0036","1.0022","1.0029","1.0028",1800,1733,1599,1686,2267,1924,2096,2523,"","-8.33(-10.26,-6.40)","","","","","","","",""
"C00_C97","2006_2010","2021_2024",15,"+Physical_Activities_rate","0.00","0.88(-2.77,4.57)","1.01(-2.82,4.85)","-4.86(-8.85,-0.93)","-7.63(-11.78,-3.58)","0.6366","0.5981","0.0192","0.0007","1.0012","1.0000","1.0016","1.0006",1802,1583,1362,1471,2682,2250,2065,1823,"","","-21.49(-23.17,-19.71)","","","","","","",""
"C00_C97","2006_2010","2021_2024",15,"+Obesity_rate","0.00","1.24(-2.31,4.92)","1.93(-2.06,5.69)","-4.87(-8.92,-1.01)","-9.08(-13.30,-4.92)","0.5206","0.3232","0.0152","0.0002","1.0004","1.0023","1.0017","1.0005",1651,1347,1376,1374,2476,2484,2140,2063,"","","","20.31(18.71,21.95)","","","","","",""
"C00_C97","2006_2010","2021_2024",15,"+Forest_Coverage","0.00","1.71(-2.30,5.66)","1.62(-2.48,5.84)","-4.76(-8.88,-0.47)","-8.83(-13.11,-4.50)","0.3867","0.4336","0.0297","0.0002","1.0010","1.0019","1.0010","1.0020",2250,1953,1876,1859,2835,2283,2700,2559,"","","","","4.83(3.11,6.52)","","","","",""
"C00_C97","2006_2010","2021_2024",15,"+Uninsured_rate","0.00","1.94(-2.06,5.92)","1.93(-2.19,5.96)","-4.35(-8.44,-0.16)","-8.72(-13.23,-4.39)","0.3257","0.3392","0.0397","0.0002","1.0019","1.0014","1.0018","1.0013",1964,1714,1710,1715,2624,2360,2639,2227,"","","","","","5.82(2.64,9.04)","","","",""
"C00_C97","2006_2010","2021_2024",15,"+Physician_Density_per100k","0.00","1.87(-2.00,5.59)","1.73(-2.32,5.62)","-5.90(-10.17,-1.69)","-11.01(-15.46,-6.65)","0.3632","0.4056","0.0047","0.0002","1.0010","1.0007","1.0009","1.0010",1660,1637,1646,1706,2271,2531,2028,1986,"","","","","","","-5.30(-6.56,-4.07)","","",""
"C00_C97","2006_2010","2021_2024",15,"+AQS_Number","0.00","2.40(-1.61,6.38)","2.33(-1.77,6.40)","-4.30(-8.51,-0.04)","-8.92(-13.56,-4.47)","0.2307","0.2642","0.0477","0.0002","1.0008","1.0014","1.0005","1.0008",1892,1676,1685,1745,2671,2401,2566,2297,"","","","","","","","-3.26(-4.55,-1.95)","",""
"C00_C97","2006_2010","2021_2024",15,"+Homeownership_rate","0.00","2.01(-1.95,5.85)","1.78(-2.31,5.90)","-4.81(-9.09,-0.61)","-9.58(-13.99,-5.02)","0.3037","0.3912","0.0327","0.0002","1.0013","1.0005","1.0003","1.0005",1841,1613,1633,1563,2473,2235,2127,1902,"","","","","","","","","0.90(-0.40,2.19)",""
"C00_C97","2006_2010","2021_2024",15,"+Diabetes_Prevalence_rate","0.00","0.54(-3.25,4.44)","0.95(-2.89,5.02)","-4.95(-8.80,-0.86)","-8.90(-13.10,-4.64)","0.7991","0.6356","0.0152","0.0002","1.0017","1.0006","1.0015","1.0010",1996,1681,1648,1743,2528,2428,2341,2434,"","","","","","","","","","19.26(17.44,21.13)"
