ICD_Code,AAMR_Period,Lag,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
C18_C21,2006_2010,5,"1.0000(1.0000,1.0000)","1.1105(1.0715,1.1515)","1.2071(1.1594,1.2579)","1.3567(1.2943,1.4212)",NA,0.0002,0.0002,0.0002,1.0020,1.0017,1.0009,2790,2333,2423,3326,3426,3476
"C18_C21","2011_2015",10,"1.0000(1.0000,1.0000)","1.1191(1.0790,1.1606)","1.2316(1.1828,1.2828)","1.4048(1.3393,1.4730)",NA,"0.0002","0.0002","0.0002","1.0004","1.0007","1.0007",3286,2571,2561,3648,3483,3474
"C18_C21","2016_2020",15,"1.0000(1.0000,1.0000)","1.0703(1.0296,1.1119)","1.1782(1.1276,1.2313)","1.3147(1.2488,1.3832)",NA,"0.0006","0.0002","0.0002","1.0006","1.0006","1.0000",3622,2934,2733,3751,3549,3185
"C18_C21","2021_2024",20,"1.0000(1.0000,1.0000)","1.0683(1.0238,1.1129)","1.1355(1.0794,1.1930)","1.3359(1.2614,1.4131)",NA,"0.0019","0.0002","0.0002","1.0003","1.0006","1.0008",3274,2464,2594,4064,3518,3810
