ICD_Code,AAMR_Period,Lag,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
K76,2006_2010,5,"1.0000(1.0000,1.0000)","1.3863(1.2064,1.6188)","1.7675(1.4986,2.1240)","2.2143(1.8497,2.7003)",NA,0.0002,0.0002,0.0002,1.0023,1.0026,1.0019,2556,2194,2190,3061,3075,3159
"K76","2011_2015",10,"1.0000(1.0000,1.0000)","1.3319(1.1886,1.5121)","1.6830(1.4704,1.9419)","1.8930(1.6268,2.2097)",NA,"0.0002","0.0002","0.0002","0.9997","1.0003","1.0004",3104,2532,2563,3460,3223,3077
"K76","2016_2020",15,"1.0000(1.0000,1.0000)","1.2834(1.1544,1.4350)","1.5066(1.3326,1.7147)","1.8496(1.6079,2.1367)",NA,"0.0002","0.0002","0.0002","1.0016","1.0030","1.0025",2914,2158,2171,3394,2762,2625
"K76","2021_2024",20,"1.0000(1.0000,1.0000)","1.1850(1.0781,1.3046)","1.4137(1.2653,1.5900)","1.4591(1.2814,1.6603)",NA,"0.0002","0.0002","0.0002","1.0006","1.0012","1.0013",2728,2204,2193,3597,3547,2735
