ICD_Code,AAMR_Period,Lag,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
J84_D86,2006_2010,5,"1.0000(1.0000,1.0000)","1.1567(1.0863,1.2344)","1.2682(1.1861,1.3599)","1.4167(1.3127,1.5301)",NA,0.0002,0.0002,0.0002,1.0017,1.0003,1.0013,2900,2547,2570,3444,3309,3285
"J84_D86","2011_2015",10,"1.0000(1.0000,1.0000)","1.2162(1.1378,1.2995)","1.3686(1.2727,1.4732)","1.4834(1.3643,1.6110)",NA,"0.0002","0.0002","0.0002","1.0027","1.0006","1.0008",2810,2421,2393,3443,2797,2708
"J84_D86","2016_2020",15,"1.0000(1.0000,1.0000)","1.1922(1.1182,1.2724)","1.3614(1.2716,1.4674)","1.4758(1.3593,1.6048)",NA,"0.0002","0.0002","0.0002","1.0011","1.0018","1.0027",2867,2458,2590,3736,3266,3478
"J84_D86","2021_2024",20,"1.0000(1.0000,1.0000)","1.2011(1.1213,1.2850)","1.3391(1.2408,1.4457)","1.4069(1.2895,1.5342)",NA,"0.0002","0.0002","0.0002","1.0007","1.0014","1.0021",2249,1809,1884,3389,2705,3320
