ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,B_p,B_rhat,B_ess_bulk,B_ess_tail,C_p,C_rhat,C_ess_bulk,C_ess_tail,D_p,D_rhat,D_ess_bulk,D_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail,UN,UN_p,UN_rhat,UN_ess_bulk,UN_ess_tail,PD,PD_p,PD_rhat,PD_ess_bulk,PD_ess_tail,DB,DB_p,DB_rhat,DB_ess_bulk,DB_ess_tail
J60_J66,2006_2010,5,SVI+UN,0.00,"0.03(0.01,0.05)","0.07(0.05,0.08)","0.04(0.02,0.06)",0.0002,1.0008,3520,3759,0.0002,1.0010,3202,3780,0.0002,1.0019,2998,3530,,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,"-0.01(-0.01,-0.01)",0.0002,0.9996,3730,4218,,NA,NA,NA,NA,,NA,NA,NA,NA
"J60_J66","2011_2015",10,"SVI+UN","0.00","0.02(0.01,0.03)","0.04(0.03,0.05)","0.03(0.02,0.04)","0.0002","1.0023",2839,3285,"0.0002","1.0029",2405,3360,"0.0006","1.0024",2527,3566,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.01(-0.01,-0.00)","0.0002","1.0023",2430,2963,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"J60_J66","2016_2020",15,"SVI+UN","0.00","0.01(0.00,0.02)","0.02(0.01,0.03)","0.01(0.00,0.02)","0.0023","1.0007",3944,3907,"0.0002","1.0006",3153,3517,"0.0040","1.0008",3196,3568,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.00(-0.00,-0.00)","0.0002","1.0009",2246,2988,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"J60_J66","2021_2024",20,"SVI+UN","0.00","0.00(0.00,0.01)","0.01(0.00,0.01)","0.00(-0.00,0.01)","0.0323","1.0001",6463,4551,"0.0015","1.0006",6452,3902,"0.3626","1.0005",5423,4102,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.00(-0.00,-0.00)","0.0002","1.0020",4047,3684,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
