ICD_Code,AAMR_Period,Lag,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
X60_X69,2006_2010,5,"1.0000(1.0000,1.0000)","1.4032(1.2263,1.6314)","1.8758(1.5968,2.2553)","1.9084(1.5659,2.3637)",NA,0.0002,0.0002,0.0002,1.0010,1.0017,1.0002,2773,2037,1621,3362,3022,2834
"X60_X69","2011_2015",10,"1.0665(0.7664,1.4447)","1.5261(1.1601,2.0234)","1.8901(1.4598,2.5141)","2.0784(1.5967,2.7731)","0.7413","0.0031","0.0002","0.0002","1.0027","1.0033","1.0029",2692,2006,1667,3428,2678,2325
"X60_X69","2016_2020",15,"0.9478(0.6778,1.3124)","1.3461(1.0196,1.7995)","1.5753(1.1983,2.0889)","1.6959(1.2892,2.2475)","0.6817","0.0398","0.0002","0.0002","1.0008","1.0019","1.0018",2531,1923,1598,3407,3096,2361
"X60_X69","2021_2024",20,"0.7632(0.5125,1.0648)","1.1462(0.8518,1.5389)","1.4459(1.1028,1.9001)","1.5335(1.1648,2.0304)","0.1177","0.3939","0.0048","0.0010","0.9997","1.0000","1.0012",3240,2130,1836,3320,2970,2944
