ICD_Code,AAMR_Period,Lag,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
J43_J44,2006_2010,5,"1.0000(1.0000,1.0000)","1.1893(1.1442,1.2377)","1.3739(1.3139,1.4393)","1.3504(1.2832,1.4230)",NA,0.0002,0.0002,0.0002,1.0007,1.0010,1.0024,2971,2507,2611,3774,3273,3226
"J43_J44","2011_2015",10,"1.0110(0.8919,1.1342)","1.2088(1.0806,1.3473)","1.4233(1.2844,1.5784)","1.3998(1.2617,1.5558)","0.8459","0.0002","0.0002","0.0002","1.0000","1.0009","1.0012",2859,2335,2449,3361,2982,2642
"J43_J44","2016_2020",15,"0.9586(0.8371,1.0878)","1.1543(1.0256,1.2937)","1.3889(1.2487,1.5467)","1.4041(1.2629,1.5661)","0.4868","0.0177","0.0002","0.0002","1.0005","1.0001","1.0005",2263,1930,1985,2876,2565,2643
"J43_J44","2021_2024",20,"0.9245(0.7781,1.0688)","1.1820(1.0254,1.3441)","1.4142(1.2457,1.5939)","1.4690(1.2940,1.6513)","0.3022","0.0202","0.0002","0.0002","1.0021","1.0041","1.0022",1959,1534,1584,3070,2583,2888
