ICD_Code,AAMR_Period,Lag,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
I50,2006_2010,5,"1.0000(1.0000,1.0000)","1.0120(0.9573,1.0665)","1.0530(0.9908,1.1200)","1.0971(1.0194,1.1782)",NA,0.6726,0.0989,0.0140,1.0005,1.0008,1.0006,2379,1892,2078,3362,2963,3202
"I50","2011_2015",10,"1.0000(1.0000,1.0000)","1.0137(0.9627,1.0686)","1.0481(0.9855,1.1149)","1.0251(0.9508,1.1069)",NA,"0.6192","0.1385","0.5443","1.0014","1.0016","1.0020",2652,2230,2231,3388,2661,2896
"I50","2016_2020",15,"1.0000(1.0000,1.0000)","1.0108(0.9612,1.0650)","1.0668(1.0067,1.1348)","1.1366(1.0576,1.2251)",NA,"0.6959","0.0269","0.0002","1.0004","1.0014","1.0014",2146,1615,1696,2956,2984,2805
"I50","2021_2024",20,"1.0000(1.0000,1.0000)","1.0299(0.9760,1.0872)","1.0818(1.0155,1.1551)","1.1746(1.0886,1.2698)",NA,"0.2889","0.0090","0.0002","1.0016","1.0016","1.0016",2857,2378,2133,3535,3285,3514
