ICD_Code,AAMR_Period,Lag,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
I60_I69,2006_2010,5,"1.0000(1.0000,1.0000)","1.0453(1.0153,1.0756)","1.1216(1.0851,1.1606)","1.2376(1.1897,1.2859)",NA,0.0027,0.0002,0.0002,1.0021,1.0015,1.0026,3040,2474,2490,3805,3450,3270
"I60_I69","2011_2015",10,"1.0000(1.0000,1.0000)","1.0430(1.0141,1.0727)","1.1394(1.1009,1.1789)","1.2618(1.2122,1.3133)",NA,"0.0027","0.0002","0.0002","1.0012","1.0013","1.0007",2859,2382,2321,3420,3383,3093
"I60_I69","2016_2020",15,"1.0000(1.0000,1.0000)","1.0812(1.0483,1.1159)","1.1744(1.1335,1.2189)","1.3301(1.2763,1.3880)",NA,"0.0002","0.0002","0.0002","1.0010","1.0018","1.0003",2634,2058,2094,3266,2714,3210
"I60_I69","2021_2024",20,"1.0000(1.0000,1.0000)","1.0780(1.0395,1.1178)","1.1961(1.1468,1.2488)","1.3584(1.2925,1.4311)",NA,"0.0002","0.0002","0.0002","1.0020","1.0000","1.0006",3275,2256,2374,3713,3175,3307
