ICD_Code,AAMR_Period,Lag,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
J45,2006_2010,5,"1.0000(1.0000,1.0000)","1.5059(1.3004,1.7675)","1.8683(1.5887,2.2222)","2.1454(1.8034,2.5937)",NA,0.0002,0.0002,0.0002,1.0013,1.0005,1.0003,4058,3389,3650,3932,3896,3470
"J45","2011_2015",10,"0.8613(0.6044,1.1722)","1.4071(1.0850,1.8115)","1.7365(1.3685,2.2069)","2.3023(1.8233,2.9458)","0.3206","0.0094","0.0002","0.0002","1.0015","1.0017","1.0009",3165,2974,2775,3516,3132,2964
"J45","2016_2020",15,"0.7895(0.5536,1.0862)","1.3512(1.0472,1.7499)","1.7842(1.4125,2.2700)","2.1646(1.7170,2.7491)","0.1331","0.0202","0.0002","0.0002","1.0004","1.0007","1.0013",2741,2419,2424,3387,3359,3579
"J45","2021_2024",20,"0.7743(0.5113,1.0902)","1.2277(0.9271,1.6002)","1.6878(1.3148,2.1633)","2.0920(1.6390,2.6692)","0.1268","0.1627","0.0002","0.0002","1.0009","1.0006","1.0001",3174,2682,2547,3583,3314,3425
