ICD_Code,AAMR_Period,Lag,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
K70_K76_C22,2006_2010,5,"1.0000(1.0000,1.0000)","1.1922(1.1389,1.2496)","1.3797(1.3121,1.4549)","1.6160(1.5255,1.7167)",NA,0.0002,0.0002,0.0002,1.0003,1.0008,1.0008,3036,2423,2221,3393,2925,2793
"K70_K76_C22","2011_2015",10,"1.1999(1.0773,1.3346)","1.4141(1.2839,1.5553)","1.6480(1.5075,1.7999)","1.8914(1.7301,2.0653)","0.0010","0.0002","0.0002","0.0002","1.0013","1.0031","1.0028",2558,1968,1974,3325,2930,2930
"K70_K76_C22","2016_2020",15,"1.4583(1.3225,1.6089)","1.6356(1.4897,1.7992)","1.8497(1.6931,2.0290)","2.0882(1.9114,2.2785)","0.0002","0.0002","0.0002","0.0002","1.0005","1.0006","1.0015",3005,2296,2358,3756,3306,3331
"K70_K76_C22","2021_2024",20,"2.1268(1.9124,2.3552)","2.4020(2.1876,2.6434)","2.6680(2.4366,2.9290)","2.9683(2.7136,3.2541)","0.0002","0.0002","0.0002","0.0002","1.0006","1.0005","1.0014",2468,1693,1737,3527,3225,2767
