ICD_Code,AAMR_Period,Lag,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
G20_G30_G12.2_F01_F03,2006_2010,5,"1.0000(1.0000,1.0000)","1.0843(1.0494,1.1199)","1.1703(1.1279,1.2139)","1.1410(1.0917,1.1934)",NA,0.0002,0.0002,0.0002,1.0017,1.0036,1.0016,3041,2663,2580,3836,3409,3569
"G20_G30_G12.2_F01_F03","2011_2015",10,"1.0000(1.0000,1.0000)","1.0742(1.0399,1.1085)","1.1943(1.1516,1.2378)","1.1996(1.1490,1.2509)",NA,"0.0002","0.0002","0.0002","1.0052","1.0047","1.0038",2238,1887,1999,3053,2870,3249
"G20_G30_G12.2_F01_F03","2016_2020",15,"1.0000(1.0000,1.0000)","1.0630(1.0304,1.0965)","1.1651(1.1257,1.2072)","1.2116(1.1616,1.2643)",NA,"0.0002","0.0002","0.0002","1.0010","1.0029","1.0014",2080,1618,1580,2994,2681,2065
"G20_G30_G12.2_F01_F03","2021_2024",20,"1.0000(1.0000,1.0000)","1.0641(1.0277,1.1014)","1.1271(1.0856,1.1704)","1.1886(1.1379,1.2436)",NA,"0.0019","0.0002","0.0002","1.0007","1.0021","1.0022",2515,1931,1889,3124,2760,2925
