ICD_Code,AAMR_Period,Lag,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
N00_N29_C64_C65,2006_2010,5,"1.0000(1.0000,1.0000)","1.1220(1.0785,1.1683)","1.2344(1.1791,1.2929)","1.5046(1.4263,1.5906)",NA,0.0002,0.0002,0.0002,1.0011,1.0002,1.0017,2124,1739,1781,2901,2380,2682
"N00_N29_C64_C65","2011_2015",10,"0.8626(0.7534,0.9758)","0.9818(0.8723,1.0967)","1.1001(0.9862,1.2228)","1.3238(1.1955,1.4644)","0.0119","0.7359","0.0902","0.0002","1.0058","1.0068","1.0062",2313,1879,1901,2948,2646,2966
"N00_N29_C64_C65","2016_2020",15,"0.9247(0.8196,1.0319)","1.0709(0.9609,1.1859)","1.1927(1.0750,1.3185)","1.4794(1.3428,1.6271)","0.1793","0.2189","0.0010","0.0002","1.0002","1.0002","1.0005",2422,1914,1969,3225,3028,2940
"N00_N29_C64_C65","2021_2024",20,"1.0775(0.9555,1.2135)","1.1895(1.0674,1.3234)","1.3323(1.2042,1.4754)","1.6747(1.5275,1.8422)","0.2272","0.0019","0.0002","0.0002","1.0012","1.0022","1.0022",2634,2033,1884,3314,3023,2993
