ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,B_p,B_rhat,B_ess_bulk,B_ess_tail,C_p,C_rhat,C_ess_bulk,C_ess_tail,D_p,D_rhat,D_ess_bulk,D_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail,UN,UN_p,UN_rhat,UN_ess_bulk,UN_ess_tail,PD,PD_p,PD_rhat,PD_ess_bulk,PD_ess_tail,DB,DB_p,DB_rhat,DB_ess_bulk,DB_ess_tail
C22,2006_2010,5,SVI+SM+UN,0.00,"0.98(0.73,1.21)","1.99(1.71,2.28)","2.90(2.55,3.25)",0.0002,1.0002,3487,3647,0.0002,1.0004,2692,3012,0.0002,1.0001,2667,3638,"-0.03(-0.06,-0.00)",0.0498,1.0025,2575,3386,,NA,NA,NA,NA,,NA,NA,NA,NA,"-0.21(-0.24,-0.18)",0.0002,1.0020,2194,3126,,NA,NA,NA,NA,,NA,NA,NA,NA
"C22","2011_2015",10,"SVI+SM+UN","0.00","1.03(0.76,1.30)","2.28(1.94,2.61)","3.13(2.72,3.53)","0.0002","1.0020",3559,3664,"0.0002","1.0033",2707,2778,"0.0002","1.0028",2671,2737,"0.02(-0.01,0.05)","0.2297","1.0006",2786,3172,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.18(-0.22,-0.15)","0.0002","1.0010",3003,3675,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"C22","2016_2020",15,"SVI+SM+UN","0.00","0.92(0.64,1.18)","1.93(1.61,2.26)","3.19(2.79,3.59)","0.0002","1.0000",3452,3599,"0.0002","1.0015",2466,3530,"0.0002","1.0002",2335,3176,"0.07(0.04,0.11)","0.0002","1.0004",3156,3421,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.18(-0.22,-0.14)","0.0002","1.0011",2637,3362,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"C22","2021_2024",20,"SVI+SM+UN","0.00","0.98(0.60,1.35)","2.11(1.66,2.56)","3.84(3.26,4.40)","0.0002","1.0006",3220,3894,"0.0002","1.0016",2392,3249,"0.0002","1.0006",2463,3437,"0.15(0.11,0.19)","0.0002","1.0016",2696,3321,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.14(-0.20,-0.09)","0.0002","1.0014",2486,3162,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
