ICD_Code,AAMR_Period,Lag,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
I00_I99,2006_2010,5,"1.0000(1.0000,1.0000)","1.0541(1.0332,1.0764)","1.1459(1.1155,1.1828)","1.3070(1.2586,1.3668)",NA,0.0002,0.0002,0.0002,1.0021,1.0036,1.0025,2157,1639,1601,3052,2715,2350
"I00_I99","2011_2015",10,"1.0000(1.0000,1.0000)","1.0483(1.0323,1.0653)","1.1256(1.1042,1.1493)","1.2408(1.2119,1.2731)",NA,"0.0002","0.0002","0.0002","1.0010","1.0028","1.0014",2791,1797,1757,3154,2457,2905
"I00_I99","2016_2020",15,"1.0000(1.0000,1.0000)","1.0519(1.0365,1.0682)","1.1301(1.1098,1.1522)","1.2688(1.2397,1.3008)",NA,"0.0002","0.0002","0.0002","1.0018","1.0033","1.0016",2752,1949,2042,3181,2613,2914
"I00_I99","2021_2024",20,"1.0000(1.0000,1.0000)","1.0042(0.9866,1.0228)","1.0693(1.0488,1.0913)","1.1718(1.1454,1.1992)",NA,"0.6597","0.0002","0.0002","1.0022","1.0007","1.0000",2955,2336,2253,3274,2947,2973
