ICD_Code,AAMR_Period,Lag,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
K71_K73_K74,2006_2010,5,"1.0000(1.0000,1.0000)","1.2252(1.1342,1.3307)","1.4983(1.3705,1.6562)","1.8425(1.6565,2.0682)",NA,0.0002,0.0002,0.0002,1.0006,1.0022,1.0014,2438,2032,1956,3217,2991,3227
"K71_K73_K74","2011_2015",10,"1.1997(0.9801,1.4560)","1.4448(1.2053,1.7217)","1.7506(1.4824,2.0609)","2.2206(1.8930,2.6088)","0.0781","0.0002","0.0002","0.0002","1.0006","1.0004","1.0009",3252,2173,2352,3581,2934,3250
"K71_K73_K74","2016_2020",15,"1.3529(1.1093,1.6262)","1.5312(1.2800,1.8184)","1.8296(1.5420,2.1534)","2.3093(1.9629,2.7015)","0.0023","0.0002","0.0002","0.0002","1.0022","1.0024","1.0026",2628,2179,2076,3390,3079,3082
"K71_K73_K74","2021_2024",20,"2.0196(1.6520,2.4599)","2.2685(1.8921,2.7223)","2.7080(2.2909,3.2275)","3.3588(2.8599,3.9737)","0.0002","0.0002","0.0002","0.0002","1.0022","1.0026","1.0026",2906,2318,2221,3514,3247,3306
