ICD_Code,AAMR_Period,Lag,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
G30_F01_F03,2006_2010,5,"1.0000(1.0000,1.0000)","1.0885(1.0501,1.1295)","1.1849(1.1385,1.2341)","1.1586(1.1040,1.2142)",NA,0.0002,0.0002,0.0002,1.0025,1.0037,1.0033,2378,2068,2072,2671,2619,2854
"G30_F01_F03","2011_2015",10,"1.0000(1.0000,1.0000)","1.0741(1.0377,1.1115)","1.2051(1.1599,1.2525)","1.2201(1.1647,1.2778)",NA,"0.0002","0.0002","0.0002","1.0010","1.0010","1.0019",2587,2065,1909,3505,3103,2697
"G30_F01_F03","2016_2020",15,"1.0000(1.0000,1.0000)","1.0658(1.0306,1.1011)","1.1700(1.1271,1.2147)","1.2262(1.1729,1.2835)",NA,"0.0002","0.0002","0.0002","1.0003","1.0014","1.0008",2590,1918,2142,3175,3220,3174
"G30_F01_F03","2021_2024",20,"1.0000(1.0000,1.0000)","1.0672(1.0289,1.1076)","1.1368(1.0910,1.1861)","1.2156(1.1558,1.2794)",NA,"0.0006","0.0002","0.0002","1.0020","1.0042","1.0036",2682,2287,2302,3149,2668,2977
