ICD_Code,AAMR_Period,Lag,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
X60_X84_Y87.0,2006_2010,5,"1.0000(1.0000,1.0000)","1.3769(1.2796,1.4962)","1.6726(1.5294,1.8612)","1.7857(1.5992,2.0188)",NA,0.0002,0.0002,0.0002,1.0003,1.0009,1.0026,2166,1698,1344,2962,2571,2219
"X60_X84_Y87.0","2011_2015",10,"1.1551(0.9333,1.4377)","1.5884(1.3152,1.9360)","1.9144(1.5984,2.3266)","2.0554(1.7163,2.4947)","0.2014","0.0002","0.0002","0.0002","1.0010","1.0017","1.0025",2327,1652,1346,3084,2203,1957
"X60_X84_Y87.0","2016_2020",15,"1.3695(1.1019,1.6848)","1.8121(1.5052,2.2071)","2.1440(1.7971,2.6030)","2.2174(1.8556,2.6955)","0.0019","0.0002","0.0002","0.0002","1.0032","1.0056","1.0066",2422,1755,1577,3329,2884,2677
"X60_X84_Y87.0","2021_2024",20,"1.4644(1.1691,1.8193)","2.0254(1.6793,2.4648)","2.4247(2.0272,2.9298)","2.6950(2.2486,3.2628)","0.0031","0.0002","0.0002","0.0002","1.0007","1.0024","1.0042",2462,1851,1616,3392,2788,2567
