ICD_Code,AAMR_Period,Lag,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
G20_G30_G12.2_F01_F03,2006_2010,5,"1.0000(1.0000,1.0000)","1.0843(1.0494,1.1199)","1.1703(1.1279,1.2139)","1.1410(1.0917,1.1934)",NA,0.0002,0.0002,0.0002,1.0017,1.0036,1.0016,3041,2663,2580,3836,3409,3569
"G20_G30_G12.2_F01_F03","2011_2015",10,"1.1254(1.0269,1.2249)","1.2087(1.1078,1.3107)","1.3436(1.2386,1.4527)","1.3495(1.2406,1.4635)","0.0127","0.0002","0.0002","0.0002","1.0052","1.0047","1.0038",2238,1887,1999,3053,2870,3249
"G20_G30_G12.2_F01_F03","2016_2020",15,"1.1811(1.0821,1.2844)","1.2552(1.1512,1.3593)","1.3757(1.2668,1.4867)","1.4304(1.3177,1.5453)","0.0006","0.0002","0.0002","0.0002","1.0010","1.0029","1.0014",2080,1618,1580,2994,2681,2065
"G20_G30_G12.2_F01_F03","2021_2024",20,"1.1822(1.0731,1.2895)","1.2577(1.1502,1.3675)","1.3320(1.2209,1.4474)","1.4046(1.2870,1.5254)","0.0002","0.0002","0.0002","0.0002","1.0007","1.0021","1.0022",2515,1931,1889,3124,2760,2925
