ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,B_p,B_rhat,B_ess_bulk,B_ess_tail,C_p,C_rhat,C_ess_bulk,C_ess_tail,D_p,D_rhat,D_ess_bulk,D_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail,UN,UN_p,UN_rhat,UN_ess_bulk,UN_ess_tail,PD,PD_p,PD_rhat,PD_ess_bulk,PD_ess_tail,DB,DB_p,DB_rhat,DB_ess_bulk,DB_ess_tail
I10_I15,2006_2010,5,SVI+SM+UN,0.00,"1.67(0.78,2.52)","4.14(3.06,5.17)","9.94(8.65,11.17)",0.0002,1.0006,2647,3113,0.0002,1.0007,2376,2693,0.0002,1.0003,2415,3003,"-0.01(-0.11,0.09)",0.8221,1.0017,2265,3359,,NA,NA,NA,NA,,NA,NA,NA,NA,"-0.40(-0.50,-0.30)",0.0002,1.0012,2240,3134,,NA,NA,NA,NA,,NA,NA,NA,NA
"I10_I15","2011_2015",10,"SVI+SM+UN","0.00","1.96(0.98,2.92)","4.69(3.49,5.83)","10.87(9.37,12.33)","0.0002","1.0021",2292,3122,"0.0002","1.0036",1840,2718,"0.0002","1.0034",1857,2862,"0.13(0.02,0.25)","0.0215","1.0026",1806,2701,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.40(-0.53,-0.27)","0.0002","1.0010",1687,2298,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"I10_I15","2016_2020",15,"SVI+SM+UN","0.00","1.71(0.47,2.87)","4.66(3.21,6.08)","10.96(9.13,12.69)","0.0060","1.0021",2636,3247,"0.0002","1.0031",2087,2681,"0.0002","1.0042",2084,2737,"0.37(0.23,0.51)","0.0002","1.0019",2334,2921,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.45(-0.63,-0.27)","0.0002","1.0025",1859,2810,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"I10_I15","2021_2024",20,"SVI+SM+UN","0.00","1.32(-0.57,3.32)","5.73(3.41,8.02)","14.58(11.78,17.38)","0.1810","1.0010",2254,3120,"0.0002","1.0039",1792,2742,"0.0002","1.0013",1732,2512,"1.08(0.86,1.29)","0.0002","1.0027",1726,2959,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.49(-0.80,-0.19)","0.0015","1.0023",1714,2670,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
