ICD_Code,AAMR_Period,Lag,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
X60_X84_Y87.0,2006_2010,5,"1.0000(1.0000,1.0000)","1.3769(1.2796,1.4962)","1.6726(1.5294,1.8612)","1.7857(1.5992,2.0188)",NA,0.0002,0.0002,0.0002,1.0003,1.0009,1.0026,2166,1698,1344,2962,2571,2219
"X60_X84_Y87.0","2011_2015",10,"1.0000(1.0000,1.0000)","1.3777(1.2868,1.4822)","1.6616(1.5253,1.8166)","1.7850(1.6026,1.9909)",NA,"0.0002","0.0002","0.0002","1.0010","1.0017","1.0025",2327,1652,1346,3084,2203,1957
"X60_X84_Y87.0","2016_2020",15,"1.0000(1.0000,1.0000)","1.3256(1.2393,1.4262)","1.5693(1.4443,1.7180)","1.6238(1.4607,1.8129)",NA,"0.0002","0.0002","0.0002","1.0032","1.0056","1.0066",2422,1755,1577,3329,2884,2677
"X60_X84_Y87.0","2021_2024",20,"1.0000(1.0000,1.0000)","1.3863(1.2834,1.5090)","1.6610(1.5095,1.8436)","1.8474(1.6407,2.0993)",NA,"0.0002","0.0002","0.0002","1.0007","1.0024","1.0042",2462,1851,1616,3392,2788,2567
