ICD_Code,AAMR_Period,Lag,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
I20_I25,2006_2010,5,"1.0000(1.0000,1.0000)","1.0162(0.9908,1.0423)","1.0784(1.0493,1.1089)","1.1512(1.1160,1.1883)",NA,0.2122,0.0002,0.0002,1.0009,1.0015,1.0008,3475,2813,3056,3717,3737,3712
"I20_I25","2011_2015",10,"0.8693(0.8159,0.9262)","0.8911(0.8384,0.9474)","0.9542(0.9009,1.0128)","1.0259(0.9691,1.0873)","0.0002","0.0006","0.1210","0.3955","0.9998","1.0005","1.0014",3357,3161,3253,3414,3590,3674
"I20_I25","2016_2020",15,"0.7956(0.7433,0.8528)","0.8185(0.7678,0.8746)","0.8795(0.8272,0.9367)","0.9538(0.8958,1.0172)","0.0002","0.0002","0.0002","0.1389","1.0034","1.0003","1.0010",3883,3315,3398,3974,3535,3777
"I20_I25","2021_2024",20,"0.8821(0.8217,0.9457)","0.9075(0.8480,0.9712)","0.9733(0.9131,1.0375)","1.0720(1.0069,1.1422)","0.0010","0.0065","0.4110","0.0265","1.0017","1.0007","1.0008",4799,3881,3537,3759,3703,3948
