ICD_Code,AAMR_Period,Lag,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
N00_N29_C64_C65,2006_2010,5,"1.0000(1.0000,1.0000)","1.1220(1.0785,1.1683)","1.2344(1.1791,1.2929)","1.5046(1.4263,1.5906)",NA,0.0002,0.0002,0.0002,1.0011,1.0002,1.0017,2124,1739,1781,2901,2380,2682
"N00_N29_C64_C65","2011_2015",10,"1.0000(1.0000,1.0000)","1.1388(1.0922,1.1917)","1.2765(1.2147,1.3493)","1.5365(1.4444,1.6426)",NA,"0.0002","0.0002","0.0002","1.0058","1.0068","1.0062",2313,1879,1901,2948,2646,2966
"N00_N29_C64_C65","2016_2020",15,"1.0000(1.0000,1.0000)","1.1587(1.1133,1.2067)","1.2908(1.2328,1.3562)","1.6015(1.5142,1.7003)",NA,"0.0002","0.0002","0.0002","1.0002","1.0002","1.0005",2422,1914,1969,3225,3028,2940
"N00_N29_C64_C65","2021_2024",20,"1.0000(1.0000,1.0000)","1.1046(1.0586,1.1553)","1.2375(1.1756,1.3048)","1.5561(1.4643,1.6558)",NA,"0.0002","0.0002","0.0002","1.0012","1.0022","1.0022",2634,2033,1884,3314,3023,2993
