ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,B_p,B_rhat,B_ess_bulk,B_ess_tail,C_p,C_rhat,C_ess_bulk,C_ess_tail,D_p,D_rhat,D_ess_bulk,D_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail,UN,UN_p,UN_rhat,UN_ess_bulk,UN_ess_tail,PD,PD_p,PD_rhat,PD_ess_bulk,PD_ess_tail,DB,DB_p,DB_rhat,DB_ess_bulk,DB_ess_tail
G10,2006_2010,5,SVI+PA+UN,0.00,"0.04(0.02,0.05)","0.08(0.06,0.10)","0.07(0.05,0.10)",0.0002,1.0014,3404,3349,0.0002,1.0009,2440,3324,0.0002,1.0011,2114,3020,,NA,NA,NA,NA,"0.01(0.01,0.01)",0.0002,1.0030,1929,3399,,NA,NA,NA,NA,"-0.01(-0.01,-0.01)",0.0002,1.0009,3338,3651,,NA,NA,NA,NA,,NA,NA,NA,NA
"G10","2011_2015",10,"SVI+PA+UN","0.00","0.04(0.03,0.06)","0.08(0.06,0.10)","0.10(0.08,0.13)","0.0002","1.0013",3540,3848,"0.0002","1.0010",2795,3546,"0.0002","1.0007",2620,3420,"",NA,"NA",NA,NA,"0.01(0.01,0.01)","0.0002","1.0019",2920,3304,"",NA,"NA",NA,NA,"-0.01(-0.01,-0.01)","0.0002","1.0008",4175,3663,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"G10","2016_2020",15,"SVI+PA+UN","0.00","0.05(0.04,0.07)","0.09(0.07,0.11)","0.11(0.08,0.13)","0.0002","1.0001",3493,3797,"0.0002","1.0005",2492,3714,"0.0002","1.0002",2359,3522,"",NA,"NA",NA,NA,"0.01(0.01,0.01)","0.0002","0.9999",2784,3268,"",NA,"NA",NA,NA,"-0.01(-0.01,-0.01)","0.0002","1.0000",3640,3983,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"G10","2021_2024",20,"SVI+PA+UN","0.00","0.05(0.03,0.06)","0.09(0.07,0.11)","0.12(0.09,0.15)","0.0002","1.0011",4153,4076,"0.0002","1.0010",2912,3590,"0.0002","1.0011",3157,3517,"",NA,"NA",NA,NA,"0.01(0.01,0.01)","0.0002","1.0007",3275,3792,"",NA,"NA",NA,NA,"-0.01(-0.01,-0.00)","0.0002","1.0012",3488,4069,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
