ICD_Code,AAMR_Period,Lag,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
K71_K73_K74,2006_2010,5,"1.0000(1.0000,1.0000)","1.2252(1.1342,1.3307)","1.4983(1.3705,1.6562)","1.8425(1.6565,2.0682)",NA,0.0002,0.0002,0.0002,1.0006,1.0022,1.0014,2438,2032,1956,3217,2991,3227
"K71_K73_K74","2011_2015",10,"1.0000(1.0000,1.0000)","1.2064(1.1190,1.3106)","1.4631(1.3362,1.6109)","1.8571(1.6733,2.0707)",NA,"0.0002","0.0002","0.0002","1.0006","1.0004","1.0009",3252,2173,2352,3581,2934,3250
"K71_K73_K74","2016_2020",15,"1.0000(1.0000,1.0000)","1.1332(1.0593,1.2179)","1.3551(1.2501,1.4758)","1.7115(1.5557,1.8900)",NA,"0.0002","0.0002","0.0002","1.0022","1.0024","1.0026",2628,2179,2076,3390,3079,3082
"K71_K73_K74","2021_2024",20,"1.0000(1.0000,1.0000)","1.1248(1.0485,1.2149)","1.3438(1.2370,1.4733)","1.6678(1.5134,1.8554)",NA,"0.0010","0.0002","0.0002","1.0022","1.0026","1.0026",2906,2318,2221,3514,3247,3306
