ICD_Code,AAMR_Period,Lag,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
N00_N15,2006_2010,5,"1.0000(1.0000,1.0000)","1.4738(1.2754,1.7204)","1.8724(1.5941,2.2346)","2.3797(1.9959,2.8761)",NA,0.0002,0.0002,0.0002,1.0006,1.0021,1.0017,3067,2493,2404,3503,3232,3458
"N00_N15","2011_2015",10,"0.1753(0.1179,0.2445)","0.3184(0.2500,0.4065)","0.4659(0.3749,0.5833)","0.4992(0.3970,0.6278)","0.0002","0.0002","0.0002","0.0002","1.0004","1.0017","1.0025",4035,3246,3236,3723,3681,3607
"N00_N15","2016_2020",15,"0.2556(0.1787,0.3456)","0.4621(0.3628,0.5859)","0.6183(0.4947,0.7728)","0.6508(0.5188,0.8150)","0.0002","0.0002","0.0006","0.0006","1.0009","1.0017","1.0010",3158,2425,2555,3648,3516,3606
"N00_N15","2021_2024",20,"0.4040(0.2802,0.5527)","0.6507(0.5061,0.8379)","0.8709(0.6918,1.1055)","0.8483(0.6723,1.0791)","0.0002","0.0019","0.2222","0.1698","1.0015","1.0012","1.0014",2170,1835,1739,3110,3081,2976
