ICD_Code,AAMR_Period,Lag,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
J45,2006_2010,5,"1.0000(1.0000,1.0000)","1.5059(1.3004,1.7675)","1.8683(1.5887,2.2222)","2.1454(1.8034,2.5937)",NA,0.0002,0.0002,0.0002,1.0013,1.0005,1.0003,4058,3389,3650,3932,3896,3470
"J45","2011_2015",10,"1.0000(1.0000,1.0000)","1.6500(1.3875,2.0061)","2.0400(1.6823,2.5457)","2.7081(2.1958,3.4242)",NA,"0.0002","0.0002","0.0002","1.0015","1.0017","1.0009",3165,2974,2775,3516,3132,2964
"J45","2016_2020",15,"1.0000(1.0000,1.0000)","1.7299(1.4384,2.1170)","2.2890(1.8675,2.8406)","2.7799(2.2365,3.5290)",NA,"0.0002","0.0002","0.0002","1.0004","1.0007","1.0013",2741,2419,2424,3387,3359,3579
"J45","2021_2024",20,"1.0000(1.0000,1.0000)","1.6078(1.3219,2.0168)","2.2187(1.7834,2.8903)","2.7540(2.1624,3.6531)",NA,"0.0002","0.0002","0.0002","1.0009","1.0006","1.0001",3174,2682,2547,3583,3314,3425
