ICD_Code,AAMR_Period,Lag,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
C18_C21,2006_2010,5,"1.0000(1.0000,1.0000)","1.1105(1.0715,1.1515)","1.2071(1.1594,1.2579)","1.3567(1.2943,1.4212)",NA,0.0002,0.0002,0.0002,1.0020,1.0017,1.0009,2790,2333,2423,3326,3426,3476
"C18_C21","2011_2015",10,"0.9194(0.8578,0.9853)","1.0285(0.9694,1.0927)","1.1319(1.0667,1.1999)","1.2909(1.2185,1.3679)","0.0144","0.3730","0.0002","0.0002","1.0004","1.0007","1.0007",3286,2571,2561,3648,3483,3474
"C18_C21","2016_2020",15,"0.8902(0.8308,0.9523)","0.9525(0.8952,1.0130)","1.0484(0.9882,1.1130)","1.1697(1.1014,1.2431)","0.0023","0.1273","0.1210","0.0002","1.0006","1.0006","1.0000",3622,2934,2733,3751,3549,3185
"C18_C21","2021_2024",20,"1.0574(0.9729,1.1467)","1.1292(1.0476,1.2125)","1.2001(1.1166,1.2873)","1.4116(1.3180,1.5097)","0.1981","0.0015","0.0002","0.0002","1.0003","1.0006","1.0008",3274,2464,2594,4064,3518,3810
