ICD_Code,AAMR_Period,Lag,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
J43_J44,2006_2010,5,"1.0000(1.0000,1.0000)","1.1893(1.1442,1.2377)","1.3739(1.3139,1.4393)","1.3504(1.2832,1.4230)",NA,0.0002,0.0002,0.0002,1.0007,1.0010,1.0024,2971,2507,2611,3774,3273,3226
"J43_J44","2011_2015",10,"1.0000(1.0000,1.0000)","1.1962(1.1474,1.2484)","1.4089(1.3422,1.4857)","1.3857(1.3106,1.4694)",NA,"0.0002","0.0002","0.0002","1.0000","1.0009","1.0012",2859,2335,2449,3361,2982,2642
"J43_J44","2016_2020",15,"1.0000(1.0000,1.0000)","1.2051(1.1530,1.2642)","1.4505(1.3760,1.5381)","1.4666(1.3816,1.5642)",NA,"0.0002","0.0002","0.0002","1.0005","1.0001","1.0005",2263,1930,1985,2876,2565,2643
"J43_J44","2021_2024",20,"1.0000(1.0000,1.0000)","1.2802(1.2099,1.3622)","1.5326(1.4342,1.6470)","1.5923(1.4788,1.7241)",NA,"0.0002","0.0002","0.0002","1.0021","1.0041","1.0022",1959,1534,1584,3070,2583,2888
