ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,B_p,B_rhat,B_ess_bulk,B_ess_tail,C_p,C_rhat,C_ess_bulk,C_ess_tail,D_p,D_rhat,D_ess_bulk,D_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail,UN,UN_p,UN_rhat,UN_ess_bulk,UN_ess_tail,PD,PD_p,PD_rhat,PD_ess_bulk,PD_ess_tail,DB,DB_p,DB_rhat,DB_ess_bulk,DB_ess_tail
I00_I99,2006_2010,5,SVI+SM+UN,0.00,"7.84(4.96,10.76)","21.16(17.82,24.65)","44.55(40.58,48.67)",0.0002,1.0021,2157,3052,0.0002,1.0036,1639,2715,0.0002,1.0025,1601,2350,"7.14(6.75,7.55)",0.0002,1.0029,834,1720,,NA,NA,NA,NA,,NA,NA,NA,NA,"-3.37(-3.74,-2.97)",0.0002,1.0034,1334,2163,,NA,NA,NA,NA,,NA,NA,NA,NA
"I00_I99","2011_2015",10,"SVI+SM+UN","0.00","8.84(6.03,11.78)","22.98(19.71,26.38)","44.10(40.16,48.03)","0.0002","1.0010",2791,3154,"0.0002","1.0028",1797,2457,"0.0002","1.0014",1757,2905,"7.59(7.25,7.93)","0.0002","1.0074",729,1902,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-2.59(-2.99,-2.21)","0.0002","1.0039",1601,2790,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"I00_I99","2016_2020",15,"SVI+SM+UN","0.00","9.57(6.81,12.31)","24.00(20.91,27.32)","49.60(45.73,53.61)","0.0002","1.0018",2752,3181,"0.0002","1.0033",1949,2613,"0.0002","1.0016",2042,2914,"7.54(7.21,7.87)","0.0002","1.0039",910,2149,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-3.10(-3.56,-2.64)","0.0002","1.0026",1721,2874,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"I00_I99","2021_2024",20,"SVI+SM+UN","0.00","1.03(-3.34,5.58)","17.09(12.26,22.03)","42.38(36.53,48.27)","0.6597","1.0022",2955,3274,"0.0002","1.0007",2336,2947,"0.0002","1.0000",2253,2973,"10.27(9.77,10.75)","0.0002","1.0053",802,1721,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-1.44(-2.25,-0.64)","0.0015","1.0025",1697,2282,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
