ICD_Code,AAMR_Period,Lag,A,B,C,D,A_p,B_p,C_p,D_p,B_rhat,C_rhat,D_rhat,B_ess_bulk,C_ess_bulk,D_ess_bulk,B_ess_tail,C_ess_tail,D_ess_tail
C91_C95,2006_2010,5,"1.0000(1.0000,1.0000)","1.1643(1.1016,1.2294)","1.2884(1.2090,1.3719)","1.3089(1.2176,1.4115)",NA,0.0002,0.0002,0.0002,1.0001,1.0003,1.0009,2922,2286,2295,3439,2938,3227
"C91_C95","2011_2015",10,"0.9739(0.8762,1.0822)","1.0949(0.9982,1.2061)","1.2530(1.1453,1.3732)","1.2907(1.1779,1.4144)","0.6042","0.0560","0.0002","0.0002","1.0016","1.0023","1.0011",3423,2742,2639,3897,3512,3472
"C91_C95","2016_2020",15,"0.8966(0.8011,1.0035)","1.0242(0.9285,1.1292)","1.1115(1.0108,1.2214)","1.1848(1.0784,1.3062)","0.0585","0.6559","0.0265","0.0010","1.0004","1.0002","1.0009",3571,2979,2753,3312,3508,3254
"C91_C95","2021_2024",20,"0.9616(0.8495,1.0810)","1.0140(0.9074,1.1298)","1.1408(1.0291,1.2687)","1.1820(1.0618,1.3178)","0.5193","0.8263","0.0094","0.0015","1.0012","0.9999","1.0001",3774,3030,3104,3772,3748,3828
