ICD_Code,EQI_Period,AAMR_Period,Lag,Model,Quintile,MRR_mean,MRR_lower,MRR_upper,pct_diff,p
C64_C65,2000_2005,2006_2010,5,LandUse_Natural,Q1,1,1,1,0,NA
C64_C65,2000_2005,2006_2010,5,LandUse_Natural,Q2,1.5942,1.4175,1.797,59.4155,0.0002
C64_C65,2000_2005,2006_2010,5,LandUse_Natural,Q3,1.9758,1.7473,2.2446,97.5818,0.0002
C64_C65,2000_2005,2006_2010,5,LandUse_Natural,Q4,2.0627,1.8192,2.345,106.271,0.0002
C64_C65,2000_2005,2006_2010,5,LandUse_Natural,Q5,2.1773,1.9083,2.4825,117.7338,0.0002
"C64_C65","2000_2005","2011_2015",10,"LandUse_Natural","Q1",1.0144,0.8332,1.2162,1.4395,"0.9120"
"C64_C65","2000_2005","2011_2015",10,"LandUse_Natural","Q2",1.6462,1.3905,1.9426,64.6241,"0.0002"
"C64_C65","2000_2005","2011_2015",10,"LandUse_Natural","Q3",1.9206,1.6403,2.241,92.0642,"0.0002"
"C64_C65","2000_2005","2011_2015",10,"LandUse_Natural","Q4",1.9987,1.6998,2.3441,99.8666,"0.0002"
"C64_C65","2000_2005","2011_2015",10,"LandUse_Natural","Q5",2.0901,1.7832,2.4401,109.0122,"0.0002"
"C64_C65","2000_2005","2016_2020",15,"LandUse_Natural","Q1",1.0332,0.8495,1.248,3.324,"0.7741"
"C64_C65","2000_2005","2016_2020",15,"LandUse_Natural","Q2",1.6808,1.4228,1.9865,68.0812,"0.0002"
"C64_C65","2000_2005","2016_2020",15,"LandUse_Natural","Q3",1.8734,1.5949,2.1957,87.34,"0.0002"
"C64_C65","2000_2005","2016_2020",15,"LandUse_Natural","Q4",1.8941,1.6107,2.22,89.4084,"0.0002"
"C64_C65","2000_2005","2016_2020",15,"LandUse_Natural","Q5",1.9436,1.6611,2.2793,94.3556,"0.0002"
"C64_C65","2006_2010","2011_2015",5,"LandUse_Natural","Q1",1,1,1,0,NA
"C64_C65","2006_2010","2011_2015",5,"LandUse_Natural","Q2",1.3292,1.1839,1.4888,32.9207,"0.0002"
"C64_C65","2006_2010","2011_2015",5,"LandUse_Natural","Q3",1.4235,1.2613,1.6008,42.3547,"0.0002"
"C64_C65","2006_2010","2011_2015",5,"LandUse_Natural","Q4",1.4819,1.3055,1.6642,48.1867,"0.0002"
"C64_C65","2006_2010","2011_2015",5,"LandUse_Natural","Q5",1.4512,1.2781,1.6368,45.1246,"0.0002"
"C64_C65","2006_2010","2016_2020",10,"LandUse_Natural","Q1",1.0279,0.8733,1.2024,2.7912,"0.7836"
"C64_C65","2006_2010","2016_2020",10,"LandUse_Natural","Q2",1.3537,1.1738,1.5505,35.3673,"0.0002"
