ICD_Code,AAMR_Period,Lag,Model,a1s1,a1s2,a2s1,a2s2,a1s2_p,a1s2_rhat,a1s2_ess_bulk,a1s2_ess_tail,a2s1_p,a2s1_rhat,a2s1_ess_bulk,a2s1_ess_tail,a2s2_p,a2s2_rhat,a2s2_ess_bulk,a2s2_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail,UN,UN_p,UN_rhat,UN_ess_bulk,UN_ess_tail,PD,PD_p,PD_rhat,PD_ess_bulk,PD_ess_tail,DB,DB_p,DB_rhat,DB_ess_bulk,DB_ess_tail
"C00_C97","2011_2015",10,"AirSVI+PA+OB","0.00","17.67(14.50,20.90)","11.59(8.61,14.59)","22.01(19.08,24.98)","0.0002","1.0031",2748,3030,"0.0002","1.0024",2463,2976,"0.0002","1.0036",2349,2602,"",NA,"NA",NA,NA,"0.50(0.35,0.64)","0.0002","1.0014",1729,2618,"2.69(2.47,2.93)","0.0002","1.0021",1988,2371,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"C00_C97","2011_2015",10,"AirSVI+PA+UN","0.00","21.01(17.71,24.33)","5.75(2.87,8.55)","21.54(18.59,24.61)","0.0002","1.0013",1757,2424,"0.0002","1.0026",1884,2274,"0.0002","1.0027",1801,2168,"",NA,"NA",NA,NA,"-1.27(-1.62,-0.91)","0.0002","1.0058",881,2070,"",NA,"NA",NA,NA,"-1.78(-2.17,-1.36)","0.0002","1.0057",1317,2349,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"C00_C97","2011_2015",10,"AirSVI+PA+PD","0.00","22.57(17.84,30.01)","7.55(4.39,10.65)","23.48(19.63,28.79)","0.0002","1.3738",13,25,"0.0002","1.0555",81,412,"0.0002","1.3007",16,26,"",NA,"NA",NA,NA,"-0.05(-0.74,1.30)","0.4980","1.3876",13,25,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.01(-0.02,0.00)","0.0919","1.3354",14,25,"",NA,"NA",NA,NA
"C00_C97","2011_2015",10,"AirSVI+PA+DB","0.00","15.12(11.65,18.52)","6.11(3.10,9.04)","16.30(13.14,19.51)","0.0002","1.0019",2471,2744,"0.0002","1.0033",2718,3441,"0.0002","1.0005",2358,3377,"",NA,"NA",NA,NA,"0.90(0.77,1.04)","0.0002","1.0038",1329,3042,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"6.97(6.25,7.66)","0.0002","1.0014",1877,2932
"C00_C97","2011_2015",10,"AirSVI+OB+UN","0.00","17.84(14.72,20.92)","12.91(9.98,15.74)","22.96(19.95,25.84)","0.0002","1.0012",3142,3370,"0.0002","1.0019",3417,3752,"0.0002","1.0012",2897,3363,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"3.32(3.10,3.54)","0.0002","1.0011",2150,2745,"-1.21(-1.54,-0.87)","0.0002","1.0003",2482,3121,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"C00_C97","2011_2015",10,"AirSVI+OB+PD","0.00","14.87(11.68,18.02)","12.16(9.25,15.10)","19.26(16.17,22.35)","0.0002","1.0009",4361,3760,"0.0002","1.0012",4326,3956,"0.0002","1.0006",3956,3766,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"3.23(3.02,3.45)","0.0002","1.0008",2152,2711,"",NA,"NA",NA,NA,"0.03(0.02,0.04)","0.0002","1.0003",7011,3882,"",NA,"NA",NA,NA
"C00_C97","2011_2015",10,"AirSVI+OB+DB","0.00","14.86(11.42,18.27)","14.23(11.34,17.11)","21.46(18.16,24.70)","0.0002","1.0011",3241,3460,"0.0002","1.0006",2894,3060,"0.0002","1.0003",2828,3235,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"2.88(2.54,3.21)","0.0002","1.0033",2283,2404,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.65(-0.41,1.77)","0.2393","1.0007",2459,2593
"C00_C97","2011_2015",10,"AirSVI+UN+PD","0.00","25.33(22.23,28.46)","5.22(2.29,8.22)","24.44(21.39,27.49)","0.0002","1.0022",2146,3195,"0.0010","1.0034",2052,3088,"0.0002","1.0034",1968,3058,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-1.24(-1.65,-0.85)","0.0002","1.0011",2030,2837,"-0.01(-0.02,-0.01)","0.0006","1.0011",3706,3976,"",NA,"NA",NA,NA
"C00_C97","2011_2015",10,"AirSVI+UN+DB","0.00","16.37(12.93,19.82)","4.89(1.90,7.84)","16.95(13.80,20.19)","0.0002","1.0025",1807,2546,"0.0027","1.0025",1727,2477,"0.0002","1.0030",1816,2493,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-1.53(-1.92,-1.12)","0.0002","1.0057",1204,1690,"",NA,"NA",NA,NA,"6.10(5.25,6.93)","0.0002","1.0038",1450,2476
"C00_C97","2011_2015",10,"AirSVI+PD+DB","0.00","13.21(9.76,16.73)","7.84(4.79,10.99)","15.82(12.42,19.19)","0.0002","1.0039",1506,2214,"0.0002","1.0013",1303,2061,"0.0002","1.0025",1460,2118,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.01(-0.00,0.01)","0.1593","1.0028",1888,3141,"6.31(5.26,7.42)","0.0002","1.0199",419,919
"C00_C97","2011_2015",10,"AirSVI+SM+PA+OB","0.00","12.84(9.74,15.91)","12.95(10.10,15.79)","18.63(15.76,21.41)","0.0002","1.0000",3881,3536,"0.0002","1.0001",3853,2984,"0.0002","0.9997",3655,3981,"3.95(3.59,4.31)","0.0002","0.9997",3834,3896,"0.42(0.29,0.56)","0.0002","1.0021",2875,3289,"0.54(0.26,0.83)","0.0006","1.0001",3062,3654,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"C00_C97","2011_2015",10,"AirSVI+SM+PA+UN","0.00","17.58(14.55,20.65)","9.41(6.63,12.20)","19.86(17.03,22.74)","0.0002","1.0029",2931,3725,"0.0002","1.0018",2712,3165,"0.0002","1.0032",2558,3513,"4.81(4.55,5.07)","0.0002","1.0022",2350,3184,"0.61(0.49,0.75)","0.0002","1.0021",2037,2766,"",NA,"NA",NA,NA,"-1.79(-2.11,-1.48)","0.0002","1.0013",2377,3280,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"C00_C97","2011_2015",10,"AirSVI+SM+PA+PD","0.00","12.55(9.54,15.59)","11.11(8.21,13.97)","16.24(13.27,19.14)","0.0002","1.0027",2635,3127,"0.0002","1.0011",2145,3215,"0.0002","1.0018",2164,2811,"4.65(4.38,4.93)","0.0002","1.0008",2338,3013,"0.36(0.23,0.50)","0.0002","1.0033",2132,2962,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.02(0.01,0.03)","0.0002","1.0011",4635,3884,"",NA,"NA",NA,NA
"C00_C97","2011_2015",10,"AirSVI+SM+PA+DB","0.00","10.45(7.17,13.76)","11.99(9.27,14.76)","16.19(13.21,19.02)","0.0002","1.0004",2813,3576,"0.0002","1.0014",2231,2949,"0.0002","1.0012",2481,3365,"3.97(3.66,4.28)","0.0002","1.0038",2856,3288,"0.46(0.33,0.59)","0.0002","1.0014",2455,2734,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"2.30(1.56,3.05)","0.0002","1.0019",2829,3260
"C00_C97","2011_2015",10,"AirSVI+SM+OB+UN","0.00","14.19(11.15,17.24)","13.18(10.48,15.94)","19.83(17.01,22.66)","0.0002","1.0017",2686,3479,"0.0002","1.0009",2770,3410,"0.0002","1.0007",2635,3550,"4.23(3.88,4.58)","0.0002","1.0010",2724,2623,"",NA,"NA",NA,NA,"1.06(0.78,1.33)","0.0002","1.0011",2581,3097,"-1.74(-2.06,-1.42)","0.0002","1.0024",2332,3223,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"C00_C97","2011_2015",10,"AirSVI+SM+OB+PD","0.00","10.07(7.00,13.09)","12.63(9.94,15.34)","15.13(12.13,18.07)","0.0002","1.0011",3171,3610,"0.0002","1.0005",2872,3536,"0.0002","1.0019",3061,3423,"4.10(3.74,4.46)","0.0002","1.0015",2723,3172,"",NA,"NA",NA,NA,"0.98(0.69,1.26)","0.0002","1.0014",2366,2942,"",NA,"NA",NA,NA,"0.03(0.03,0.04)","0.0002","1.0003",6088,4131,"",NA,"NA",NA,NA
"C00_C97","2011_2015",10,"AirSVI+SM+OB+DB","0.00","8.87(5.57,12.16)","14.69(11.99,17.45)","16.48(13.40,19.51)","0.0002","1.0016",2916,3550,"0.0002","1.0012",3055,3454,"0.0002","1.0005",2618,3533,"4.09(3.71,4.46)","0.0002","0.9999",2791,3368,"",NA,"NA",NA,NA,"0.25(-0.15,0.65)","0.2256","1.0007",1898,2950,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"2.06(0.97,3.16)","0.0006","1.0015",1825,2545
"C00_C97","2011_2015",10,"AirSVI+SM+UN+PD","0.00","14.02(11.05,16.96)","10.60(7.79,13.34)","16.69(13.75,19.61)","0.0002","1.0002",4159,3848,"0.0002","1.0018",3409,3643,"0.0002","1.0010",3321,3437,"5.33(5.05,5.60)","0.0002","0.9998",3216,3443,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-1.50(-1.82,-1.19)","0.0002","1.0006",3046,3522,"0.03(0.02,0.04)","0.0002","1.0010",7598,4070,"",NA,"NA",NA,NA
"C00_C97","2011_2015",10,"AirSVI+SM+UN+DB","0.00","10.96(7.84,14.01)","11.88(9.31,14.63)","16.15(13.29,19.06)","0.0002","1.0019",2843,3806,"0.0002","1.0005",2927,3332,"0.0002","1.0008",2801,3499,"4.53(4.25,4.83)","0.0002","1.0034",2370,3476,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-1.88(-2.19,-1.57)","0.0002","1.0034",2019,2654,"",NA,"NA",NA,NA,"3.69(2.92,4.44)","0.0002","1.0013",2544,3041
"C00_C97","2011_2015",10,"AirSVI+SM+PD+DB","0.00","7.52(4.41,10.70)","11.87(9.25,14.63)","12.44(9.35,15.54)","0.0002","1.0011",2861,3486,"0.0002","1.0005",3006,3643,"0.0002","1.0007",2562,2721,"4.43(4.14,4.72)","0.0002","1.0041",2886,3353,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.03(0.02,0.04)","0.0002","1.0001",6214,3801,"2.83(2.07,3.58)","0.0002","1.0011",2413,2726
"C00_C97","2011_2015",10,"AirSVI+PA+OB+UN","0.00","20.76(17.57,23.99)","9.36(6.26,12.41)","23.07(20.10,26.03)","0.0002","1.0006",3730,3974,"0.0002","1.0019",3784,3656,"0.0002","1.0001",3574,3645,"",NA,"NA",NA,NA,"0.58(0.43,0.72)","0.0002","1.0002",2730,2635,"2.97(2.73,3.21)","0.0002","1.0005",3016,3430,"-1.42(-1.77,-1.07)","0.0002","1.0013",2368,2731,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"C00_C97","2011_2015",10,"AirSVI+PA+OB+PD","0.00","16.61(13.40,19.92)","10.69(7.71,13.76)","19.99(16.75,23.21)","0.0002","1.0021",2839,3322,"0.0002","1.0024",3078,3452,"0.0002","1.0040",2435,3324,"",NA,"NA",NA,NA,"0.36(0.21,0.52)","0.0002","1.0020",2227,2878,"2.92(2.67,3.18)","0.0002","1.0015",2243,2821,"",NA,"NA",NA,NA,"0.02(0.01,0.03)","0.0002","1.0004",4099,3163,"",NA,"NA",NA,NA
"C00_C97","2011_2015",10,"AirSVI+PA+OB+DB","0.00","16.40(13.00,19.77)","10.92(7.98,13.87)","20.67(17.46,23.87)","0.0002","0.9999",3774,3383,"0.0002","1.0006",3386,3899,"0.0002","1.0012",3086,3365,"",NA,"NA",NA,NA,"0.53(0.38,0.68)","0.0002","1.0008",2725,2722,"2.33(1.94,2.71)","0.0002","1.0012",2502,3311,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"1.40(0.27,2.53)","0.0165","1.0021",2544,3332
"C00_C97","2011_2015",10,"AirSVI+PA+UN+PD","0.00","21.23(17.80,24.53)","5.96(3.02,8.91)","21.94(18.84,25.03)","0.0002","1.0019",1549,2499,"0.0002","1.0005",2275,2928,"0.0002","1.0020",1783,2312,"",NA,"NA",NA,NA,"-1.21(-1.58,-0.83)","0.0002","1.0031",1028,1515,"",NA,"NA",NA,NA,"-1.78(-2.19,-1.37)","0.0002","1.0012",1670,2472,"-0.00(-0.01,0.00)","0.3847","1.0005",2871,3134,"",NA,"NA",NA,NA
"C00_C97","2011_2015",10,"AirSVI+PA+UN+DB","0.00","17.33(13.98,20.81)","3.49(0.45,6.63)","16.41(13.21,19.60)","0.0002","1.0049",2347,2931,"0.0252","1.0040",2284,3015,"0.0002","1.0055",2224,3211,"",NA,"NA",NA,NA,"1.01(0.87,1.15)","0.0002","1.0018",1817,2482,"",NA,"NA",NA,NA,"-1.37(-1.73,-1.01)","0.0002","1.0020",1894,2886,"",NA,"NA",NA,NA,"7.92(7.19,8.69)","0.0002","1.0015",2068,2872
"C00_C97","2011_2015",10,"AirSVI+PA+PD+DB","0.00","15.28(11.82,18.64)","6.33(3.32,9.36)","16.71(13.32,20.05)","0.0002","1.0010",2027,3464,"0.0002","1.0001",2432,3154,"0.0002","1.0007",1974,3002,"",NA,"NA",NA,NA,"0.92(0.78,1.06)","0.0002","1.0015",1747,2534,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.00(-0.01,0.01)","0.4605","1.0008",4906,4247,"6.89(6.14,7.64)","0.0002","1.0035",1622,2507
"C00_C97","2011_2015",10,"AirSVI+OB+UN+PD","0.00","17.23(14.08,20.40)","10.62(7.76,13.58)","20.14(17.04,23.20)","0.0002","1.0014",3594,3645,"0.0002","0.9996",3024,2931,"0.0002","1.0001",2736,3175,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"3.53(3.29,3.75)","0.0002","1.0013",2126,3029,"-1.21(-1.56,-0.87)","0.0002","1.0007",2455,3115,"0.03(0.02,0.04)","0.0002","0.9999",5505,3804,"",NA,"NA",NA,NA
"C00_C97","2011_2015",10,"AirSVI+OB+UN+DB","0.00","16.71(13.43,19.96)","12.52(9.63,15.38)","21.82(18.82,24.89)","0.0002","1.0004",3358,3400,"0.0002","1.0012",3938,3612,"0.0002","1.0013",3224,3471,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"3.05(2.73,3.39)","0.0002","1.0015",2591,2793,"-1.25(-1.60,-0.89)","0.0002","1.0014",2985,3359,"",NA,"NA",NA,NA,"1.20(0.10,2.31)","0.0298","1.0018",2588,3336
"C00_C97","2011_2015",10,"AirSVI+OB+PD+DB","0.00","14.36(11.05,17.71)","11.99(9.05,14.98)","18.79(15.52,22.11)","0.0002","1.0001",2493,3195,"0.0002","1.0014",2417,3473,"0.0002","1.0001",2201,3164,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"3.12(2.77,3.46)","0.0002","1.0027",1825,2576,"",NA,"NA",NA,NA,"0.03(0.02,0.04)","0.0002","0.9996",5542,4248,"0.48(-0.65,1.55)","0.3901","1.0009",2100,3014
"C00_C97","2011_2015",10,"AirSVI+UN+PD+DB","0.00","16.34(12.85,19.71)","4.85(1.88,7.76)","16.86(13.55,20.06)","0.0002","1.0015",1972,2758,"0.0006","1.0027",2088,2886,"0.0002","1.0034",1932,2808,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-1.53(-1.94,-1.11)","0.0002","1.0041",1416,2426,"0.00(-0.01,0.01)","0.8325","1.0014",2920,2776,"6.12(5.18,7.04)","0.0002","1.0033",1489,2644
"C00_C97","2011_2015",10,"AirSVI+SM+PA+OB+UN","0.00","16.75(13.62,19.84)","10.04(7.26,12.83)","19.91(17.16,22.76)","0.0002","1.0011",4344,3519,"0.0002","1.0005",3857,3674,"0.0002","1.0014",3715,3426,"4.20(3.85,4.55)","0.0002","1.0025",4386,3435,"0.52(0.40,0.66)","0.0002","1.0030",4061,3611,"0.79(0.52,1.07)","0.0002","1.0007",3977,3769,"-1.92(-2.25,-1.60)","0.0002","1.0028",2734,3891,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"C00_C97","2011_2015",10,"AirSVI+SM+PA+OB+PD","0.00","11.16(8.12,14.30)","11.77(8.98,14.57)","15.64(12.66,18.66)","0.0002","1.0011",4307,3732,"0.0002","1.0007",4032,3874,"0.0002","1.0000",3490,3498,"4.07(3.72,4.43)","0.0002","1.0012",4178,3293,"0.22(0.08,0.37)","0.0035","1.0011",3483,3652,"0.82(0.52,1.11)","0.0002","1.0013",3516,3401,"",NA,"NA",NA,NA,"0.03(0.02,0.04)","0.0002","1.0008",5662,4346,"",NA,"NA",NA,NA
"C00_C97","2011_2015",10,"AirSVI+SM+PA+OB+DB","0.00","10.29(6.96,13.54)","11.78(8.94,14.61)","15.86(12.69,18.91)","0.0002","1.0000",3160,3523,"0.0002","1.0011",2979,3865,"0.0002","1.0013",2750,3495,"4.05(3.68,4.41)","0.0002","1.0020",3227,3606,"0.47(0.34,0.61)","0.0002","1.0007",2387,3506,"-0.16(-0.58,0.24)","0.4447","1.0023",2254,2973,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"2.60(1.53,3.72)","0.0002","1.0005",2242,3174
"C00_C97","2011_2015",10,"AirSVI+SM+PA+UN+PD","0.00","16.55(13.52,19.64)","8.47(5.66,11.25)","17.77(14.85,20.77)","0.0002","1.0014",2886,3571,"0.0002","1.0008",3608,4006,"0.0002","1.0012",2886,3345,"5.02(4.74,5.30)","0.0002","1.0021",2277,3190,"0.50(0.36,0.64)","0.0002","1.0020",2302,2799,"",NA,"NA",NA,NA,"-1.72(-2.03,-1.41)","0.0002","1.0001",2436,3023,"0.02(0.01,0.03)","0.0002","1.0012",4860,3302,"",NA,"NA",NA,NA
"C00_C97","2011_2015",10,"AirSVI+SM+PA+UN+DB","0.00","13.69(10.54,16.86)","8.48(5.72,11.39)","16.39(13.48,19.36)","0.0002","1.0012",3648,3697,"0.0002","1.0003",3309,3478,"0.0002","1.0021",3311,3624,"4.27(3.97,4.57)","0.0002","1.0010",3535,3223,"0.58(0.45,0.71)","0.0002","1.0006",3045,3594,"",NA,"NA",NA,NA,"-2.12(-2.45,-1.80)","0.0002","1.0006",2957,3170,"",NA,"NA",NA,NA,"3.55(2.79,4.31)","0.0002","1.0003",3218,3641
"C00_C97","2011_2015",10,"AirSVI+SM+PA+PD+DB","0.00","8.96(5.78,12.19)","10.65(7.90,13.49)","13.22(10.16,16.31)","0.0002","1.0019",3754,3645,"0.0002","1.0005",4159,4090,"0.0002","1.0009",3485,3515,"4.23(3.91,4.55)","0.0002","1.0010",4106,3573,"0.31(0.17,0.45)","0.0002","1.0022",3296,3197,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.03(0.02,0.03)","0.0002","1.0002",6178,3949,"2.58(1.80,3.37)","0.0002","1.0013",3693,3271
"C00_C97","2011_2015",10,"AirSVI+SM+OB+UN+PD","0.00","13.31(10.33,16.42)","10.40(7.70,13.19)","16.25(13.31,19.20)","0.0002","1.0012",3108,3134,"0.0002","1.0018",3005,3307,"0.0002","1.0013",2660,2844,"4.34(3.99,4.70)","0.0002","1.0005",2914,3203,"",NA,"NA",NA,NA,"1.24(0.96,1.52)","0.0002","1.0019",2448,2818,"-1.75(-2.07,-1.43)","0.0002","1.0005",2495,3269,"0.03(0.03,0.04)","0.0002","1.0007",5451,3975,"",NA,"NA",NA,NA
"C00_C97","2011_2015",10,"AirSVI+SM+OB+UN+DB","0.00","11.36(8.13,14.53)","12.09(9.40,14.78)","16.63(13.75,19.72)","0.0002","1.0010",3668,3824,"0.0002","1.0014",3691,3709,"0.0002","1.0018",3278,3600,"4.41(4.05,4.77)","0.0002","1.0037",3645,3303,"",NA,"NA",NA,NA,"0.23(-0.16,0.62)","0.2285","1.0024",2392,2514,"-1.88(-2.19,-1.56)","0.0002","1.0007",2617,3572,"",NA,"NA",NA,NA,"3.24(2.17,4.32)","0.0002","1.0009",2572,2192
"C00_C97","2011_2015",10,"AirSVI+SM+OB+PD+DB","0.00","8.16(4.97,11.52)","12.13(9.40,14.83)","13.22(10.13,16.43)","0.0002","1.0000",3504,3790,"0.0002","1.0012",3775,3631,"0.0002","1.0026",3080,3506,"4.19(3.82,4.57)","0.0002","1.0011",3555,3490,"",NA,"NA",NA,NA,"0.48(0.08,0.88)","0.0173","1.0027",2350,3099,"",NA,"NA",NA,NA,"0.03(0.03,0.04)","0.0002","1.0009",6344,3840,"1.87(0.75,2.98)","0.0006","1.0046",2302,3344
"C00_C97","2011_2015",10,"AirSVI+SM+UN+PD+DB","0.00","9.97(6.80,13.15)","9.22(6.36,12.03)","12.62(9.52,15.65)","0.0002","1.0026",2681,3381,"0.0002","1.0016",2617,3336,"0.0002","1.0027",2401,3210,"4.74(4.45,5.03)","0.0002","1.0018",2445,2965,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-1.87(-2.18,-1.55)","0.0002","1.0012",2332,2741,"0.03(0.02,0.04)","0.0002","1.0037",6220,4124,"3.92(3.19,4.66)","0.0002","1.0010",2436,3138
