ICD_Code,AAMR_Period,Lag,Model,a1s1,a1s2,a2s1,a2s2,a1s2_p,a1s2_rhat,a1s2_ess_bulk,a1s2_ess_tail,a2s1_p,a2s1_rhat,a2s1_ess_bulk,a2s1_ess_tail,a2s2_p,a2s2_rhat,a2s2_ess_bulk,a2s2_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail,UN,UN_p,UN_rhat,UN_ess_bulk,UN_ess_tail,PD,PD_p,PD_rhat,PD_ess_bulk,PD_ess_tail,DB,DB_p,DB_rhat,DB_ess_bulk,DB_ess_tail
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+UN+DB","0.00","13.08(9.95,16.14)","1.15(-1.48,3.73)","11.99(9.13,14.89)","0.0002","1.0025",1615,2168,"0.3951","1.0033",1490,2959,"0.0002","1.0024",1735,2030,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.57(-0.92,-0.23)","0.0010","1.0041",1084,2011,"",NA,"NA",NA,NA,"4.07(3.32,4.79)","0.0002","1.0088",458,1779
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+PD+DB","0.00","12.96(10.00,16.02)","4.01(1.29,6.72)","14.40(11.42,17.36)","0.0002","1.0031",1951,3007,"0.0040","1.0016",2142,3035,"0.0002","1.0025",1868,2861,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.02(-0.03,-0.01)","0.0002","1.0015",4996,3784,"3.34(2.57,4.06)","0.0002","1.0081",568,1529
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+PA+OB","0.00","5.11(2.65,7.61)","7.54(5.29,9.77)","9.18(6.90,11.57)","0.0002","1.0003",3559,4179,"0.0002","1.0010",4025,4093,"0.0002","0.9999",3502,3891,"4.68(4.40,4.96)","0.0002","1.0011",3606,3622,"-0.20(-0.32,-0.09)","0.0006","1.0003",3681,3876,"-0.14(-0.37,0.09)","0.2147","1.0007",3203,3540,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+PA+UN","0.00","8.68(6.22,11.16)","4.86(2.66,7.08)","10.26(8.02,12.60)","0.0002","1.0001",3140,3461,"0.0002","1.0010",3055,3660,"0.0002","1.0001",2789,3355,"4.91(4.70,5.12)","0.0002","1.0004",2962,3220,"-0.12(-0.24,-0.01)","0.0390","1.0011",2435,2932,"",NA,"NA",NA,NA,"-1.68(-1.94,-1.42)","0.0002","1.0005",2471,3152,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+PA+PD","0.00","4.61(2.12,7.14)","7.30(5.07,9.54)","8.44(6.10,10.81)","0.0002","1.0009",2701,3672,"0.0002","1.0028",2744,3501,"0.0002","1.0031",2521,3194,"4.65(4.42,4.87)","0.0002","1.0013",2672,2837,"-0.26(-0.38,-0.13)","0.0002","1.0019",2156,2685,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.01(0.00,0.01)","0.0277","0.9994",5532,4166,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+PA+DB","0.00","7.15(4.45,9.81)","8.12(5.85,10.38)","10.99(8.48,13.40)","0.0002","1.0004",2967,3452,"0.0002","0.9997",3115,3647,"0.0002","1.0006",2562,3161,"4.83(4.59,5.06)","0.0002","1.0033",3311,3255,"-0.22(-0.34,-0.10)","0.0006","1.0012",3006,3171,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-1.52(-2.12,-0.94)","0.0002","1.0012",2909,3488
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+OB+UN","0.00","9.19(6.71,11.63)","4.28(2.15,6.41)","10.30(8.10,12.62)","0.0002","1.0010",3911,3457,"0.0002","1.0022",3533,3818,"0.0002","1.0010",3365,3334,"4.89(4.62,5.17)","0.0002","1.0018",2885,3361,"",NA,"NA",NA,NA,"0.00(-0.22,0.23)","0.9983","1.0016",2623,3582,"-1.72(-1.98,-1.46)","0.0002","1.0017",2603,3308,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+OB+PD","0.00","5.85(3.43,8.33)","6.44(4.25,8.69)","9.03(6.58,11.59)","0.0002","1.0017",2610,2825,"0.0002","1.0000",2750,3348,"0.0002","1.0024",2291,2624,"4.67(4.39,4.96)","0.0002","1.0020",2436,3006,"",NA,"NA",NA,NA,"-0.19(-0.43,0.05)","0.1031","1.0018",2099,2603,"",NA,"NA",NA,NA,"0.00(-0.00,0.01)","0.5480","1.0014",4774,4007,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+OB+DB","0.00","8.53(5.86,11.20)","7.55(5.32,9.74)","11.80(9.29,14.29)","0.0002","1.0008",2714,3189,"0.0002","1.0016",2463,3469,"0.0002","1.0013",2451,3455,"4.57(4.29,4.86)","0.0002","0.9995",3843,3674,"",NA,"NA",NA,NA,"0.39(0.07,0.71)","0.0190","1.0017",2320,2845,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-2.23(-3.09,-1.39)","0.0002","1.0009",2584,3224
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+UN+PD","0.00","9.13(6.71,11.66)","4.15(1.86,6.40)","10.10(7.68,12.46)","0.0002","1.0003",2663,3473,"0.0015","1.0004",2525,3347,"0.0002","1.0005",2296,3547,"4.90(4.68,5.12)","0.0002","1.0025",2235,3180,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-1.71(-1.98,-1.45)","0.0002","1.0031",2225,3189,"0.00(-0.00,0.01)","0.6013","1.0006",6151,4178,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+UN+DB","0.00","10.16(7.66,12.69)","4.56(2.42,6.69)","11.13(8.83,13.49)","0.0002","1.0017",2490,3234,"0.0002","1.0016",2333,3157,"0.0002","1.0017",2306,3223,"5.00(4.77,5.23)","0.0002","1.0008",2554,3048,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-1.65(-1.92,-1.38)","0.0002","1.0015",2231,3185,"",NA,"NA",NA,NA,"-0.75(-1.37,-0.16)","0.0160","1.0027",2478,2977
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+PD+DB","0.00","7.86(5.23,10.48)","7.04(4.74,9.33)","10.85(8.27,13.54)","0.0002","1.0025",2515,3135,"0.0002","1.0024",2746,3596,"0.0002","1.0032",2294,3006,"4.78(4.54,5.02)","0.0002","1.0020",2592,3235,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.00(-0.00,0.01)","0.6901","0.9999",6125,3870,"-1.51(-2.10,-0.90)","0.0002","1.0011",2383,3113
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+PA+OB+UN","0.00","13.10(10.29,16.01)","4.13(1.45,6.73)","14.34(11.68,17.06)","0.0002","1.0003",2639,3235,"0.0035","1.0016",2598,3022,"0.0002","1.0023",2357,2594,"",NA,"NA",NA,NA,"-0.06(-0.19,0.08)","0.4093","1.0013",2282,2827,"2.51(2.30,2.71)","0.0002","1.0011",2372,3419,"-1.06(-1.36,-0.76)","0.0002","1.0015",2010,2901,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+PA+OB+PD","0.00","11.12(8.28,14.04)","6.12(3.48,8.74)","14.16(11.37,16.95)","0.0002","0.9997",2964,3560,"0.0002","1.0008",3163,3459,"0.0002","1.0015",2873,3716,"",NA,"NA",NA,NA,"-0.08(-0.22,0.06)","0.2652","1.0009",2591,2657,"2.27(2.05,2.48)","0.0002","1.0016",2730,3210,"",NA,"NA",NA,NA,"-0.00(-0.01,0.00)","0.2385","1.0001",4950,4167,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+PA+OB+DB","0.00","14.97(12.18,17.83)","8.07(5.54,10.57)","18.10(15.27,20.75)","0.0002","1.0013",3257,3651,"0.0002","1.0004",3398,3774,"0.0002","1.0016",2994,3657,"",NA,"NA",NA,NA,"-0.22(-0.35,-0.10)","0.0010","1.0024",2484,3538,"3.41(3.09,3.72)","0.0002","1.0020",2573,3499,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-4.28(-5.25,-3.34)","0.0002","1.0017",2582,3385
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+PA+UN+PD","0.00","13.86(10.90,16.75)","2.56(-0.03,5.05)","15.19(12.57,17.85)","0.0002","1.0012",2029,2736,"0.0535","1.0019",2320,2662,"0.0002","1.0035",1936,2861,"",NA,"NA",NA,NA,"-1.65(-1.98,-1.32)","0.0002","1.0055",911,1406,"",NA,"NA",NA,NA,"-1.70(-2.03,-1.35)","0.0002","1.0033",1532,2459,"-0.02(-0.03,-0.01)","0.0002","1.0014",2729,2999,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+PA+UN+DB","0.00","14.01(10.96,17.19)","-0.32(-3.02,2.41)","11.81(9.02,14.71)","0.0002","1.0030",2609,3202,"0.8400","1.0013",2454,3304,"0.0002","1.0010",2301,3114,"",NA,"NA",NA,NA,"0.34(0.20,0.48)","0.0002","1.0023",1281,2110,"",NA,"NA",NA,NA,"-0.66(-0.99,-0.34)","0.0002","1.0026",2125,2804,"",NA,"NA",NA,NA,"4.18(3.51,4.84)","0.0002","1.0021",2040,2600
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+PA+PD+DB","0.00","14.25(11.27,17.28)","2.87(0.20,5.58)","14.90(11.96,17.90)","0.0002","1.0013",2085,3268,"0.0356","1.0017",2281,3329,"0.0002","1.0014",1939,2909,"",NA,"NA",NA,NA,"0.41(0.28,0.55)","0.0002","1.0032",1303,2350,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.03(-0.03,-0.02)","0.0002","1.0009",4606,2999,"3.21(2.56,3.88)","0.0002","1.0033",1587,2638
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+OB+UN+PD","0.00","13.49(10.75,16.20)","4.33(1.80,6.98)","14.98(12.25,17.69)","0.0002","1.0019",2601,3553,"0.0023","1.0015",2598,2769,"0.0002","1.0019",2168,2746,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"2.43(2.21,2.65)","0.0002","1.0035",1489,2411,"-1.09(-1.38,-0.79)","0.0002","1.0009",1980,2882,"-0.01(-0.01,0.00)","0.0648","1.0017",5134,3944,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+OB+UN+DB","0.00","16.88(14.00,19.73)","5.40(2.91,7.87)","17.99(15.26,20.72)","0.0002","1.0017",2993,3502,"0.0002","1.0011",2830,3495,"0.0002","1.0011",2652,3489,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"3.33(3.02,3.65)","0.0002","1.0012",2205,2697,"-0.94(-1.26,-0.63)","0.0002","1.0007",2704,3257,"",NA,"NA",NA,NA,"-3.61(-4.57,-2.67)","0.0002","1.0021",2554,3142
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+OB+PD+DB","0.00","15.65(12.75,18.51)","7.22(4.65,9.74)","18.27(15.36,21.10)","0.0002","1.0013",2868,3659,"0.0002","1.0017",3109,3383,"0.0002","1.0013",2790,3379,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"3.18(2.87,3.48)","0.0002","1.0009",2361,3187,"",NA,"NA",NA,NA,"-0.00(-0.01,0.00)","0.1643","1.0007",5154,3912,"-3.95(-4.89,-3.02)","0.0002","1.0000",2633,3208
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+UN+PD+DB","0.00","14.80(11.61,17.87)","2.39(-0.46,5.18)","15.06(12.14,17.98)","0.0002","1.0138",687,1593,"0.1069","1.0037",808,2079,"0.0002","1.0079",1055,2191,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.80(-1.18,-0.42)","0.0002","1.0150",440,1610,"-0.02(-0.03,-0.02)","0.0002","1.0088",1063,2859,"3.13(2.19,4.03)","0.0002","1.0395",189,908
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+PA+OB+UN","0.00","8.67(6.19,11.26)","4.89(2.67,7.18)","10.26(7.98,12.51)","0.0002","1.0001",4139,3864,"0.0002","1.0015",3545,3420,"0.0002","1.0000",3574,3453,"4.89(4.60,5.17)","0.0002","1.0014",3847,3658,"-0.12(-0.24,-0.01)","0.0398","1.0011",3265,3294,"0.03(-0.20,0.26)","0.7526","1.0027",3456,3301,"-1.69(-1.95,-1.43)","0.0002","1.0027",3432,3783,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+PA+OB+PD","0.00","4.71(2.07,7.26)","7.25(4.89,9.50)","8.47(5.85,10.94)","0.0006","1.0010",3620,3774,"0.0002","1.0005",3847,3709,"0.0002","1.0010",3066,3572,"4.71(4.42,4.98)","0.0002","1.0015",3663,3879,"-0.24(-0.37,-0.12)","0.0002","1.0015",3108,3540,"-0.08(-0.31,0.15)","0.5030","1.0009",3475,3528,"",NA,"NA",NA,NA,"0.01(-0.00,0.01)","0.0527","1.0010",6191,4103,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+PA+OB+DB","0.00","7.88(5.18,10.51)","8.94(6.57,11.28)","12.17(9.66,14.70)","0.0002","1.0014",2925,3291,"0.0002","1.0001",2931,3258,"0.0002","1.0010",2394,3481,"4.57(4.28,4.84)","0.0002","1.0006",2513,3331,"-0.27(-0.39,-0.15)","0.0002","1.0026",2762,3414,"0.56(0.22,0.89)","0.0010","1.0021",1973,2827,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-2.56(-3.41,-1.72)","0.0002","1.0016",2012,2851
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+PA+UN+PD","0.00","8.50(6.06,11.02)","4.64(2.35,6.94)","9.84(7.48,12.21)","0.0002","1.0018",3041,3568,"0.0002","1.0024",3032,3185,"0.0002","1.0036",2620,3484,"4.95(4.73,5.18)","0.0002","1.0010",3068,3148,"-0.15(-0.27,-0.02)","0.0231","1.0020",2665,2961,"",NA,"NA",NA,NA,"-1.67(-1.94,-1.41)","0.0002","1.0005",2795,3278,"0.00(-0.00,0.01)","0.2381","1.0016",5666,3677,"",NA,"NA",NA,NA
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+PA+UN+DB","0.00","9.69(7.06,12.28)","5.20(2.99,7.54)","11.15(8.77,13.52)","0.0002","1.0006",3582,4088,"0.0002","1.0003",3619,3499,"0.0002","1.0005",3184,3687,"5.03(4.79,5.25)","0.0002","1.0008",4670,3885,"-0.13(-0.25,-0.02)","0.0231","1.0014",3039,3568,"",NA,"NA",NA,NA,"-1.61(-1.89,-1.34)","0.0002","1.0011",3090,3174,"",NA,"NA",NA,NA,"-0.78(-1.36,-0.18)","0.0098","1.0013",3854,3662
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+PA+PD+DB","0.00","6.83(4.17,9.49)","7.79(5.48,10.09)","10.36(7.91,12.87)","0.0002","1.0036",3412,3663,"0.0002","1.0002",3764,3869,"0.0002","1.0018",3197,3577,"4.88(4.64,5.12)","0.0002","1.0020",3748,3583,"-0.25(-0.37,-0.13)","0.0002","1.0003",2985,3348,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"0.01(-0.00,0.01)","0.1064","1.0004",5453,3835,"-1.47(-2.08,-0.87)","0.0002","1.0004",3731,2850
"J40_J47_J60_J70_J84_D86_C34","2011_2015",10,"AirSVI+SM+OB+UN+PD","0.00","9.12(6.78,11.47)","4.14(1.99,6.38)","10.11(7.79,12.44)","0.0002","1.0007",3182,3631,"0.0002","1.0018",2825,3254,"0.0002","1.0006",2794,3393,"4.89(4.61,5.16)","0.0002","1.0022",3002,2684,"",NA,"NA",NA,NA,"0.02(-0.21,0.24)","0.9021","1.0012",2517,3204,"-1.72(-1.98,-1.45)","0.0002","1.0004",2165,2666,"0.00(-0.00,0.01)","0.6101","1.0008",6230,4055,"",NA,"NA",NA,NA
