Model,ICD_Code,Outcome,EQI_Period,Lag,Q1,Q2,Q3,Q4,Q5
EQI_Built,C25,Pancreatic Cancer,2006_2010,10,0.0,"0.43(-0.03,0.89)","0.39(-0.10,0.87)","0.10(-0.38,0.59)","-0.11(-0.61,0.37)"
EQI_Built,C61,Prostate Cancer,2006_2010,5,0.0,"0.22(-0.20,0.63)","-0.04(-0.47,0.39)","-0.16(-0.59,0.28)","-0.56(-1.00,-0.13)**"
EQI_Built,C61,Prostate Cancer,2006_2010,10,0.0,"0.35(-0.05,0.73)","0.16(-0.27,0.56)","-0.22(-0.66,0.20)","-0.38(-0.81,0.02)"
EQI_Social,C00_C97,All-site Cancer,2000_2005,5,0.0,"-2.46(-4.50,-0.46)*","-5.81(-7.94,-3.63)***","-4.74(-7.02,-2.40)***","-3.03(-5.53,-0.60)*"
EQI_Social,C00_C97,All-site Cancer,2000_2005,10,0.0,"-0.93(-3.02,1.21)","-3.83(-5.96,-1.56)***","-5.14(-7.48,-2.85)***","-4.65(-7.23,-2.06)**"
EQI_Social,C00_C97,All-site Cancer,2000_2005,15,0.0,"-1.49(-3.52,0.55)","-4.73(-6.87,-2.62)***","-6.38(-8.64,-4.12)***","-6.10(-8.56,-3.65)***"
EQI_Social,C34,Lung Cancer,2000_2005,5,0.0,"-0.37(-1.68,0.96)","-1.29(-2.61,0.12)","-0.12(-1.64,1.38)","1.08(-0.56,2.72)"
EQI_Social,C34,Lung Cancer,2000_2005,10,0.0,"-0.19(-1.35,0.99)","-1.16(-2.43,0.07)","-0.37(-1.69,0.99)","0.17(-1.29,1.62)"
EQI_Social,C34,Lung Cancer,2000_2005,15,0.0,"-0.08(-1.10,0.89)","-1.10(-2.14,0.03)","-0.64(-1.73,0.44)","-0.46(-1.68,0.76)"
EQI_Social,C18_C21,Colorectal Cancer,2000_2005,5,0.0,"-0.47(-1.09,0.15)","-0.92(-1.58,-0.28)**","-0.85(-1.52,-0.17)*","-0.63(-1.40,0.10)"
EQI_Social,C18_C21,Colorectal Cancer,2000_2005,10,0.0,"-1.81(-2.38,-1.24)***","-1.98(-2.56,-1.38)***","-1.97(-2.58,-1.35)***","-1.96(-2.63,-1.28)***"
EQI_Social,C18_C21,Colorectal Cancer,2000_2005,15,0.0,"-1.00(-1.57,-0.44)***","-1.20(-1.78,-0.62)***","-1.50(-2.10,-0.91)***","-1.54(-2.20,-0.89)***"
EQI_Social,C50,Breast Cancer,2000_2005,5,0.0,"-0.69(-1.16,-0.19)**","-0.49(-1.00,0.03)","-0.25(-0.77,0.29)","0.09(-0.51,0.70)"
EQI_Social,C50,Breast Cancer,2000_2005,10,0.0,"-0.42(-0.85,0.00)","-0.68(-1.13,-0.24)**","-0.60(-1.06,-0.13)*","-0.32(-0.87,0.21)"
EQI_Social,C50,Breast Cancer,2000_2005,15,0.0,"-0.47(-0.88,-0.05)*","-0.69(-1.12,-0.27)**","-0.64(-1.09,-0.18)**","-0.39(-0.89,0.13)"
EQI_Social,C25,Pancreatic Cancer,2000_2005,5,0.0,"0.25(-0.17,0.67)","0.15(-0.29,0.58)","0.55(0.09,1.01)*","1.06(0.53,1.57)***"
EQI_Social,C25,Pancreatic Cancer,2000_2005,10,0.0,"-0.47(-0.87,-0.07)*","-0.39(-0.81,0.02)","-0.42(-0.88,0.03)","-0.10(-0.60,0.40)"
EQI_Social,C25,Pancreatic Cancer,2000_2005,15,0.0,"-0.21(-0.63,0.22)","-0.25(-0.68,0.20)","0.18(-0.30,0.65)","0.48(-0.04,1.01)"
EQI_Social,C61,Prostate Cancer,2000_2005,5,0.0,"-0.47(-0.92,-0.04)*","-0.66(-1.11,-0.21)**","-0.48(-0.98,0.01)","-0.70(-1.27,-0.17)**"
EQI_Social,C61,Prostate Cancer,2000_2005,10,0.0,"-0.12(-0.50,0.28)","-0.60(-1.01,-0.19)**","-0.23(-0.67,0.20)","-0.26(-0.74,0.22)"
EQI_Social,C61,Prostate Cancer,2000_2005,15,0.0,"-0.29(-0.65,0.08)","-0.62(-0.99,-0.23)***","-0.54(-0.95,-0.13)**","-0.47(-0.93,-0.02)*"
EQI_Social,C00_C97,All-site Cancer,2006_2010,5,0.0,"-2.43(-4.37,-0.45)*","-2.29(-4.47,-0.09)*","-3.03(-5.48,-0.60)*","-4.13(-6.83,-1.51)**"
EQI_Social,C00_C97,All-site Cancer,2006_2010,10,0.0,"-0.85(-2.60,0.93)","0.29(-1.75,2.35)","1.58(-0.54,3.73)","0.11(-2.41,2.54)"
EQI_Social,C34,Lung Cancer,2006_2010,5,0.0,"-1.75(-2.89,-0.64)**","-2.73(-3.99,-1.47)***","-3.77(-5.14,-2.42)***","-5.39(-6.94,-3.81)***"
EQI_Social,C34,Lung Cancer,2006_2010,10,0.0,"-0.72(-1.62,0.16)","-0.52(-1.54,0.54)","-1.46(-2.61,-0.30)*","-2.55(-3.79,-1.29)***"
EQI_Social,C18_C21,Colorectal Cancer,2006_2010,5,0.0,"-0.72(-1.24,-0.20)**","-0.39(-1.00,0.19)","-0.67(-1.35,-0.02)*","-1.62(-2.34,-0.90)***"
EQI_Social,C18_C21,Colorectal Cancer,2006_2010,10,0.0,"-0.52(-1.04,0.00)","0.02(-0.56,0.61)","-0.03(-0.68,0.64)","-1.96(-2.65,-1.26)***"
EQI_Social,C50,Breast Cancer,2006_2010,5,0.0,"-1.38(-1.81,-0.95)***","-1.55(-2.03,-1.07)***","-2.78(-3.31,-2.25)***","-4.23(-4.79,-3.67)***"
EQI_Social,C50,Breast Cancer,2006_2010,10,0.0,"-0.97(-1.36,-0.60)***","-1.63(-2.09,-1.20)***","-2.38(-2.87,-1.90)***","-3.60(-4.14,-3.08)***"
EQI_Social,C25,Pancreatic Cancer,2006_2010,5,0.0,"-1.05(-1.44,-0.66)***","-1.12(-1.55,-0.67)***","-1.96(-2.45,-1.47)***","-3.36(-3.87,-2.83)***"
EQI_Social,C25,Pancreatic Cancer,2006_2010,10,0.0,"-0.90(-1.30,-0.50)***","-1.02(-1.46,-0.56)***","-1.89(-2.36,-1.39)***","-2.76(-3.28,-2.25)***"
EQI_Social,C61,Prostate Cancer,2006_2010,5,0.0,"-0.49(-0.84,-0.12)**","-0.51(-0.91,-0.10)*","-0.80(-1.24,-0.33)**","-2.19(-2.64,-1.72)***"
EQI_Social,C61,Prostate Cancer,2006_2010,10,0.0,"-0.44(-0.79,-0.09)*","-0.62(-0.99,-0.22)**","-0.73(-1.17,-0.30)**","-1.50(-1.98,-1.03)***"
