Model,ICD_Code,Outcome,EQI_Period,Lag,Q1,Q2,Q3,Q4,Q5
RUCC1_EQI,C18_C21,Colorectal Cancer,2000_2005,5,0.0,"1.26(0.20,2.40)*","2.21(1.17,3.20)***","2.92(1.90,3.90)***","2.24(1.21,3.24)***"
RUCC1_EQI,C18_C21,Colorectal Cancer,2000_2005,10,0.0,"0.61(-0.37,1.60)","1.06(0.13,1.97)*","1.03(0.13,1.93)*","0.43(-0.49,1.34)"
RUCC1_EQI,C50,Breast Cancer,2000_2005,5,0.0,"1.05(0.10,2.00)*","1.31(0.45,2.16)**","2.36(1.49,3.23)***","2.73(1.85,3.60)***"
RUCC1_EQI,C50,Breast Cancer,2000_2005,10,0.0,"1.17(0.29,2.05)*","1.58(0.75,2.35)***","2.28(1.46,3.06)***","2.56(1.73,3.36)***"
RUCC1_EQI,C61,Prostate Cancer,2000_2005,5,0.0,"-0.07(-0.87,0.75)","0.66(-0.09,1.44)","0.49(-0.20,1.22)","0.18(-0.54,0.92)"
RUCC1_EQI,C61,Prostate Cancer,2000_2005,10,0.0,"-0.29(-1.09,0.47)","0.09(-0.66,0.80)","0.26(-0.48,0.99)","0.01(-0.73,0.73)"
RUCC1_EQI,C15_C26,Digestive System Cancer,2000_2005,5,0.0,"3.19(1.10,5.28)**","3.36(1.45,5.26)**","4.81(2.87,6.69)***","5.18(3.32,7.13)***"
RUCC1_EQI,C15_C26,Digestive System Cancer,2000_2005,10,0.0,"0.96(-1.32,3.14)","1.66(-0.47,3.76)","2.09(-0.10,4.12)","1.85(-0.37,3.98)"
RUCC1_EQI,C00_C97,All-site Cancer,2006_2010,5,0.0,"8.33(4.96,11.67)***","7.43(3.86,10.89)***","7.70(4.24,10.92)***","8.40(5.16,11.84)***"
RUCC1_EQI,C00_C97,All-site Cancer,2006_2010,10,0.0,"7.60(4.44,11.28)***","5.98(2.87,9.54)***","7.04(3.80,10.75)***","9.01(5.73,12.45)***"
RUCC1_EQI,C34,Lung Cancer,2006_2010,5,0.0,"2.52(0.64,4.33)**","2.31(0.43,4.20)*","3.15(1.30,5.02)**","3.35(1.43,5.24)***"
RUCC1_EQI,C34,Lung Cancer,2006_2010,10,0.0,"1.59(-0.11,3.30)","1.77(0.01,3.48)*","2.73(1.01,4.45)**","3.30(1.58,5.03)***"
RUCC1_EQI,C18_C21,Colorectal Cancer,2006_2010,5,0.0,"-0.09(-1.00,0.81)","-0.03(-0.93,0.91)","0.05(-0.87,0.98)","-0.18(-1.09,0.76)"
RUCC1_EQI,C18_C21,Colorectal Cancer,2006_2010,10,0.0,"0.07(-0.83,0.98)","0.01(-0.90,0.89)","0.01(-0.89,0.89)","0.14(-0.76,1.01)"
RUCC1_EQI,C50,Breast Cancer,2006_2010,5,0.0,"0.77(-0.09,1.64)","0.48(-0.37,1.32)","0.57(-0.28,1.41)","0.33(-0.55,1.20)"
RUCC1_EQI,C50,Breast Cancer,2006_2010,10,0.0,"0.23(-0.52,1.03)","0.06(-0.69,0.83)","-0.03(-0.79,0.75)","0.04(-0.72,0.81)"
RUCC1_EQI,C61,Prostate Cancer,2006_2010,5,0.0,"0.24(-0.43,0.93)","-0.13(-0.80,0.55)","-0.10(-0.75,0.57)","-0.30(-0.97,0.37)"
RUCC1_EQI,C61,Prostate Cancer,2006_2010,10,0.0,"0.26(-0.35,0.88)","-0.15(-0.76,0.46)","-0.20(-0.82,0.42)","-0.36(-0.97,0.24)"
RUCC1_EQI,C15_C26,Digestive System Cancer,2006_2010,5,0.0,"1.16(-0.31,2.69)","0.86(-0.63,2.35)","0.68(-0.83,2.17)","0.37(-1.14,1.87)"
RUCC1_EQI,C15_C26,Digestive System Cancer,2006_2010,10,0.0,"0.48(-0.97,1.98)","-0.04(-1.45,1.38)","0.36(-1.05,1.79)","0.48(-0.93,1.94)"
RUCC2_EQI,C00_C97,All-site Cancer,2000_2005,5,0.0,"1.76(-4.47,8.19)","7.63(2.18,12.80)***","6.33(1.26,11.61)*","6.70(1.06,12.11)*"
RUCC2_EQI,C00_C97,All-site Cancer,2000_2005,10,0.0,"1.58(-3.82,7.34)","6.60(1.93,11.57)**","5.30(0.43,10.35)*","4.12(-0.80,9.19)"
RUCC2_EQI,C34,Lung Cancer,2000_2005,5,0.0,"3.57(-0.39,7.59)","6.38(2.72,10.10)**","6.24(2.48,9.85)**","3.50(-0.40,7.39)"
RUCC2_EQI,C34,Lung Cancer,2000_2005,10,0.0,"3.68(0.35,6.96)*","6.28(3.01,9.41)***","5.86(2.57,9.07)**","3.10(-0.43,6.60)"
RUCC2_EQI,C18_C21,Colorectal Cancer,2000_2005,5,0.0,"0.67(-1.31,2.76)","0.45(-1.45,2.46)","-0.43(-2.35,1.55)","-0.40(-2.29,1.62)"
RUCC2_EQI,C18_C21,Colorectal Cancer,2000_2005,10,0.0,"1.76(0.09,3.44)*","1.69(0.02,3.34)*","0.49(-1.19,2.22)","0.10(-1.61,1.83)"
RUCC2_EQI,C50,Breast Cancer,2000_2005,5,0.0,"0.98(-0.72,2.67)","1.04(-0.49,2.61)","0.85(-0.67,2.38)","0.36(-1.13,1.90)"
RUCC2_EQI,C50,Breast Cancer,2000_2005,10,0.0,"0.03(-1.77,1.79)","0.22(-1.48,1.89)","0.40(-1.32,2.09)","0.35(-1.34,2.03)"
RUCC2_EQI,C61,Prostate Cancer,2000_2005,5,0.0,"-0.07(-1.54,1.34)","0.29(-1.10,1.67)","-0.79(-2.21,0.64)","-0.52(-2.01,0.94)"
RUCC2_EQI,C61,Prostate Cancer,2000_2005,10,0.0,"-0.02(-1.49,1.45)","-0.10(-1.50,1.29)","-0.51(-1.94,0.91)","-0.06(-1.51,1.39)"
RUCC2_EQI,C15_C26,Digestive System Cancer,2000_2005,5,0.0,"0.40(-2.72,3.42)","-1.17(-3.92,1.70)","-2.33(-5.14,0.41)","-2.20(-5.09,0.63)"
RUCC2_EQI,C15_C26,Digestive System Cancer,2000_2005,10,0.0,"0.42(-2.04,2.83)","0.17(-2.30,2.63)","-1.93(-4.38,0.66)","-2.46(-5.01,0.27)"
RUCC2_EQI,C00_C97,All-site Cancer,2006_2010,5,0.0,"1.91(-2.34,6.15)","5.29(1.06,9.57)**","3.03(-1.95,7.84)","1.77(-2.81,6.67)"
RUCC2_EQI,C00_C97,All-site Cancer,2006_2010,10,0.0,"3.40(-0.67,7.56)","4.15(-0.12,7.92)","3.04(-1.27,8.00)","3.15(-1.74,7.66)"
RUCC2_EQI,C34,Lung Cancer,2006_2010,5,0.0,"-0.55(-3.07,1.91)","0.31(-2.29,2.86)","-0.19(-3.09,2.59)","0.41(-2.76,3.49)"
RUCC2_EQI,C34,Lung Cancer,2006_2010,10,0.0,"1.39(-0.75,3.50)","1.87(-0.36,4.07)","1.51(-1.02,3.96)","2.29(-0.43,4.97)"
RUCC2_EQI,C18_C21,Colorectal Cancer,2006_2010,5,0.0,"-0.22(-1.43,1.01)","0.38(-0.79,1.60)","-0.17(-1.48,1.21)","-0.31(-1.69,1.11)"
RUCC2_EQI,C18_C21,Colorectal Cancer,2006_2010,10,0.0,"0.30(-0.97,1.57)","0.59(-0.67,1.89)","0.14(-1.20,1.52)","0.98(-0.48,2.51)"
RUCC2_EQI,C50,Breast Cancer,2006_2010,5,0.0,"-0.49(-1.65,0.68)","-0.15(-1.30,1.06)","-0.28(-1.47,0.93)","-0.48(-1.77,0.81)"
RUCC2_EQI,C50,Breast Cancer,2006_2010,10,0.0,"0.29(-0.81,1.34)","-0.73(-1.77,0.34)","-0.18(-1.30,0.95)","-0.86(-2.01,0.30)"
RUCC2_EQI,C61,Prostate Cancer,2006_2010,5,0.0,"0.02(-0.91,1.00)","0.31(-0.66,1.31)","-0.12(-1.17,0.94)","0.21(-0.91,1.32)"
RUCC2_EQI,C61,Prostate Cancer,2006_2010,10,0.0,"-0.55(-1.48,0.37)","-0.46(-1.46,0.48)","-0.52(-1.57,0.49)","-0.48(-1.58,0.58)"
RUCC2_EQI,C15_C26,Digestive System Cancer,2006_2010,5,0.0,"-0.16(-2.14,1.78)","0.52(-1.48,2.56)","0.88(-1.35,3.06)","0.62(-1.61,2.94)"
RUCC2_EQI,C15_C26,Digestive System Cancer,2006_2010,10,0.0,"1.29(-0.86,3.44)","1.51(-0.57,3.72)","0.75(-1.60,3.11)","1.92(-0.49,4.42)"
RUCC3_EQI,C00_C97,All-site Cancer,2000_2005,5,0.0,"5.64(2.29,9.17)***","4.23(0.45,8.07)*","5.94(2.44,9.89)**","7.87(2.85,12.87)***"
RUCC3_EQI,C00_C97,All-site Cancer,2000_2005,10,0.0,"4.84(1.47,8.41)**","4.24(0.57,7.85)*","6.34(2.46,10.18)***","6.88(2.00,11.85)**"
RUCC3_EQI,C34,Lung Cancer,2000_2005,5,0.0,"3.89(1.91,5.96)***","2.92(0.67,5.14)*","2.84(0.39,5.25)*","2.15(-0.94,5.23)"
RUCC3_EQI,C34,Lung Cancer,2000_2005,10,0.0,"4.04(2.16,5.90)***","1.84(-0.27,3.84)","2.08(-0.15,4.31)","0.74(-2.11,3.60)"
RUCC3_EQI,C18_C21,Colorectal Cancer,2000_2005,5,0.0,"0.77(-0.27,1.80)","0.99(-0.15,2.11)","0.69(-0.50,1.88)","-0.35(-1.88,1.18)"
RUCC3_EQI,C18_C21,Colorectal Cancer,2000_2005,10,0.0,"0.38(-0.68,1.45)","-0.22(-1.32,0.86)","-0.08(-1.26,1.12)","-0.28(-1.77,1.24)"
RUCC3_EQI,C50,Breast Cancer,2000_2005,5,0.0,"1.00(0.10,1.89)*","1.03(0.11,1.93)*","1.19(0.22,2.15)*","1.25(-0.09,2.55)"
RUCC3_EQI,C50,Breast Cancer,2000_2005,10,0.0,"0.51(-0.22,1.28)","0.50(-0.29,1.31)","0.27(-0.59,1.11)","0.53(-0.57,1.70)"
RUCC3_EQI,C61,Prostate Cancer,2000_2005,5,0.0,"-0.42(-1.27,0.44)","-0.38(-1.29,0.53)","-0.73(-1.69,0.23)","-1.00(-2.26,0.26)"
RUCC3_EQI,C61,Prostate Cancer,2000_2005,10,0.0,"0.44(-0.30,1.18)","0.11(-0.69,0.92)","-0.07(-0.97,0.78)","0.44(-0.77,1.62)"
RUCC3_EQI,C15_C26,Digestive System Cancer,2000_2005,5,0.0,"-0.50(-2.20,1.19)","-0.29(-2.15,1.63)","-0.52(-2.43,1.38)","-0.08(-2.53,2.42)"
RUCC3_EQI,C15_C26,Digestive System Cancer,2000_2005,10,0.0,"0.33(-1.29,1.94)","-0.89(-2.58,0.81)","-0.31(-2.09,1.49)","-0.72(-3.11,1.73)"
RUCC3_EQI,C00_C97,All-site Cancer,2006_2010,5,0.0,"5.31(1.81,8.81)***","4.68(0.83,8.52)*","2.19(-1.83,6.09)","0.24(-4.10,4.74)"
RUCC3_EQI,C00_C97,All-site Cancer,2006_2010,10,0.0,"5.23(2.17,8.45)**","4.17(0.61,7.47)*","0.58(-2.94,4.22)","-0.17(-4.23,4.26)"
RUCC3_EQI,C34,Lung Cancer,2006_2010,5,0.0,"2.58(0.54,4.70)*","1.29(-0.79,3.49)","1.66(-0.68,4.01)","-0.37(-3.11,2.41)"
RUCC3_EQI,C34,Lung Cancer,2006_2010,10,0.0,"1.11(-0.69,2.93)","1.28(-0.57,3.13)","-0.08(-2.16,2.16)","-1.76(-4.14,0.72)"
RUCC3_EQI,C18_C21,Colorectal Cancer,2006_2010,5,0.0,"0.98(-0.04,2.00)","0.53(-0.51,1.54)","-0.25(-1.32,0.88)","0.19(-1.06,1.47)"
RUCC3_EQI,C18_C21,Colorectal Cancer,2006_2010,10,0.0,"0.10(-0.88,1.12)","-0.01(-1.03,1.00)","0.13(-0.95,1.26)","-0.25(-1.42,0.92)"
RUCC3_EQI,C50,Breast Cancer,2006_2010,5,0.0,"-0.35(-1.19,0.46)","0.17(-0.67,0.98)","-0.05(-0.94,0.86)","-0.73(-1.69,0.24)"
RUCC3_EQI,C50,Breast Cancer,2006_2010,10,0.0,"0.43(-0.34,1.17)","0.39(-0.42,1.18)","0.36(-0.49,1.19)","0.46(-0.49,1.39)"
RUCC3_EQI,C61,Prostate Cancer,2006_2010,5,0.0,"-0.07(-0.89,0.74)","-0.35(-1.15,0.44)","-0.63(-1.50,0.24)","-0.33(-1.35,0.69)"
RUCC3_EQI,C61,Prostate Cancer,2006_2010,10,0.0,"-0.07(-0.88,0.74)","-0.42(-1.24,0.40)","-0.64(-1.50,0.23)","-0.94(-1.89,0.02)"
RUCC3_EQI,C15_C26,Digestive System Cancer,2006_2010,5,0.0,"1.54(-0.10,3.19)","1.67(-0.09,3.44)","0.66(-1.19,2.47)","0.17(-1.94,2.25)"
RUCC3_EQI,C15_C26,Digestive System Cancer,2006_2010,10,0.0,"0.76(-0.97,2.46)","1.50(-0.22,3.24)","0.52(-1.38,2.43)","0.61(-1.55,2.65)"
RUCC4_EQI,C00_C97,All-site Cancer,2000_2005,5,0.0,"2.35(-2.20,6.84)","2.74(-2.36,7.72)","6.68(0.12,13.48)*","2.45(-5.60,11.28)"
RUCC4_EQI,C00_C97,All-site Cancer,2000_2005,10,0.0,"4.50(-0.45,9.33)","5.13(0.00,10.96)","6.06(-0.41,13.00)","1.44(-7.45,9.88)"
RUCC4_EQI,C34,Lung Cancer,2000_2005,5,0.0,"1.24(-1.87,4.33)","-0.70(-4.24,2.88)","-0.59(-5.70,4.48)","-1.61(-9.73,6.20)"
RUCC4_EQI,C34,Lung Cancer,2000_2005,10,0.0,"3.64(0.65,6.61)*","1.05(-2.61,4.58)","0.26(-4.98,5.36)","0.21(-8.05,8.29)"
RUCC4_EQI,C18_C21,Colorectal Cancer,2000_2005,5,0.0,"0.86(-1.10,2.82)","1.63(-0.64,3.96)","-0.94(-4.32,2.48)","-1.65(-8.13,5.05)"
RUCC4_EQI,C18_C21,Colorectal Cancer,2000_2005,10,0.0,"-0.28(-2.09,1.54)","-0.96(-3.15,1.24)","-0.51(-3.74,2.61)","-0.23(-6.91,6.58)"
RUCC4_EQI,C50,Breast Cancer,2000_2005,5,0.0,"1.52(-0.15,3.18)","1.71(-0.35,3.79)","0.36(-2.82,3.46)","2.26(-4.53,9.11)"
RUCC4_EQI,C50,Breast Cancer,2000_2005,10,0.0,"0.96(-0.68,2.57)","0.24(-1.69,2.29)","-0.94(-3.98,2.15)","-0.33(-6.83,6.00)"
RUCC4_EQI,C61,Prostate Cancer,2000_2005,5,0.0,"0.67(-0.88,2.28)","0.26(-1.65,2.15)","-1.04(-3.88,1.81)","-1.14(-7.09,4.92)"
RUCC4_EQI,C61,Prostate Cancer,2000_2005,10,0.0,"1.93(0.33,3.49)*","0.48(-1.41,2.33)","-1.02(-3.87,1.95)","0.03(-6.21,6.49)"
RUCC4_EQI,C15_C26,Digestive System Cancer,2000_2005,5,0.0,"1.01(-1.56,3.73)","3.29(0.25,6.33)*","2.82(-1.48,7.06)","-0.34(-7.98,7.49)"
RUCC4_EQI,C15_C26,Digestive System Cancer,2000_2005,10,0.0,"2.35(-0.26,5.02)","3.77(0.84,6.80)**","1.87(-2.34,6.22)","-0.09(-7.25,7.44)"
RUCC4_EQI,C00_C97,All-site Cancer,2006_2010,5,0.0,"-1.24(-6.95,4.09)","3.11(-2.36,8.79)","2.82(-3.61,9.45)","0.67(-5.16,6.70)"
RUCC4_EQI,C00_C97,All-site Cancer,2006_2010,10,0.0,"5.23(0.71,9.70)*","2.25(-3.04,7.58)","-0.99(-6.57,4.64)","-6.74(-12.51,-0.98)*"
RUCC4_EQI,C34,Lung Cancer,2006_2010,5,0.0,"0.90(-2.58,4.45)","-0.35(-4.73,4.04)","0.10(-4.25,4.66)","-1.06(-6.03,3.92)"
RUCC4_EQI,C34,Lung Cancer,2006_2010,10,0.0,"3.10(-0.25,6.37)","1.29(-2.46,4.97)","3.43(-0.85,7.47)","1.64(-3.00,6.25)"
RUCC4_EQI,C18_C21,Colorectal Cancer,2006_2010,5,0.0,"-1.23(-3.34,1.00)","-1.36(-3.90,1.09)","-1.86(-4.50,0.77)","-0.30(-3.21,2.62)"
RUCC4_EQI,C18_C21,Colorectal Cancer,2006_2010,10,0.0,"-1.12(-3.46,1.10)","-0.98(-3.60,1.76)","-2.76(-5.53,0.15)","-3.77(-6.91,-0.60)*"
RUCC4_EQI,C50,Breast Cancer,2006_2010,5,0.0,"-0.31(-2.19,1.58)","-0.45(-2.70,1.82)","-2.03(-4.40,0.24)","-2.43(-5.02,0.15)"
RUCC4_EQI,C50,Breast Cancer,2006_2010,10,0.0,"-1.75(-3.62,0.14)","-1.23(-3.51,1.02)","-1.72(-4.12,0.74)","-2.48(-5.04,0.12)"
RUCC4_EQI,C61,Prostate Cancer,2006_2010,5,0.0,"0.33(-1.44,2.12)","-1.06(-3.22,1.03)","-1.92(-4.13,0.19)","-2.19(-4.65,0.31)"
RUCC4_EQI,C61,Prostate Cancer,2006_2010,10,0.0,"0.30(-1.52,2.10)","-1.64(-3.74,0.44)","-1.33(-3.68,0.95)","-1.47(-4.01,1.06)"
RUCC4_EQI,C15_C26,Digestive System Cancer,2006_2010,5,0.0,"-3.20(-6.14,-0.11)*","-2.18(-5.70,1.18)","-1.48(-4.94,2.12)","-1.03(-5.10,3.16)"
RUCC4_EQI,C15_C26,Digestive System Cancer,2006_2010,10,0.0,"1.75(-1.28,4.73)","-0.19(-3.76,3.20)","-1.84(-5.42,1.70)","-6.74(-10.55,-2.92)**"
