ICD_Code,AAMR_Period,Lag,Model,A,B,C,D,B_p,B_rhat,B_ess_bulk,B_ess_tail,C_p,C_rhat,C_ess_bulk,C_ess_tail,D_p,D_rhat,D_ess_bulk,D_ess_tail,SM,SM_p,SM_rhat,SM_ess_bulk,SM_ess_tail,PA,PA_p,PA_rhat,PA_ess_bulk,PA_ess_tail,OB,OB_p,OB_rhat,OB_ess_bulk,OB_ess_tail,UN,UN_p,UN_rhat,UN_ess_bulk,UN_ess_tail,PD,PD_p,PD_rhat,PD_ess_bulk,PD_ess_tail,DB,DB_p,DB_rhat,DB_ess_bulk,DB_ess_tail
N00_N29_C64_C65,2006_2010,5,SVI+SM+UN,0.00,"2.02(1.34,2.67)","3.89(3.11,4.64)","8.37(7.40,9.31)",0.0002,1.0011,2124,2901,0.0002,1.0002,1739,2380,0.0002,1.0017,1781,2682,"0.40(0.32,0.47)",0.0002,1.0028,2002,3021,,NA,NA,NA,NA,,NA,NA,NA,NA,"-0.39(-0.47,-0.32)",0.0002,1.0015,2101,3096,,NA,NA,NA,NA,,NA,NA,NA,NA
"N00_N29_C64_C65","2011_2015",10,"SVI+SM+UN","0.00","1.98(1.36,2.62)","3.94(3.24,4.67)","7.66(6.73,8.60)","0.0002","1.0058",2313,2948,"0.0002","1.0068",1879,2646,"0.0002","1.0062",1901,2966,"0.44(0.37,0.51)","0.0002","1.0013",2745,3376,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.40(-0.48,-0.33)","0.0002","1.0025",1884,3072,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2016_2020",15,"SVI+SM+UN","0.00","2.43(1.80,3.04)","4.45(3.72,5.18)","9.21(8.29,10.10)","0.0002","1.0002",2422,3225,"0.0002","1.0002",1914,3028,"0.0002","1.0005",1969,2940,"0.57(0.50,0.64)","0.0002","1.0010",2197,3082,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.42(-0.51,-0.32)","0.0002","1.0015",1824,3061,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
"N00_N29_C64_C65","2021_2024",20,"SVI+SM+UN","0.00","1.86(1.10,2.65)","4.23(3.30,5.16)","9.92(8.80,11.10)","0.0002","1.0012",2634,3314,"0.0002","1.0022",2033,3023,"0.0002","1.0022",1884,2993,"0.69(0.61,0.78)","0.0002","1.0003",2848,3022,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA,"-0.24(-0.37,-0.12)","0.0002","1.0023",2015,2630,"",NA,"NA",NA,NA,"",NA,"NA",NA,NA
