ICD_Code,EQI_Period,AAMR_Period,Lag,Quintile,MRR_mean,MRR_lower,MRR_upper,pct_diff,p
C18_C21,2000_2005,2006_2010,5,Q2,1.2966,1.237,1.3564,29.6596,0.0002
C18_C21,2000_2005,2006_2010,5,Q3,1.3518,1.2905,1.4164,35.1764,0.0002
C18_C21,2000_2005,2006_2010,5,Q4,1.3732,1.3092,1.4396,37.3229,0.0002
C18_C21,2000_2005,2006_2010,5,Q5,1.3701,1.3037,1.4396,37.0075,0.0002
"C18_C21","2000_2005","2011_2015",10,"Q2",1.2554,1.1993,1.3116,25.5417,"0.0002"
"C18_C21","2000_2005","2011_2015",10,"Q3",1.257,1.2009,1.3128,25.7044,"0.0002"
"C18_C21","2000_2005","2011_2015",10,"Q4",1.2797,1.2228,1.3389,27.972,"0.0002"
"C18_C21","2000_2005","2011_2015",10,"Q5",1.2801,1.2204,1.3412,28.0079,"0.0002"
"C18_C21","2000_2005","2016_2020",15,"Q2",1.2977,1.2394,1.3624,29.7735,"0.0002"
"C18_C21","2000_2005","2016_2020",15,"Q3",1.2708,1.2152,1.3322,27.0793,"0.0002"
"C18_C21","2000_2005","2016_2020",15,"Q4",1.2792,1.2208,1.3409,27.922,"0.0002"
"C18_C21","2000_2005","2016_2020",15,"Q5",1.2709,1.2105,1.3337,27.0924,"0.0002"
