ICD_Code,EQI_Period,AAMR_Period,Lag,Quintile,MRR_mean,MRR_lower,MRR_upper,pct_diff,p
C82_C85,2000_2005,2006_2010,5,Q2,1.6202,1.4996,1.7578,62.0154,0.0002
C82_C85,2000_2005,2006_2010,5,Q3,1.8811,1.7375,2.045,88.1056,0.0002
C82_C85,2000_2005,2006_2010,5,Q4,1.998,1.8416,2.1694,99.8004,0.0002
C82_C85,2000_2005,2006_2010,5,Q5,2.1004,1.9326,2.2875,110.0386,0.0002
"C82_C85","2000_2005","2011_2015",10,"Q2",1.4764,1.3667,1.5974,47.6383,"0.0002"
"C82_C85","2000_2005","2011_2015",10,"Q3",1.8017,1.6683,1.9523,80.1665,"0.0002"
"C82_C85","2000_2005","2011_2015",10,"Q4",2.0013,1.8476,2.1687,100.1345,"0.0002"
"C82_C85","2000_2005","2011_2015",10,"Q5",2.0297,1.8688,2.209,102.9699,"0.0002"
"C82_C85","2000_2005","2016_2020",15,"Q2",1.5971,1.4775,1.7334,59.7113,"0.0002"
"C82_C85","2000_2005","2016_2020",15,"Q3",1.8577,1.7166,2.0118,85.7744,"0.0002"
"C82_C85","2000_2005","2016_2020",15,"Q4",1.9974,1.8398,2.1713,99.7376,"0.0002"
"C82_C85","2000_2005","2016_2020",15,"Q5",2.0705,1.9059,2.258,107.0545,"0.0002"
