ICD_Code,EQI_Period,AAMR_Period,Lag,Quintile,MRR_mean,MRR_lower,MRR_upper,pct_diff,p
C91_C95,2000_2005,2006_2010,5,Q2,1.5965,1.4891,1.7157,59.653,0.0002
C91_C95,2000_2005,2006_2010,5,Q3,1.7367,1.6129,1.8645,73.6671,0.0002
C91_C95,2000_2005,2006_2010,5,Q4,1.8621,1.7337,2.0051,86.2061,0.0002
C91_C95,2000_2005,2006_2010,5,Q5,1.9992,1.854,2.161,99.9205,0.0002
"C91_C95","2000_2005","2011_2015",10,"Q2",1.5724,1.4629,1.6921,57.2412,"0.0002"
"C91_C95","2000_2005","2011_2015",10,"Q3",1.7419,1.6208,1.8747,74.1916,"0.0002"
"C91_C95","2000_2005","2011_2015",10,"Q4",1.875,1.7427,2.027,87.502,"0.0002"
"C91_C95","2000_2005","2011_2015",10,"Q5",1.9623,1.8163,2.1224,96.2331,"0.0002"
"C91_C95","2000_2005","2016_2020",15,"Q2",1.5671,1.4566,1.6935,56.7071,"0.0002"
"C91_C95","2000_2005","2016_2020",15,"Q3",1.798,1.6723,1.9362,79.8014,"0.0002"
"C91_C95","2000_2005","2016_2020",15,"Q4",1.947,1.8091,2.1009,94.6962,"0.0002"
"C91_C95","2000_2005","2016_2020",15,"Q5",1.9734,1.8268,2.1345,97.3359,"0.0002"
