ICD_Code,EQI_Period,AAMR_Period,Lag,Quintile,MRR_mean,MRR_lower,MRR_upper,pct_diff,p
C56,2000_2005,2006_2010,5,Q2,1.6223,1.4678,1.7943,62.234,0.0002
C56,2000_2005,2006_2010,5,Q3,2.0109,1.816,2.2369,101.0949,0.0002
C56,2000_2005,2006_2010,5,Q4,2.3536,2.1247,2.6312,135.3554,0.0002
C56,2000_2005,2006_2010,5,Q5,2.5547,2.2897,2.8689,155.4715,0.0002
"C56","2000_2005","2011_2015",10,"Q2",1.554,1.4148,1.7082,55.398,"0.0002"
"C56","2000_2005","2011_2015",10,"Q3",1.9595,1.774,2.1716,95.9545,"0.0002"
"C56","2000_2005","2011_2015",10,"Q4",2.3249,2.1044,2.5913,132.4937,"0.0002"
"C56","2000_2005","2011_2015",10,"Q5",2.4402,2.1968,2.7317,144.0243,"0.0002"
"C56","2000_2005","2016_2020",15,"Q2",1.5979,1.4452,1.7762,59.7917,"0.0002"
"C56","2000_2005","2016_2020",15,"Q3",2.0026,1.8051,2.227,100.2636,"0.0002"
"C56","2000_2005","2016_2020",15,"Q4",2.2931,2.0578,2.5729,129.3092,"0.0002"
"C56","2000_2005","2016_2020",15,"Q5",2.5172,2.2446,2.8373,151.7203,"0.0002"
