ICD_Code,EQI_Period,AAMR_Period,Lag,Quintile,MRR_mean,MRR_lower,MRR_upper,pct_diff,p
F03,2000_2005,2006_2010,5,Q1,1,1,1,0,NA
F03,2000_2005,2006_2010,5,Q2,1.2565,1.176,1.348,25.6485,0.0002
F03,2000_2005,2006_2010,5,Q3,1.3979,1.3086,1.5007,39.7936,0.0002
F03,2000_2005,2006_2010,5,Q4,1.4878,1.3875,1.6046,48.7842,0.0002
F03,2000_2005,2006_2010,5,Q5,1.6896,1.5689,1.8248,68.9633,0.0002
"F03","2000_2005","2011_2015",10,"Q1",1.4063,1.2252,1.5982,40.6311,"0.0002"
"F03","2000_2005","2011_2015",10,"Q2",1.7107,1.5133,1.9263,71.0723,"0.0002"
"F03","2000_2005","2011_2015",10,"Q3",1.8377,1.6284,2.0649,83.7735,"0.0002"
"F03","2000_2005","2011_2015",10,"Q4",1.9795,1.7618,2.2245,97.9507,"0.0002"
"F03","2000_2005","2011_2015",10,"Q5",2.2366,1.9978,2.4992,123.655,"0.0002"
"F03","2000_2005","2016_2020",15,"Q1",1.3591,1.1652,1.5782,35.9065,"0.0002"
"F03","2000_2005","2016_2020",15,"Q2",1.5345,1.3342,1.7626,53.4512,"0.0002"
"F03","2000_2005","2016_2020",15,"Q3",1.5761,1.3742,1.8126,57.6074,"0.0002"
"F03","2000_2005","2016_2020",15,"Q4",1.6482,1.4405,1.8909,64.8152,"0.0002"
"F03","2000_2005","2016_2020",15,"Q5",1.7469,1.5304,1.998,74.6869,"0.0002"
"F03","2000_2005","2006_2010",5,"Q1",1,1,1,0,NA
"F03","2000_2005","2006_2010",5,"Q2",1.2565,1.176,1.348,25.6485,"0.0002"
"F03","2000_2005","2006_2010",5,"Q3",1.3979,1.3086,1.5007,39.7936,"0.0002"
"F03","2000_2005","2006_2010",5,"Q4",1.4878,1.3875,1.6046,48.7842,"0.0002"
"F03","2000_2005","2006_2010",5,"Q5",1.6896,1.5689,1.8248,68.9633,"0.0002"
"F03","2000_2005","2011_2015",10,"Q1",1.4063,1.2252,1.5982,40.6311,"0.0002"
"F03","2000_2005","2011_2015",10,"Q2",1.7107,1.5133,1.9263,71.0723,"0.0002"
"F03","2000_2005","2011_2015",10,"Q3",1.8377,1.6284,2.0649,83.7735,"0.0002"
"F03","2000_2005","2011_2015",10,"Q4",1.9795,1.7618,2.2245,97.9507,"0.0002"
"F03","2000_2005","2011_2015",10,"Q5",2.2366,1.9978,2.4992,123.655,"0.0002"
"F03","2000_2005","2016_2020",15,"Q1",1.3591,1.1652,1.5782,35.9065,"0.0002"
"F03","2000_2005","2016_2020",15,"Q2",1.5345,1.3342,1.7626,53.4512,"0.0002"
"F03","2000_2005","2016_2020",15,"Q3",1.5761,1.3742,1.8126,57.6074,"0.0002"
"F03","2000_2005","2016_2020",15,"Q4",1.6482,1.4405,1.8909,64.8152,"0.0002"
"F03","2000_2005","2016_2020",15,"Q5",1.7469,1.5304,1.998,74.6869,"0.0002"
