ICD_Code,EQI_Period,AAMR_Period,Lag,Quintile,MRR_mean,MRR_lower,MRR_upper,pct_diff,p
C50,2000_2005,2006_2010,5,Q2,1.423,1.3426,1.5102,42.301,0.0002
C50,2000_2005,2006_2010,5,Q3,1.5105,1.4268,1.6029,51.0496,0.0002
C50,2000_2005,2006_2010,5,Q4,1.6458,1.5545,1.7461,64.5781,0.0002
C50,2000_2005,2006_2010,5,Q5,1.7499,1.6479,1.8601,74.9854,0.0002
"C50","2000_2005","2011_2015",10,"Q2",1.5268,1.4384,1.626,52.6794,"0.0002"
"C50","2000_2005","2011_2015",10,"Q3",1.5911,1.4996,1.6902,59.1149,"0.0002"
"C50","2000_2005","2011_2015",10,"Q4",1.683,1.584,1.7941,68.2954,"0.0002"
"C50","2000_2005","2011_2015",10,"Q5",1.8154,1.7032,1.9395,81.5403,"0.0002"
"C50","2000_2005","2016_2020",15,"Q2",1.3823,1.2973,1.4702,38.2337,"0.0002"
"C50","2000_2005","2016_2020",15,"Q3",1.4594,1.3735,1.5522,45.9373,"0.0002"
"C50","2000_2005","2016_2020",15,"Q4",1.5732,1.4799,1.6762,57.3243,"0.0002"
"C50","2000_2005","2016_2020",15,"Q5",1.6699,1.5659,1.7814,66.9881,"0.0002"
