ICD_Code,EQI_Period,AAMR_Period,Lag,Quintile,MRR_mean,MRR_lower,MRR_upper,pct_diff,p
C61,2000_2005,2006_2010,5,Q2,1.3006,1.2262,1.379,30.0599,0.0002
C61,2000_2005,2006_2010,5,Q3,1.3263,1.2529,1.4044,32.6264,0.0002
C61,2000_2005,2006_2010,5,Q4,1.3046,1.2322,1.3826,30.46,0.0002
C61,2000_2005,2006_2010,5,Q5,1.2976,1.2174,1.3801,29.7634,0.0002
"C61","2000_2005","2011_2015",10,"Q2",1.4152,1.3316,1.504,41.5179,"0.0002"
"C61","2000_2005","2011_2015",10,"Q3",1.4593,1.3727,1.5541,45.9283,"0.0002"
"C61","2000_2005","2011_2015",10,"Q4",1.4383,1.3502,1.5334,43.8258,"0.0002"
"C61","2000_2005","2011_2015",10,"Q5",1.4745,1.3807,1.5782,47.4525,"0.0002"
"C61","2000_2005","2016_2020",15,"Q2",1.2504,1.1774,1.3259,25.0387,"0.0002"
"C61","2000_2005","2016_2020",15,"Q3",1.3384,1.2633,1.4137,33.8375,"0.0002"
"C61","2000_2005","2016_2020",15,"Q4",1.3626,1.2878,1.4442,36.2554,"0.0002"
"C61","2000_2005","2016_2020",15,"Q5",1.3668,1.2848,1.4539,36.6847,"0.0002"
