ICD_Code,EQI_Period,AAMR_Period,Lag,Quintile,MRR_mean,MRR_lower,MRR_upper,pct_diff,p
C34,2000_2005,2006_2010,5,Q2,1.1699,1.1344,1.2063,16.9935,0.0002
C34,2000_2005,2006_2010,5,Q3,1.177,1.1419,1.2122,17.7028,0.0002
C34,2000_2005,2006_2010,5,Q4,1.2014,1.1631,1.2388,20.1425,0.0002
C34,2000_2005,2006_2010,5,Q5,1.2431,1.2032,1.2838,24.312,0.0002
"C34","2000_2005","2011_2015",10,"Q2",1.1476,1.115,1.1827,14.7572,"0.0002"
"C34","2000_2005","2011_2015",10,"Q3",1.1471,1.1142,1.1813,14.7111,"0.0002"
"C34","2000_2005","2011_2015",10,"Q4",1.1654,1.1307,1.2019,16.5408,"0.0002"
"C34","2000_2005","2011_2015",10,"Q5",1.1763,1.139,1.2164,17.6321,"0.0002"
"C34","2000_2005","2016_2020",15,"Q2",1.1344,1.1009,1.1695,13.4442,"0.0002"
"C34","2000_2005","2016_2020",15,"Q3",1.1305,1.0969,1.1652,13.0458,"0.0002"
"C34","2000_2005","2016_2020",15,"Q4",1.1354,1.1012,1.1707,13.5369,"0.0002"
"C34","2000_2005","2016_2020",15,"Q5",1.1508,1.114,1.1893,15.0842,"0.0002"
