Model	Lag	Q1	Q2	Q3	Q4	Q5
Built	15	0.0	6.35(3.72,8.87)	7.08(4.51,9.62)	7.29(4.65,9.99)	7.73(4.99,10.61)
Social	5	0.0	-3.33(-5.73,-0.91)	-6.91(-9.46,-4.26)	-4.57(-7.43,-1.71)	-2.33(-5.50,0.80)
Social	10	0.0	-2.71(-5.08,-0.23)	-6.43(-9.14,-3.79)	-6.61(-9.44,-3.75)	-5.39(-8.52,-2.35)
Social	15	0.0	-2.18(-4.49,0.18)	-6.91(-9.59,-4.42)	-7.32(-10.17,-4.45)	-6.21(-9.26,-3.09)
Köppen-Geiger Climate Zone: Continental
EQI	5	0.0	9.95(4.98,14.73)	9.43(4.68,13.87)	13.10(8.58,17.50)	19.85(15.35,24.08)
EQI	10	0.0	9.69(5.08,14.18)	8.22(3.97,12.45)	9.21(5.04,13.28)	13.11(8.81,17.23)
EQI	15	0.0	4.36(-0.44,9.03)	4.01(-0.67,8.27)	4.82(0.34,8.90)	8.07(3.77,12.23)
Air	5	0.0	3.21(-0.26,6.69)	5.85(2.44,9.38)	9.01(5.55,12.56)	12.30(8.62,15.93)
Air	10	0.0	5.49(2.14,9.02)	5.29(1.81,8.72)	7.34(3.97,10.79)	9.79(6.09,13.36)
Air	15	0.0	2.75(-0.43,5.80)	4.81(1.46,8.08)	6.41(3.15,9.58)	7.13(3.60,10.48)
Water	5	0.0	3.79(-0.13,7.70)	7.42(3.59,11.33)	5.07(1.57,8.63)	7.03(2.99,11.02)
Water	10	0.0	0.54(-3.23,4.22)	3.69(-0.04,7.31)	1.21(-2.22,4.61)	4.22(0.48,8.08)
Water	15	0.0	-0.68(-4.45,3.09)	2.55(-1.27,6.18)	0.72(-2.68,4.16)	0.85(-2.96,4.62)
Land	5	0.0	5.48(0.86,9.97)	10.15(6.05,14.37)	6.64(2.58,10.86)	7.34(3.10,11.67)
Land	10	0.0	3.31(-1.24,7.83)	6.45(2.35,10.66)	4.10(-0.12,8.30)	3.35(-0.99,7.51)
Land	15	0.0	4.11(-0.05,8.35)	5.36(1.55,9.14)	3.32(-0.48,7.12)	5.64(1.84,9.52)
Built	5	0.0	0.84(-2.90,4.85)	0.85(-2.67,4.40)	2.59(-0.81,6.18)	4.51(1.11,8.08)
Built	10	0.0	4.41(0.90,8.24)	1.11(-2.30,4.62)	3.48(0.02,7.00)	4.79(1.27,8.15)
Built	15	0.0	3.83(0.08,7.64)	2.81(-0.77,6.19)	2.02(-1.46,5.36)	2.59(-0.94,5.88)
Social	5	0.0	9.67(4.87,14.81)	5.35(1.17,9.74)	6.05(1.92,10.26)	9.06(4.76,13.40)
Social	10	0.0	6.60(1.79,11.30)	4.66(0.37,8.95)	3.78(-0.38,7.83)	5.60(1.40,9.88)
Social	15	0.0	2.10(-2.22,6.60)	3.03(-0.94,7.08)	0.85(-2.92,4.72)	1.79(-2.32,5.88)
Census Region: Northeast
EQI	5	0.0	1.21(-6.08,8.60)	2.61(-3.21,8.59)	2.49(-3.02,8.09)	8.98(3.32,14.58)
EQI	10	0.0	1.13(-5.14,7.73)	3.36(-2.48,9.08)	3.81(-1.77,9.26)	8.37(2.92,13.90)
EQI	15	0.0	2.39(-4.34,9.35)	4.22(-1.28,9.75)	6.13(0.83,11.39)	12.58(7.57,17.50)
Air	5	0.0	8.02(0.98,14.93)	3.81(-2.27,9.93)	3.71(-1.82,9.57)	7.23(1.78,12.54)
Air	10	0.0	7.71(1.19,14.41)	3.81(-1.94,9.69)	5.34(-0.36,10.93)	6.84(1.63,12.17)
Air	15	0.0	6.14(0.16,12.06)	3.00(-2.59,8.53)	2.85(-2.58,7.85)	3.08(-2.07,8.08)
Water	5	0.0	0.27(-5.25,5.96)	7.11(0.75,13.33)	3.48(-2.09,8.91)	5.83(0.74,10.87)
Water	10	0.0	-0.94(-5.98,4.16)	6.72(1.62,11.68)	3.78(-0.83,8.27)	4.90(0.33,9.53)
Water	15	0.0	0.90(-3.73,5.65)	4.92(-0.23,9.74)	6.78(2.67,11.10)	6.23(2.12,10.33)
Land	5	0.0	4.36(-1.73,10.31)	6.45(1.00,11.88)	4.59(-0.71,9.97)	4.58(-0.77,10.05)
Land	10	0.0	5.47(-0.18,10.82)	7.66(2.60,12.50)	5.39(0.50,10.12)	6.36(1.26,11.28)
Land	15	0.0	3.59(-1.85,9.14)	6.71(1.91,11.55)	5.92(1.18,10.62)	4.67(-0.35,9.55)
Built	5	0.0	4.91(-1.85,11.80)	0.09(-5.19,5.49)	4.08(-0.96,9.21)	7.02(1.97,12.04)
Built	10	0.0	3.12(-3.11,9.56)	1.81(-3.15,6.88)	4.82(-0.11,9.75)	5.97(1.09,10.74)
Built	15	0.0	4.33(-1.73,10.33)	2.00(-3.03,7.04)	5.11(0.16,10.17)	4.74(0.07,9.60)
Social	5	0.0	2.54(-3.50,8.71)	-0.59(-5.94,4.87)	1.93(-3.34,6.98)	12.29(6.57,17.44)
Social	10	0.0	1.48(-3.70,6.71)	-1.87(-6.48,2.82)	1.86(-2.57,6.49)	8.02(3.10,12.65)
Social	15	0.0	1.68(-3.69,6.86)	0.43(-4.19,5.16)	3.32(-1.08,7.79)	9.37(4.82,13.81)
Census Region: Midwest
EQI	5	0.0	3.88(-0.81,8.60)	3.19(-1.16,7.47)	4.74(0.41,8.96)	9.34(4.85,13.81)
EQI	10	0.0	6.24(1.31,11.10)	5.86(1.05,10.68)	7.24(2.34,12.34)	10.48(4.35,16.19)
EQI	15	0.0	6.42(1.89,11.01)	3.58(-0.57,7.91)	3.86(-0.17,7.90)	6.72(2.34,10.80)
Air	5	0.0	1.57(-2.00,5.37)	4.98(1.46,8.51)	7.70(4.01,11.58)	13.54(9.58,17.43)
Air	10	0.0	3.69(0.27,7.06)	4.52(1.03,8.16)	7.01(3.35,10.56)	9.72(5.96,13.54)
Air	15	0.0	-0.07(-3.14,3.04)	3.06(-0.33,6.42)	5.30(1.86,8.58)	5.64(1.94,9.13)
Water	5	0.0	3.56(-0.60,7.66)	3.05(-0.87,7.06)	1.35(-2.50,5.18)	3.08(-1.05,7.50)
Water	10	0.0	0.10(-3.80,3.92)	-0.07(-3.76,3.63)	-1.84(-5.27,1.71)	1.01(-3.16,5.12)
Water	15	0.0	-0.86(-4.66,2.85)	-0.29(-3.87,3.27)	-1.80(-5.29,1.54)	-0.85(-4.77,3.12)
Land	5	0.0	8.12(3.45,12.91)	9.00(4.49,13.38)	6.62(2.28,10.94)	7.38(2.92,11.84)
Land	10	0.0	3.21(-1.22,7.60)	5.82(1.57,10.06)	5.27(0.95,9.60)	4.34(-0.05,8.61)
Land	15	0.0	4.22(0.23,8.22)	5.35(1.44,9.30)	5.23(1.29,9.29)	7.39(3.32,11.49)
Built	5	0.0	2.87(-0.82,6.40)	1.50(-2.09,4.94)	2.62(-1.11,6.13)	5.71(1.93,9.41)
Built	10	0.0	5.12(1.56,8.52)	3.68(0.29,7.07)	5.49(2.07,8.93)	8.50(4.87,11.98)
Built	15	0.0	5.05(1.58,8.44)	4.21(0.86,7.58)	2.94(-0.36,6.19)	3.77(0.31,7.19)
Social	5	0.0	2.95(-1.73,7.78)	-0.47(-4.56,3.74)	0.50(-3.49,4.63)	4.69(0.52,9.04)
Social	10	0.0	6.23(1.62,10.90)	2.08(-2.07,6.26)	0.37(-3.75,4.41)	3.49(-0.84,7.74)
Social	15	0.0	3.71(-0.62,7.85)	1.25(-2.62,5.16)	-2.04(-5.83,1.80)	-0.61(-4.65,3.51)
Census Region: South
EQI	5	0.0	3.71(0.97,6.57)	5.11(1.87,8.13)	6.12(2.42,9.91)	7.14(2.53,13.09)
EQI	10	0.0	5.39(2.59,8.23)	6.90(3.91,9.66)	9.40(6.06,12.56)	7.77(4.10,11.46)
EQI	15	0.0	4.01(1.31,6.73)	3.58(0.71,6.37)	5.08(1.98,8.10)	3.06(-0.46,6.60)
Air	5	0.0	3.50(-0.63,7.77)	4.37(0.38,8.46)	7.32(3.19,11.50)	10.68(6.36,15.04)
Air	10	0.0	4.39(0.55,8.39)	7.81(4.01,11.72)	8.18(4.22,12.23)	9.94(5.86,14.18)
Air	15	0.0	1.61(-2.40,5.53)	2.68(-1.07,6.42)	4.94(1.02,8.77)	5.01(0.88,9.08)
Water	5	0.0	3.32(-0.58,7.20)	0.28(-3.60,4.41)	3.63(-0.56,7.88)	0.96(-3.48,5.36)
Water	10	0.0	3.37(-0.36,7.03)	-1.64(-5.49,2.20)	4.14(0.18,8.22)	2.00(-2.29,6.35)
Water	15	0.0	2.60(-0.97,6.33)	-0.83(-4.60,2.95)	2.00(-1.86,5.93)	0.92(-3.28,5.14)
Land	5	0.0	-0.10(-2.50,2.32)	1.28(-1.67,4.29)	2.55(-1.58,6.56)	1.99(-3.27,7.30)
Land	10	0.0	1.39(-1.19,4.01)	-0.36(-3.34,2.64)	2.60(-1.47,6.69)	4.43(-0.59,9.66)
Land	15	0.0	1.64(-0.58,4.06)	-0.65(-3.42,2.16)	0.80(-3.19,4.70)	3.00(-1.85,7.85)
Built	5	0.0	4.74(1.80,7.72)	7.07(3.94,10.17)	6.97(3.82,10.24)	8.22(4.54,11.86)
Built	10	0.0	4.44(1.31,7.47)	8.13(5.08,11.32)	6.25(2.96,9.57)	9.45(5.96,13.07)
Built	15	0.0	6.27(3.50,9.06)	7.60(4.74,10.51)	7.06(4.05,9.98)	7.92(4.55,11.19)
Social	5	0.0	-1.99(-4.68,0.76)	-5.39(-8.46,-2.37)	-1.49(-5.24,2.12)	-2.08(-6.11,1.96)
Social	10	0.0	-1.55(-4.24,1.22)	-4.65(-7.69,-1.55)	-4.20(-7.83,-0.77)	-4.18(-8.09,-0.26)
Social	15	0.0	-2.11(-4.65,0.40)	-5.99(-8.92,-3.02)	-5.48(-8.84,-2.16)	-5.75(-9.29,-2.04)
Census Region: West
EQI	5	0.0	3.56(-1.48,8.44)	3.60(-1.40,8.44)	6.10(1.19,10.83)	11.93(6.94,17.00)
EQI	10	0.0	3.31(-2.23,8.80)	4.51(-0.70,9.87)	6.88(1.65,12.10)	13.30(8.20,18.35)
EQI	15	0.0	2.31(-2.96,7.77)	4.08(-1.12,9.41)	7.47(2.40,12.73)	11.48(6.47,16.20)
Air	5	0.0	3.38(-0.78,7.42)	6.42(1.95,10.97)	5.45(1.17,9.79)	9.84(5.09,14.84)
Air	10	0.0	5.08(0.43,9.89)	4.66(-0.33,9.73)	8.32(3.66,12.87)	10.76(5.11,16.21)
Air	15	0.0	5.96(1.64,10.25)	6.60(1.76,11.14)	9.59(4.91,14.04)	10.18(5.09,15.02)
Water	5	0.0	2.22(-4.59,8.72)	7.65(1.71,13.51)	0.81(-5.06,6.55)	6.41(0.95,11.69)
Water	10	0.0	-3.49(-10.01,3.14)	6.87(0.45,13.17)	0.91(-5.17,7.01)	5.31(-0.45,10.99)
Water	15	0.0	-4.28(-10.50,2.24)	9.03(2.69,15.03)	-0.42(-6.11,5.49)	5.42(-0.20,10.98)
Land	5	0.0	-0.52(-7.47,6.34)	6.44(0.80,12.28)	5.39(-0.12,10.90)	8.24(2.74,13.59)
Land	10	0.0	-0.17(-7.79,7.37)	5.58(-0.49,11.80)	4.83(-0.78,10.58)	7.83(2.04,13.64)
Land	15	0.0	2.57(-4.68,9.85)	5.22(-0.56,11.25)	1.97(-3.85,7.75)	7.13(1.37,13.09)
Built	5	0.0	5.14(-0.11,10.42)	3.04(-1.97,8.07)	4.76(-0.06,9.56)	4.16(-0.47,8.84)
Built	10	0.0	4.42(-1.42,10.12)	4.90(-0.61,10.51)	6.26(0.90,11.29)	5.90(0.99,11.03)
Built	15	0.0	1.77(-3.52,7.30)	5.39(0.12,10.55)	6.27(1.41,11.06)	4.46(-0.35,9.04)
Social	5	0.0	2.17(-2.25,6.64)	3.92(-0.43,8.38)	5.26(0.83,9.70)	8.49(3.71,13.01)
Social	10	0.0	2.91(-2.05,7.95)	5.89(0.98,10.73)	5.93(1.07,10.80)	5.20(0.11,10.30)
Social	15	0.0	5.30(0.51,10.11)	4.61(0.07,9.16)	2.69(-1.99,7.43)	3.78(-0.87,8.54)
County Economic Typology: Farming
EQI	5	0.0	10.26(3.33,17.42)	12.95(4.80,20.79)	7.43(-1.30,16.29)	0.89(-8.52,10.29)
EQI	10	0.0	11.48(4.74,18.26)	13.10(5.58,20.76)	7.86(-0.56,16.41)	0.88(-8.93,10.79)
EQI	15	0.0	10.70(4.14,17.07)	12.89(5.35,20.30)	7.97(-0.22,16.28)	1.33(-8.25,10.95)
Air	5	0.0	9.45(1.93,17.16)	8.56(-0.01,17.37)	3.32(-6.02,12.46)	-0.04(-9.81,9.84)
Air	10	0.0	8.02(0.76,15.02)	7.91(-0.29,15.92)	3.76(-4.94,12.83)	0.13(-9.13,9.51)
Air	15	0.0	8.45(1.83,15.40)	7.90(-0.11,15.92)	2.69(-6.08,11.35)	0.00(-9.92,10.11)
Water	5	0.0	-8.65(-15.79,-1.13)	0.29(-7.35,7.99)	5.67(-2.23,13.31)	4.69(-3.53,12.84)
Water	10	0.0	-7.07(-14.09,-0.16)	0.38(-7.12,8.20)	7.27(-0.15,14.78)	3.93(-3.98,11.99)
Water	15	0.0	-7.28(-14.07,-0.49)	1.93(-5.31,9.32)	2.95(-4.30,10.18)	3.74(-4.10,11.53)
Land	5	0.0	-5.68(-14.05,2.51)	-0.30(-8.05,7.28)	-2.72(-10.53,4.85)	6.43(-1.50,14.09)
Land	10	0.0	-3.03(-10.80,4.93)	-3.20(-10.51,3.83)	-1.60(-9.06,5.62)	7.28(0.10,14.83)
Land	15	0.0	-2.25(-10.01,5.36)	-2.05(-8.97,5.01)	-1.05(-8.25,6.34)	7.80(0.74,14.97)
Built	5	0.0	7.26(0.25,14.21)	8.66(0.92,16.09)	4.59(-3.70,12.82)	1.80(-7.51,10.83)
Built	10	0.0	9.56(2.67,16.41)	7.82(0.39,15.23)	4.38(-3.30,12.23)	2.46(-6.47,11.32)
Built	15	0.0	9.39(2.90,15.87)	9.73(2.54,16.73)	3.43(-4.40,11.32)	2.30(-6.25,11.20)
Social	5	0.0	-2.78(-10.10,4.44)	-4.67(-12.07,2.78)	2.85(-4.82,10.40)	5.25(-3.25,13.79)
Social	10	0.0	-2.45(-9.39,4.76)	-5.14(-12.35,2.13)	3.83(-3.64,11.45)	4.95(-3.01,13.24)
Social	15	0.0	-5.26(-11.99,1.81)	-0.85(-7.93,6.13)	3.82(-3.21,10.90)	4.80(-3.09,12.74)
County Economic Typology: Mining
EQI	5	0.0	6.54(-1.12,14.04)	5.01(-2.89,12.92)	1.55(-7.34,10.11)	0.99(-8.45,10.30)
EQI	10	0.0	5.91(-1.94,13.70)	4.65(-3.22,12.34)	3.78(-4.44,11.95)	-0.90(-9.68,8.20)
EQI	15	0.0	7.91(0.77,15.17)	4.87(-2.91,12.54)	2.25(-6.50,10.75)	-0.69(-9.59,8.42)
Air	5	0.0	3.53(-4.55,11.55)	4.00(-3.92,11.96)	3.08(-5.37,11.63)	1.46(-7.62,10.81)
Air	10	0.0	5.72(-2.15,13.61)	3.55(-4.61,11.46)	4.21(-3.99,12.37)	1.11(-8.11,10.60)
Air	15	0.0	3.68(-4.31,11.48)	5.40(-2.41,13.13)	5.27(-2.76,13.26)	0.88(-8.31,10.27)
Water	5	0.0	-0.07(-8.32,8.15)	1.77(-7.21,10.50)	4.54(-3.77,12.90)	2.01(-5.95,9.79)
Water	10	0.0	0.45(-7.40,8.17)	1.27(-7.22,9.56)	1.40(-6.81,9.44)	1.64(-6.19,9.12)
Water	15	0.0	1.19(-6.73,9.18)	1.51(-7.10,10.22)	1.89(-6.25,9.81)	1.14(-6.19,8.58)
Land	5	0.0	2.69(-4.74,10.54)	1.89(-5.96,10.07)	-1.53(-9.47,6.81)	0.91(-8.25,10.02)
Land	10	0.0	2.51(-5.06,10.41)	0.69(-7.46,8.50)	0.98(-7.45,9.42)	0.46(-8.10,9.18)
Land	15	0.0	6.23(-1.39,13.78)	1.04(-6.67,8.89)	-2.57(-10.89,5.46)	0.77(-8.13,9.60)
Built	5	0.0	1.88(-6.03,10.03)	5.14(-3.13,13.13)	3.32(-4.86,11.36)	1.03(-7.21,9.35)
Built	10	0.0	1.05(-6.74,9.08)	5.51(-2.24,13.32)	3.13(-4.78,11.38)	1.61(-6.60,9.62)
Built	15	0.0	2.24(-5.93,10.04)	2.98(-5.12,11.21)	3.92(-3.90,11.74)	1.72(-6.49,9.71)
Social	5	0.0	2.51(-5.57,10.36)	-3.91(-12.26,4.30)	-0.50(-9.01,8.20)	2.16(-7.04,11.48)
Social	10	0.0	2.04(-5.53,9.79)	-2.98(-10.79,4.79)	-0.90(-9.72,8.14)	0.73(-8.50,9.96)
Social	15	0.0	3.65(-4.12,11.53)	-3.26(-10.81,4.52)	-0.90(-9.43,7.98)	0.87(-8.53,10.14)
County Economic Typology: Manufacturing
EQI	5	0.0	5.29(1.48,9.13)	6.13(2.28,9.93)	6.91(3.15,10.71)	13.03(8.94,17.05)
EQI	10	0.0	5.20(1.42,9.00)	6.45(2.73,9.96)	6.62(2.93,10.19)	9.76(5.74,13.77)
EQI	15	0.0	3.26(-0.39,6.80)	0.43(-2.88,3.84)	4.17(0.89,7.57)	6.35(2.67,10.07)
Air	5	0.0	5.77(0.77,10.92)	7.32(2.42,12.10)	10.35(5.56,15.13)	13.05(8.15,17.89)
Air	10	0.0	5.28(0.35,10.18)	8.28(3.43,12.94)	9.55(4.78,14.36)	10.03(4.95,14.89)
Air	15	0.0	5.68(1.10,10.27)	6.29(1.80,10.72)	10.01(5.67,14.47)	9.59(4.96,14.12)
Water	5	0.0	5.20(0.51,9.83)	3.71(-0.78,8.01)	2.70(-1.79,7.12)	3.25(-1.59,8.10)
Water	10	0.0	-2.46(-6.52,1.68)	-2.28(-6.32,1.86)	-0.73(-4.89,3.45)	1.49(-3.15,6.25)
Water	15	0.0	-2.16(-6.22,1.89)	-3.17(-7.15,0.70)	-1.67(-5.79,2.40)	-0.33(-4.78,4.16)
Land	5	0.0	0.14(-3.19,3.50)	2.23(-1.25,5.78)	-0.06(-4.00,3.80)	0.95(-3.21,5.23)
Land	10	0.0	0.82(-2.42,3.94)	0.15(-3.31,3.60)	-0.27(-4.12,3.56)	0.40(-3.67,4.48)
Land	15	0.0	-1.52(-4.35,1.32)	-1.39(-4.58,1.75)	-1.18(-4.69,2.47)	0.16(-3.75,4.12)
Built	5	0.0	4.67(1.27,8.03)	5.59(2.28,8.89)	7.51(4.10,10.85)	8.47(4.08,12.69)
Built	10	0.0	3.01(-0.13,6.39)	4.48(1.16,7.71)	6.64(3.25,9.92)	8.55(4.45,12.60)
Built	15	0.0	6.32(3.38,9.28)	5.85(2.90,8.79)	6.15(3.15,9.09)	9.77(5.98,13.46)
Social	5	0.0	-3.26(-6.87,0.31)	-4.93(-8.66,-1.18)	-2.99(-6.87,0.86)	0.26(-4.12,4.58)
Social	10	0.0	-4.70(-8.28,-1.17)	-4.22(-8.02,-0.48)	-5.06(-8.83,-1.22)	-1.51(-5.90,2.88)
Social	15	0.0	-1.58(-4.81,1.63)	-4.84(-8.33,-1.45)	-5.40(-8.98,-1.90)	-3.36(-7.53,0.57)
County Economic Typology: Government
EQI	5	0.0	2.92(-3.34,9.15)	6.76(0.96,12.51)	13.69(7.62,19.82)	17.47(11.41,23.60)
EQI	10	0.0	2.63(-3.80,8.81)	7.67(1.78,13.30)	12.21(5.88,18.29)	16.94(10.55,22.82)
EQI	15	0.0	1.65(-3.96,7.41)	9.31(4.23,14.57)	10.57(5.15,15.97)	13.18(7.69,18.41)
Air	5	0.0	6.04(-0.52,12.86)	7.82(1.53,14.28)	11.40(5.33,17.44)	15.06(8.67,21.31)
Air	10	0.0	4.87(-1.38,10.92)	11.71(5.78,17.75)	13.19(7.68,18.72)	16.79(11.02,22.58)
Air	15	0.0	5.77(-0.12,11.63)	9.69(4.10,15.73)	11.82(6.42,17.19)	13.22(7.52,18.90)
Water	5	0.0	-0.40(-6.73,6.22)	3.08(-3.22,9.42)	0.96(-5.72,7.73)	0.91(-5.11,7.18)
Water	10	0.0	2.32(-3.73,8.21)	1.79(-4.19,7.59)	2.31(-3.48,8.34)	1.99(-3.48,7.57)
Water	15	0.0	-0.85(-6.59,4.69)	1.76(-3.80,7.25)	1.02(-4.87,6.94)	1.07(-4.18,6.44)
Land	5	0.0	-2.24(-8.23,3.74)	0.94(-4.85,7.00)	4.51(-1.83,10.82)	5.22(-1.43,11.67)
Land	10	0.0	-1.04(-6.50,4.27)	1.73(-3.94,7.41)	2.26(-3.43,7.83)	4.45(-1.98,10.65)
Land	15	0.0	1.03(-4.28,6.35)	-0.27(-5.46,4.97)	1.37(-4.20,6.83)	4.83(-0.93,10.69)
Built	5	0.0	6.09(-0.25,12.47)	1.03(-5.43,7.19)	6.88(0.26,13.40)	7.93(2.05,13.81)
Built	10	0.0	6.56(0.50,12.53)	2.93(-2.88,8.64)	8.94(3.07,14.79)	8.76(3.35,14.36)
Built	15	0.0	9.22(3.59,14.85)	6.23(0.43,11.58)	8.44(2.60,13.96)	5.65(0.21,10.76)
Social	5	0.0	0.18(-5.55,5.88)	3.85(-2.22,9.90)	3.16(-3.28,9.59)	8.94(2.59,15.35)
Social	10	0.0	2.54(-2.68,7.81)	1.33(-4.25,6.85)	0.51(-5.53,6.76)	5.98(0.37,11.70)
Social	15	0.0	2.56(-2.30,7.56)	2.40(-2.96,7.82)	-0.03(-5.83,5.71)	4.32(-1.50,10.23)
County Economic Typology: Services
EQI	5	0.0	-3.36(-10.55,4.09)	0.24(-6.39,6.95)	9.55(3.22,15.96)	22.09(15.99,27.79)
EQI	10	0.0	-3.13(-10.13,3.89)	1.76(-4.94,8.40)	11.61(5.15,17.94)	18.65(13.06,24.31)
EQI	15	0.0	0.39(-6.56,7.44)	2.54(-3.31,8.73)	9.16(3.15,14.87)	15.81(10.39,21.06)
Air	5	0.0	4.57(-2.00,11.24)	9.04(2.50,15.59)	11.25(5.08,17.41)	20.46(14.49,26.36)
Air	10	0.0	6.79(0.12,13.35)	9.65(3.03,16.19)	9.87(3.74,15.90)	17.33(11.46,23.27)
Air	15	0.0	6.20(-0.20,12.75)	9.07(2.97,15.04)	10.02(4.28,15.47)	15.20(9.49,20.67)
Water	5	0.0	-8.85(-15.48,-2.17)	0.29(-6.00,6.71)	3.30(-2.82,9.31)	5.50(-0.48,11.16)
Water	10	0.0	-7.27(-13.75,-0.67)	1.37(-4.99,7.48)	3.84(-2.10,9.89)	5.15(-0.78,11.19)
Water	15	0.0	-7.31(-13.33,-0.99)	3.75(-2.32,9.81)	2.99(-2.44,8.56)	3.21(-2.44,8.74)
Land	5	0.0	4.75(-1.36,10.96)	6.68(0.48,12.56)	4.80(-1.18,10.87)	0.77(-5.12,6.69)
Land	10	0.0	5.91(0.08,11.92)	6.02(0.00,11.89)	5.22(-0.81,11.03)	0.41(-5.63,6.11)
Land	15	0.0	4.67(-0.68,9.96)	4.26(-1.23,9.74)	3.65(-1.82,9.01)	1.97(-3.53,7.25)
Built	5	0.0	-0.86(-8.61,7.15)	6.34(-0.58,13.23)	6.89(0.55,13.26)	7.25(1.24,13.16)
Built	10	0.0	-0.41(-8.08,7.25)	7.45(0.27,14.39)	5.93(-0.31,12.06)	5.86(0.05,11.69)
Built	15	0.0	-0.39(-8.00,7.27)	6.22(-0.48,12.65)	5.28(-0.55,11.10)	5.93(0.38,11.46)
Social	5	0.0	-5.81(-12.97,1.36)	-0.67(-6.55,5.46)	4.84(-0.95,10.62)	11.78(6.18,17.37)
Social	10	0.0	-3.73(-10.86,3.29)	-0.97(-7.23,5.05)	3.97(-1.94,9.92)	8.86(3.56,14.23)
Social	15	0.0	-1.72(-8.46,5.04)	-0.93(-6.65,4.80)	1.31(-4.12,6.71)	6.04(0.87,11.30)
County Economic Typology: Nonspecialized
EQI	5	0.0	3.99(0.14,7.88)	5.51(1.57,9.41)	7.99(4.01,11.81)	16.49(12.43,20.58)
EQI	10	0.0	8.00(4.26,11.68)	6.32(2.65,9.97)	8.65(5.02,12.38)	13.97(10.31,17.87)
EQI	15	0.0	8.03(4.30,11.67)	5.43(1.61,9.13)	6.55(2.74,10.30)	10.96(6.97,14.80)
Air	5	0.0	3.45(-0.67,7.52)	6.62(2.55,10.68)	7.64(3.35,11.82)	11.69(7.12,16.32)
Air	10	0.0	5.08(0.96,9.09)	7.44(3.34,11.35)	9.64(5.34,13.75)	9.82(5.31,14.35)
Air	15	0.0	1.98(-1.90,5.69)	4.18(0.29,8.06)	6.06(2.14,10.10)	3.88(-0.28,8.15)
Water	5	0.0	0.29(-4.22,4.77)	0.41(-3.97,4.93)	2.64(-1.97,7.18)	2.02(-2.52,6.79)
Water	10	0.0	1.94(-2.44,6.31)	0.41(-3.96,4.75)	3.15(-1.23,7.53)	2.74(-2.00,7.26)
Water	15	0.0	1.34(-2.98,5.66)	2.18(-2.10,6.41)	4.13(-0.18,8.35)	3.83(-0.74,8.25)
Land	5	0.0	3.03(-0.57,6.73)	2.85(-1.05,6.72)	3.07(-1.08,7.24)	4.66(0.28,9.04)
Land	10	0.0	3.71(0.31,7.19)	1.51(-2.40,5.24)	3.18(-0.84,7.24)	4.67(0.34,8.97)
Land	15	0.0	3.28(0.01,6.69)	1.57(-2.15,5.14)	2.31(-1.60,6.21)	4.66(0.34,8.83)
Built	5	0.0	5.04(1.01,8.89)	5.31(1.38,9.21)	6.57(2.53,10.62)	8.48(4.33,12.57)
Built	10	0.0	5.43(1.58,9.23)	6.77(3.04,10.36)	8.11(4.18,12.03)	10.10(6.15,14.03)
Built	15	0.0	4.11(0.56,7.74)	8.01(4.43,11.78)	9.39(5.69,13.22)	8.57(4.72,12.47)
Social	5	0.0	-1.27(-5.14,2.64)	-1.30(-5.07,2.52)	0.59(-3.43,4.52)	5.58(1.43,9.92)
Social	10	0.0	0.08(-3.44,3.62)	-1.19(-4.71,2.38)	-1.40(-5.04,2.46)	0.70(-3.38,4.69)
Social	15	0.0	-2.50(-5.86,1.02)	-4.15(-7.76,-0.66)	-2.60(-6.39,1.11)	-1.19(-5.10,2.80)
